,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred,prob,prob_less_bet
23597,7.4,11.6,0.0,12.2,2.8,2.8,1.2,2.0,0.2,0.2,0.6,3.6,12.6,0.0,14.6,5.2,0.8,0.8,0.4,0.2,0.4,2.4,8.33,13.67,0.0,11.67,3.0,3.0,1.33,2.0,0.33,0.0,0.67,3.33,14.33,0.0,15.33,5.33,1.0,1.0,0.33,0.33,0.33,2.67,3.05,4.722,0.0,3.633,0.837,1.643,0.837,1.225,0.447,0.447,0.548,0.548,5.771,0.0,2.793,2.049,0.447,0.837,0.548,0.447,0.548,0.894,3.786,4.041,0.0,4.619,1.0,1.732,0.577,1.732,0.577,0.0,0.577,0.577,2.517,0.0,1.155,2.082,0.0,1.0,0.577,0.577,0.577,0.577,4.6,14.2,0.0,8.0,2.4,2.2,0.2,3.0,0.0,0.0,1.0,4.6,7.4,0.0,14.4,5.6,0.2,1.6,0.0,0.4,0.6,1.6,3.67,14.0,0.0,6.33,2.33,2.67,0.33,2.67,0.0,0.0,1.0,3.33,8.0,0.0,14.0,5.33,0.33,1.33,0.0,0.67,0.33,1.33,3.05,3.033,0.0,5.958,2.881,1.304,0.447,1.581,0.0,0.0,0.0,2.074,3.209,0.0,4.506,2.51,0.447,1.14,0.0,0.548,0.548,1.14,3.786,3.464,0.0,5.508,3.215,1.528,0.577,2.082,0.0,0.0,0.0,0.577,4.359,0.0,6.245,3.512,0.577,1.528,0.0,0.577,0.577,1.155,Bournemouth,8.69,4.85,1.38,2016-12-26,E0,0.0,3.0,H,H,Chelsea,9.52,4.78,1.42,0.38,True,0.569641349335,-0.154996331824
23600,3.2,12.0,0.2,9.4,2.0,2.6,0.4,1.8,0.2,0.0,0.8,8.0,9.8,0.0,20.2,5.6,0.2,0.6,0.0,0.8,0.2,1.6,3.33,11.33,0.33,8.67,2.33,2.33,0.67,2.0,0.33,0.0,0.67,9.33,9.67,0.0,21.0,6.33,0.33,0.33,0.0,1.0,0.0,1.67,1.095,3.606,0.447,2.074,1.225,1.517,0.894,0.837,0.447,0.0,0.447,2.55,3.194,0.0,4.817,1.673,0.447,0.894,0.0,0.447,0.447,0.894,1.155,4.933,0.577,2.517,1.528,0.577,1.155,1.0,0.577,0.0,0.577,2.517,4.509,0.0,6.557,1.155,0.577,0.577,0.0,0.0,0.0,1.155,3.8,12.4,0.0,7.4,2.8,2.0,0.6,0.8,0.0,0.8,0.2,10.6,15.0,0.2,21.0,7.6,0.2,0.4,0.0,0.8,0.2,2.6,5.33,14.67,0.0,7.67,2.33,2.33,0.67,1.0,0.0,0.67,0.33,7.0,16.33,0.0,14.67,6.0,0.33,0.67,0.0,0.67,0.33,3.0,2.683,3.847,0.0,2.702,2.168,1.414,0.548,0.447,0.0,0.447,0.447,5.941,2.646,0.447,9.975,2.608,0.447,0.548,0.0,0.447,0.447,0.894,2.309,3.215,0.0,3.786,1.528,1.155,0.577,0.0,0.0,0.577,0.577,3.606,2.517,0.0,2.517,1.732,0.577,0.577,0.0,0.577,0.577,0.0,Sunderland,14.79,6.48,1.22,2016-12-26,E0,1.0,3.0,H,H,Man United,15.0,6.95,1.24,0.22,True,0.765941877935,-0.0537302532125
23608,4.4,13.2,0.0,13.0,4.4,2.8,1.0,1.2,0.2,0.4,0.4,5.4,10.0,0.0,13.8,4.0,0.6,0.4,0.4,0.2,0.4,2.0,3.0,15.33,0.0,12.33,3.67,3.33,1.33,1.0,0.33,0.33,0.33,4.67,12.33,0.0,12.67,3.33,1.0,0.0,0.67,0.33,0.0,2.67,2.881,3.033,0.0,4.183,2.074,1.789,0.707,0.837,0.447,0.548,0.548,3.209,4.123,0.0,3.271,1.225,0.894,0.548,0.548,0.447,0.548,1.0,2.646,1.155,0.0,4.933,2.082,2.082,0.577,1.0,0.577,0.577,0.577,3.512,1.155,0.0,2.082,0.577,1.0,0.0,0.577,0.577,0.0,0.577,4.4,8.0,0.0,8.0,2.0,1.8,0.6,2.4,0.2,0.0,0.8,7.2,10.6,0.0,16.6,5.4,0.0,1.4,0.0,0.2,0.8,1.6,4.67,8.0,0.0,8.33,2.0,1.67,0.67,2.0,0.33,0.0,0.67,8.33,13.33,0.0,17.33,5.33,0.0,1.33,0.0,0.33,0.67,1.0,2.966,2.236,0.0,2.121,0.0,1.095,0.548,1.517,0.447,0.0,0.447,1.924,4.393,0.0,2.408,2.966,0.0,0.894,0.0,0.447,0.447,1.14,4.041,1.0,0.0,2.887,0.0,1.155,0.577,2.0,0.577,0.0,0.577,1.528,3.215,0.0,3.055,4.163,0.0,1.155,0.0,0.577,0.577,1.0,Sheffield Weds,5.62,3.76,1.64,2016-12-26,E1,1.0,0.0,A,D,Newcastle,6.21,3.89,1.65,-1.0,True,0.566931815272,-0.0428242822892
23613,2.4,12.2,0.6,7.2,3.0,2.4,1.0,1.8,0.2,0.2,0.6,9.0,9.8,0.2,17.4,6.4,0.6,1.2,0.2,0.2,0.6,1.4,2.0,12.67,0.67,5.33,2.67,1.33,0.67,1.67,0.33,0.0,0.67,9.67,10.0,0.0,21.33,7.67,0.33,1.0,0.33,0.0,0.67,1.0,1.517,4.919,0.894,2.683,1.225,1.517,0.707,1.304,0.447,0.447,0.548,2.739,2.775,0.447,7.765,2.51,0.548,0.837,0.447,0.447,0.548,1.14,1.732,6.429,1.155,0.577,0.577,0.577,0.577,1.528,0.577,0.0,0.577,3.512,3.0,0.0,7.506,2.082,0.577,1.0,0.577,0.0,0.577,1.0,5.2,10.8,0.0,11.2,3.2,1.4,0.2,2.4,0.0,0.0,1.0,5.6,11.8,0.0,13.6,7.4,0.0,1.6,0.0,0.0,1.0,0.8,5.33,11.33,0.0,12.33,3.67,1.33,0.0,2.33,0.0,0.0,1.0,5.33,11.0,0.0,11.33,6.33,0.0,1.33,0.0,0.0,1.0,0.67,2.387,2.28,0.0,4.087,1.789,0.548,0.447,1.14,0.0,0.0,0.0,1.14,1.789,0.0,4.506,2.966,0.0,0.894,0.0,0.0,0.0,0.837,3.215,2.309,0.0,5.132,2.309,0.577,0.0,1.528,0.0,0.0,0.0,1.528,1.732,0.0,4.163,2.082,0.0,0.577,0.0,0.0,0.0,0.577,Shrewsbury,6.71,4.24,1.46,2016-12-26,E2,1.0,2.0,H,H,Bolton,7.38,4.52,1.5,0.46,True,0.721137491008,0.036205984159
23616,4.0,13.4,1.0,7.6,2.4,3.0,1.0,3.0,0.0,0.0,1.0,6.8,10.6,0.0,16.0,8.4,0.4,1.6,0.0,0.2,0.8,1.2,3.67,11.0,1.0,7.33,2.0,1.33,1.0,3.33,0.0,0.0,1.0,8.67,10.67,0.0,17.0,8.67,0.67,2.0,0.0,0.33,0.67,1.0,1.581,4.561,1.0,4.099,1.673,2.449,1.0,1.581,0.0,0.0,0.0,2.775,2.074,0.0,4.243,0.548,0.548,1.517,0.0,0.447,0.447,0.447,1.528,4.0,1.0,5.686,2.0,1.155,1.0,2.082,0.0,0.0,0.0,1.528,2.517,0.0,3.464,0.577,0.577,2.0,0.0,0.577,0.577,0.0,6.6,8.4,0.0,7.6,3.2,1.2,0.6,2.2,0.0,0.0,1.0,7.8,8.4,0.0,15.0,5.0,0.0,1.0,0.0,0.0,1.0,1.2,6.0,9.0,0.0,6.33,2.67,1.0,0.67,2.33,0.0,0.0,1.0,7.67,9.67,0.0,15.67,5.67,0.0,1.0,0.0,0.0,1.0,1.0,2.793,2.881,0.0,3.05,1.095,0.837,0.548,0.447,0.0,0.0,0.0,2.588,1.817,0.0,3.391,1.225,0.0,0.0,0.0,0.0,0.0,0.837,3.464,1.732,0.0,2.517,1.155,1.0,0.577,0.577,0.0,0.0,0.0,2.082,0.577,0.0,4.163,0.577,0.0,0.0,0.0,0.0,0.0,1.0,Bury,4.94,3.91,1.64,2016-12-26,E2,0.0,0.0,D,D,Fleetwood Town,5.31,4.21,1.67,-1.0,True,0.70340785341,0.0936517558487
23617,4.0,11.2,0.0,6.4,2.4,2.6,0.4,2.6,0.0,0.4,0.6,10.2,13.2,0.0,17.6,10.0,0.0,1.2,0.0,0.4,0.6,2.2,3.67,10.0,0.0,6.67,2.33,2.0,0.33,3.0,0.0,0.33,0.67,13.33,10.67,0.0,21.67,13.0,0.0,0.67,0.0,0.33,0.67,1.67,2.121,3.271,0.0,3.05,0.894,1.14,0.548,1.949,0.0,0.548,0.548,4.658,3.834,0.0,5.983,5.831,0.0,1.643,0.0,0.548,0.548,1.095,2.517,2.646,0.0,3.055,1.155,1.0,0.577,1.732,0.0,0.577,0.577,2.082,2.082,0.0,3.055,5.292,0.0,0.577,0.0,0.577,0.577,0.577,3.2,12.4,0.4,7.4,2.4,1.4,0.6,1.8,0.2,0.2,0.6,8.4,13.0,0.0,13.2,7.0,0.2,0.8,0.2,0.2,0.6,1.2,2.67,13.0,0.33,6.0,2.33,1.33,0.67,1.0,0.33,0.33,0.33,8.67,13.0,0.0,12.0,5.67,0.33,0.67,0.33,0.33,0.33,1.67,1.304,2.074,0.548,2.302,0.548,0.548,0.548,1.789,0.447,0.447,0.548,2.702,3.536,0.0,4.97,2.449,0.447,0.837,0.447,0.447,0.548,1.304,1.528,2.646,0.577,1.0,0.577,0.577,0.577,1.732,0.577,0.577,0.577,3.786,4.0,0.0,4.359,1.155,0.577,1.155,0.577,0.577,0.577,1.528,Swindon,4.87,3.78,1.67,2016-12-26,E2,0.0,2.0,H,H,Millwall,5.39,3.99,1.7,0.67,True,0.783931974566,0.185129579357
23619,5.4,12.0,0.0,11.4,5.2,2.0,1.6,2.0,0.4,0.0,0.6,8.8,9.6,0.0,15.6,6.0,0.8,0.6,0.6,0.2,0.2,1.2,2.0,11.0,0.0,10.0,4.67,1.33,1.33,1.67,0.33,0.0,0.67,12.67,9.0,0.0,17.0,5.33,0.67,0.0,0.67,0.33,0.0,0.67,5.128,4.359,0.0,4.393,3.033,1.581,1.817,0.707,0.548,0.0,0.548,6.419,1.517,0.0,6.107,2.828,0.837,0.894,0.548,0.447,0.447,0.837,1.732,5.292,0.0,1.0,2.887,1.528,1.528,0.577,0.577,0.0,0.577,4.163,1.0,0.0,8.185,2.309,0.577,0.0,0.577,0.577,0.0,0.577,4.2,9.8,0.2,7.6,2.8,1.8,0.8,1.6,0.2,0.2,0.6,10.0,13.2,0.0,16.2,6.0,0.4,1.0,0.2,0.4,0.4,2.2,5.0,10.67,0.33,8.33,3.67,1.0,0.67,2.0,0.0,0.33,0.67,11.0,11.0,0.0,18.67,6.33,0.33,1.33,0.33,0.0,0.67,2.0,1.789,3.899,0.447,3.435,2.28,1.483,0.837,1.342,0.447,0.447,0.548,3.536,6.979,0.0,4.97,2.739,0.548,1.225,0.447,0.548,0.548,1.304,1.732,4.619,0.577,4.619,2.309,1.0,0.577,1.732,0.0,0.577,0.577,4.583,7.0,0.0,5.132,3.786,0.577,1.528,0.577,0.0,0.577,1.0,Northampton,3.9,3.6,1.87,2016-12-26,E2,1.0,0.0,A,D,Oxford,4.11,3.87,1.91,-1.0,True,0.616397052245,0.081637693956
23622,6.4,10.0,0.0,11.2,3.6,2.0,1.2,2.4,0.2,0.0,0.8,7.2,10.0,0.2,17.4,6.6,0.6,0.6,0.2,0.6,0.2,1.4,7.33,11.33,0.0,12.0,4.0,2.33,2.0,3.0,0.33,0.0,0.67,8.0,9.0,0.0,20.33,8.0,1.0,1.0,0.33,0.33,0.33,1.33,2.074,2.915,0.0,3.033,1.673,1.871,1.304,1.517,0.447,0.0,0.447,2.775,2.915,0.447,5.413,2.608,0.894,0.894,0.447,0.548,0.447,0.894,2.309,3.055,0.0,2.646,2.0,2.517,1.0,1.732,0.577,0.0,0.577,3.464,1.0,0.0,4.163,2.0,1.0,1.0,0.577,0.577,0.577,1.155,4.6,11.2,0.4,7.0,3.0,2.6,0.4,2.8,0.0,0.0,1.0,8.0,12.0,0.0,13.4,7.0,0.0,1.2,0.0,0.0,1.0,1.0,4.33,10.0,0.0,6.33,3.0,1.67,0.67,3.67,0.0,0.0,1.0,9.0,10.67,0.0,14.67,7.33,0.0,1.33,0.0,0.0,1.0,1.0,2.191,3.033,0.894,3.391,2.236,1.673,0.894,1.304,0.0,0.0,0.0,2.646,4.183,0.0,3.507,2.345,0.0,0.447,0.0,0.0,0.0,1.0,2.887,3.0,0.0,4.509,3.0,1.155,1.155,0.577,0.0,0.0,0.0,2.0,4.933,0.0,4.041,2.887,0.0,0.577,0.0,0.0,0.0,1.0,Chesterfield,5.28,3.97,1.6,2016-12-26,E2,0.0,3.0,H,H,Rochdale,5.68,4.29,1.63,0.6,True,0.724246270991,0.0992462709911
23623,6.0,13.8,0.4,10.8,3.6,2.2,0.6,1.4,0.0,0.4,0.6,9.2,12.4,0.0,14.8,5.8,0.2,0.4,0.2,0.4,0.4,1.0,7.33,15.33,0.67,11.33,4.0,2.33,1.0,1.33,0.0,0.67,0.33,10.33,10.67,0.0,15.33,6.0,0.33,0.0,0.33,0.67,0.0,1.67,4.062,2.28,0.548,5.31,2.302,0.837,0.894,0.548,0.0,0.548,0.548,4.919,3.05,0.0,6.648,2.588,0.447,0.548,0.447,0.548,0.548,1.0,5.132,1.155,0.577,7.371,3.0,0.577,1.0,0.577,0.0,0.577,0.577,6.429,2.517,0.0,9.292,3.606,0.577,0.0,0.577,0.577,0.0,0.577,2.4,11.4,0.8,4.0,1.8,2.0,0.6,1.8,0.2,0.0,0.8,10.8,10.6,0.0,21.4,8.8,0.2,0.6,0.2,0.4,0.4,1.2,3.0,7.67,0.67,3.33,1.33,1.67,0.33,1.67,0.33,0.0,0.67,11.33,9.33,0.0,22.33,10.67,0.33,0.0,0.33,0.67,0.0,1.0,1.14,5.55,1.095,1.732,1.304,1.225,0.548,1.483,0.447,0.0,0.447,1.789,4.336,0.0,7.369,6.458,0.447,0.894,0.447,0.548,0.548,0.837,1.0,0.577,1.155,2.082,1.528,0.577,0.577,2.082,0.577,0.0,0.577,2.309,1.155,0.0,2.309,7.371,0.577,0.0,0.577,0.577,0.0,1.0,Oldham,7.31,4.58,1.4,2016-12-26,E2,0.0,2.0,H,D,Sheffield United,8.41,4.96,1.42,0.4,True,0.784123462124,0.0698377478387
23624,5.6,13.6,0.2,11.8,3.4,1.2,0.6,0.4,0.4,0.4,0.2,6.0,11.6,0.0,12.0,6.2,0.4,0.2,0.2,0.8,0.0,1.2,3.0,14.67,0.33,10.0,2.67,1.33,0.0,0.33,0.0,0.67,0.33,6.67,11.0,0.0,12.33,7.67,0.0,0.0,0.0,1.0,0.0,1.0,4.159,2.302,0.447,4.324,1.517,0.447,0.894,0.548,0.548,0.548,0.447,2.915,4.159,0.0,1.581,2.683,0.548,0.447,0.447,0.447,0.0,1.304,1.732,2.517,0.577,3.606,0.577,0.577,0.0,0.577,0.0,0.577,0.577,2.517,5.568,0.0,2.082,2.309,0.0,0.0,0.0,0.0,0.0,1.732,4.8,11.4,0.0,9.6,2.8,2.0,0.6,1.8,0.0,0.4,0.6,9.0,11.0,0.0,14.0,6.6,0.2,1.0,0.0,0.2,0.8,1.4,4.0,11.67,0.0,11.0,3.33,1.67,0.67,2.33,0.0,0.33,0.67,9.33,9.0,0.0,16.0,8.33,0.0,1.0,0.0,0.0,1.0,0.33,3.701,2.793,0.0,2.302,0.837,1.581,0.548,1.095,0.0,0.548,0.548,3.536,3.742,0.0,4.69,2.966,0.447,0.0,0.0,0.447,0.447,1.517,3.0,2.517,0.0,1.0,0.577,1.528,0.577,1.155,0.0,0.577,0.577,4.933,3.0,0.0,5.0,2.309,0.0,0.0,0.0,0.0,0.0,0.577,AFC Wimbledon,2.85,3.27,2.43,2016-12-26,E2,0.0,3.0,H,H,Southend,3.05,3.4,2.48,1.43,True,0.563060815397,0.151538181652
23625,4.6,9.4,0.0,11.4,4.4,0.8,1.2,1.0,0.4,0.4,0.2,6.8,14.8,0.2,14.8,4.2,0.6,0.2,0.4,0.6,0.0,2.4,4.67,10.0,0.0,12.67,3.33,0.33,1.0,1.33,0.33,0.33,0.33,5.33,14.67,0.33,13.67,3.33,0.67,0.33,0.33,0.67,0.0,2.33,2.302,2.966,0.0,2.608,2.074,1.304,0.447,1.225,0.548,0.548,0.447,3.768,5.805,0.447,7.155,3.194,0.548,0.447,0.548,0.548,0.0,1.517,2.082,4.0,0.0,1.155,2.082,0.577,0.0,1.528,0.577,0.577,0.577,2.082,8.145,0.577,6.429,2.309,0.577,0.577,0.577,0.577,0.0,2.082,2.8,12.0,0.0,7.4,2.8,2.4,0.8,2.4,0.0,0.4,0.6,6.4,9.8,0.0,20.6,7.4,0.4,1.2,0.2,0.4,0.4,1.0,3.67,9.0,0.0,8.0,4.0,1.67,1.0,3.33,0.0,0.33,0.67,8.67,8.67,0.0,24.33,9.0,0.67,1.33,0.33,0.33,0.33,1.33,1.304,4.848,0.0,2.074,3.033,1.517,0.837,2.191,0.0,0.548,0.548,3.578,4.087,0.0,7.701,5.727,0.894,1.304,0.447,0.548,0.548,0.707,0.577,1.0,0.0,2.646,3.606,1.528,1.0,2.309,0.0,0.577,0.577,2.517,4.726,0.0,5.508,7.211,1.155,1.528,0.577,0.577,0.577,0.577,Stoke,10.49,5.76,1.29,2016-12-27,E0,1.0,4.0,H,H,Liverpool,11.02,6.15,1.3,0.29,True,0.648761832074,-0.126431966375
23626,5.0,15.0,0.2,12.6,5.0,2.8,0.6,1.4,0.2,0.2,0.6,6.2,11.8,0.2,16.8,6.8,0.2,0.8,0.2,0.0,0.8,2.2,4.33,15.0,0.33,13.0,4.67,2.33,0.33,1.67,0.0,0.33,0.67,4.67,15.0,0.33,15.33,8.67,0.0,1.0,0.0,0.0,1.0,2.67,1.732,3.162,0.447,1.949,1.225,0.837,0.894,0.894,0.447,0.447,0.548,3.271,6.76,0.447,4.919,3.114,0.447,0.447,0.447,0.0,0.447,1.304,0.577,2.0,0.577,1.732,0.577,0.577,0.577,1.155,0.0,0.577,0.577,0.577,7.211,0.577,2.082,1.528,0.0,0.0,0.0,0.0,0.0,1.528,6.4,12.0,0.2,9.8,2.6,3.2,0.4,2.2,0.0,0.2,0.8,4.6,13.2,0.0,11.4,4.6,0.4,0.8,0.2,0.2,0.6,1.6,6.67,13.0,0.33,10.0,2.33,3.33,0.67,1.67,0.0,0.33,0.67,4.0,13.33,0.0,12.33,4.33,0.67,0.67,0.33,0.33,0.33,1.67,4.827,1.871,0.447,5.02,1.949,1.095,0.548,1.643,0.0,0.447,0.447,3.209,0.837,0.0,4.159,2.302,0.548,0.447,0.447,0.447,0.548,0.894,5.508,1.732,0.577,6.928,2.517,1.528,0.577,0.577,0.0,0.577,0.577,2.646,0.577,0.0,5.508,2.517,0.577,0.577,0.577,0.577,0.577,1.155,QPR,7.43,4.23,1.47,2016-12-27,E1,0.0,3.0,H,H,Brighton,8.44,4.53,1.47,0.47,True,0.520134037477,-0.160138071367
23627,2.8,13.2,0.0,9.0,2.8,2.2,0.8,2.2,0.2,0.2,0.6,6.0,15.0,0.0,17.6,7.6,0.2,0.8,0.2,0.2,0.6,1.8,2.0,11.67,0.0,8.0,2.67,1.67,1.0,2.0,0.33,0.33,0.33,8.33,15.67,0.0,20.67,9.0,0.33,0.67,0.33,0.33,0.33,1.33,1.304,4.764,0.0,3.808,2.049,0.837,0.837,1.304,0.447,0.447,0.548,3.317,3.742,0.0,4.506,2.702,0.447,0.837,0.447,0.447,0.548,1.095,1.0,4.041,0.0,3.606,2.082,0.577,1.0,1.732,0.577,0.577,0.577,1.155,5.132,0.0,1.155,2.646,0.577,1.155,0.577,0.577,0.577,1.155,4.2,14.2,0.0,9.8,3.2,2.6,0.0,1.8,0.0,0.2,0.8,6.0,6.2,0.0,16.6,5.6,0.0,0.8,0.0,0.4,0.6,1.4,3.33,17.33,0.0,7.67,2.0,3.0,0.0,2.33,0.0,0.0,1.0,5.0,6.67,0.0,16.67,6.33,0.0,1.0,0.0,0.33,0.67,1.67,3.114,4.438,0.0,4.087,2.28,1.517,0.0,1.304,0.0,0.447,0.447,1.732,2.387,0.0,3.435,3.286,0.0,0.837,0.0,0.548,0.548,1.14,3.215,1.528,0.0,0.577,1.0,1.732,0.0,1.155,0.0,0.0,0.0,0.0,2.082,0.0,4.163,4.163,0.0,1.0,0.0,0.577,0.577,1.528,Birmingham,5.44,3.66,1.68,2016-12-27,E1,0.0,1.0,H,D,Derby,6.03,3.77,1.7,0.68,True,0.697669264055,0.102431168817
23628,4.8,12.2,0.0,12.0,4.6,2.2,0.8,1.0,0.0,0.8,0.2,6.2,12.6,0.0,13.4,5.4,0.4,0.8,0.2,0.2,0.6,1.8,3.67,13.0,0.0,7.67,2.67,2.33,0.67,1.0,0.0,0.67,0.33,6.0,13.0,0.0,13.67,4.67,0.33,0.67,0.33,0.0,0.67,2.33,2.387,2.28,0.0,6.782,3.209,0.447,0.837,0.707,0.0,0.447,0.447,4.087,1.949,0.0,1.342,1.949,0.548,0.837,0.447,0.447,0.548,1.095,2.082,2.0,0.0,3.055,0.577,0.577,0.577,0.0,0.0,0.577,0.577,5.568,2.646,0.0,1.528,2.309,0.577,0.577,0.577,0.0,0.577,1.155,4.0,13.2,0.2,10.4,2.8,2.6,0.6,2.2,0.2,0.2,0.6,5.2,14.2,0.0,12.2,5.8,0.2,1.0,0.2,0.4,0.4,2.2,3.33,13.67,0.0,10.67,2.67,2.33,0.67,1.67,0.33,0.33,0.33,5.33,13.33,0.0,9.0,3.67,0.33,1.0,0.33,0.33,0.33,1.67,2.345,1.304,0.447,3.362,2.049,1.14,0.548,2.28,0.447,0.447,0.548,1.643,4.438,0.0,6.87,5.02,0.447,1.414,0.447,0.548,0.548,1.643,0.577,1.528,0.0,4.619,2.887,1.155,0.577,2.887,0.577,0.577,0.577,2.082,4.933,0.0,2.646,2.887,0.577,1.732,0.577,0.577,0.577,0.577,Hamilton,8.67,4.78,1.35,2016-12-27,SC0,1.0,2.0,H,D,Aberdeen,9.85,5.26,1.36,0.35,True,0.548635823788,-0.192104916953
