,index,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD_BET,prob_less_bet
161,36564,5.6,11.6,0.2,12.8,4.6,2.2,0.6,1.6,0.0,0.4,0.6,5.0,8.0,0.0,15.2,4.8,0.0,1.0,0.0,0.4,0.6,1.6,4.33,10.33,0.33,11.67,4.67,2.33,0.67,1.67,0.0,0.67,0.33,6.0,9.0,0.0,15.0,5.0,0.0,1.33,0.0,0.33,0.67,1.67,4.159,2.302,0.447,2.775,2.191,2.387,0.894,1.14,0.0,0.548,0.548,2.915,1.871,0.0,6.058,2.683,0.0,1.0,0.0,0.548,0.548,1.517,4.041,1.528,0.577,2.082,3.055,3.215,1.155,1.528,0.0,0.577,0.577,3.606,1.0,0.0,5.568,3.464,0.0,1.155,0.0,0.577,0.577,1.528,6.2,14.6,0.0,15.4,3.8,2.6,1.0,2.0,0.2,0.0,0.8,4.8,12.0,0.0,11.4,5.0,0.4,0.8,0.0,0.6,0.4,2.4,4.0,13.33,0.0,13.0,3.33,2.67,0.33,2.0,0.0,0.0,1.0,5.0,13.67,0.0,10.33,4.33,0.0,0.33,0.0,0.67,0.33,2.67,3.701,4.099,0.0,5.683,1.304,1.517,1.0,1.414,0.447,0.0,0.447,1.924,4.637,0.0,4.45,1.581,0.548,0.837,0.0,0.548,0.548,2.074,2.646,5.033,0.0,6.245,1.528,2.082,0.577,1.732,0.0,0.0,0.0,2.646,3.512,0.0,5.132,1.528,0.0,0.577,0.0,0.577,0.577,2.887,Leicester,2.67,3.2,2.85,2017-01-31,E0,0.0,1.0,H,D,Burnley,2.7,3.29,2.89,2.85,2.89,0.273758599169,0.286945604168,0.439295796662,0.439295796662,H,1.85,1.89,2.85,0.08841860368
162,36565,4.2,10.2,0.0,12.2,4.2,2.0,1.6,0.6,0.8,0.0,0.2,4.6,11.6,0.4,8.8,2.8,0.6,0.4,0.6,0.0,0.4,2.2,4.67,10.67,0.0,10.67,3.67,1.67,1.33,0.67,0.67,0.0,0.33,3.0,9.67,0.0,7.33,2.0,0.67,0.33,0.67,0.0,0.33,2.0,1.643,2.775,0.0,4.207,1.789,1.225,1.342,0.894,0.447,0.0,0.447,2.966,3.05,0.894,3.114,1.304,0.548,0.548,0.548,0.0,0.548,0.837,1.528,3.786,0.0,2.517,2.082,1.528,1.528,1.155,0.577,0.0,0.577,2.0,2.082,0.0,1.528,0.0,0.577,0.577,0.577,0.0,0.577,1.0,3.8,8.4,0.0,6.8,2.2,1.2,1.2,2.2,0.2,0.2,0.6,7.6,8.0,0.0,17.2,4.4,0.6,0.8,0.2,0.4,0.4,1.2,3.67,8.33,0.0,7.0,2.33,1.0,1.33,2.33,0.33,0.0,0.67,6.0,9.33,0.0,13.67,4.0,0.33,1.0,0.0,0.33,0.67,1.0,1.483,2.302,0.0,1.304,0.837,1.095,1.304,1.095,0.447,0.447,0.548,2.702,2.646,0.0,7.981,2.408,0.894,0.837,0.447,0.548,0.548,0.837,2.082,3.215,0.0,1.732,0.577,0.0,1.528,1.528,0.577,0.0,0.577,2.0,2.517,0.0,7.767,2.646,0.577,1.0,0.0,0.577,0.577,1.0,Chelsea,2.92,3.24,2.6,2017-01-31,E0,1.0,1.0,D,A,Liverpool,2.95,3.33,2.63,3.24,3.33,0.297581217904,0.285965006951,0.416453775145,0.416453775145,H,-1.0,-1.0,2.6,0.0318383905292
163,36566,3.0,11.2,0.0,6.0,1.4,2.4,0.6,1.6,0.2,0.2,0.6,5.4,9.6,0.2,15.8,5.8,0.4,0.6,0.2,0.6,0.2,1.6,2.67,12.0,0.0,4.33,1.33,2.0,0.67,2.0,0.33,0.0,0.67,7.33,11.67,0.33,19.0,7.67,0.33,1.0,0.0,0.67,0.33,1.0,2.55,3.701,0.0,3.317,1.14,1.14,0.894,1.342,0.447,0.447,0.548,2.793,2.966,0.447,7.294,4.868,0.548,0.894,0.447,0.548,0.447,1.14,2.517,5.0,0.0,2.309,1.528,1.0,1.155,1.732,0.577,0.0,0.577,1.155,1.155,0.577,8.185,5.774,0.577,1.0,0.0,0.577,0.577,1.0,4.8,11.8,0.0,11.6,3.4,0.4,1.2,1.0,0.4,0.2,0.4,6.0,8.8,0.0,10.8,2.8,0.6,0.6,0.4,0.4,0.2,1.6,5.0,11.33,0.0,12.33,3.67,0.33,1.0,1.33,0.33,0.33,0.33,4.0,9.0,0.0,10.0,2.33,0.67,1.0,0.33,0.33,0.33,2.0,2.775,2.168,0.0,3.647,1.342,0.548,1.643,1.225,0.548,0.447,0.548,4.359,2.168,0.0,3.114,1.304,0.894,0.894,0.548,0.548,0.447,0.894,3.0,2.517,0.0,2.082,1.528,0.577,1.732,1.528,0.577,0.577,0.577,2.646,1.732,0.0,1.0,1.528,1.155,1.0,0.577,0.577,0.577,1.0,West Brom,2.99,3.02,2.68,2017-01-31,E0,1.0,1.0,D,D,Middlesbrough,3.06,3.05,2.73,3.02,3.05,0.196414699325,0.259823407888,0.543761892787,0.543761892787,H,-1.0,-1.0,2.68,0.170627564429
164,36567,6.6,12.4,0.0,13.2,4.6,2.4,2.2,1.4,0.4,0.2,0.4,2.6,12.0,0.2,11.2,4.2,1.0,0.6,0.2,0.6,0.2,2.2,5.67,9.67,0.0,14.0,4.33,2.67,3.33,1.33,0.67,0.33,0.0,2.33,9.33,0.33,10.67,3.67,1.33,0.33,0.33,0.67,0.0,2.0,2.966,5.413,0.0,5.07,1.673,1.817,1.789,0.548,0.548,0.447,0.548,1.817,4.472,0.447,4.604,2.168,1.225,0.548,0.447,0.548,0.447,0.837,3.786,5.508,0.0,7.0,2.082,2.309,1.155,0.577,0.577,0.577,0.0,2.517,2.082,0.577,5.686,2.887,1.528,0.577,0.577,0.577,0.0,1.0,5.4,10.4,0.0,16.0,7.2,1.8,1.4,1.2,0.4,0.2,0.4,3.8,11.8,0.0,13.2,4.2,1.0,0.4,0.4,0.6,0.0,2.4,6.0,10.0,0.0,14.67,8.33,2.0,1.67,1.33,0.33,0.33,0.33,3.67,12.0,0.0,12.0,4.0,1.33,0.67,0.33,0.67,0.0,2.0,3.362,1.14,0.0,4.69,4.438,0.837,1.14,0.837,0.548,0.447,0.548,1.304,3.493,0.0,5.404,1.304,1.225,0.548,0.548,0.548,0.0,0.894,4.583,1.0,0.0,6.028,5.859,1.0,1.528,0.577,0.577,0.577,0.577,1.528,3.464,0.0,2.0,1.0,1.528,0.577,0.577,0.577,0.0,1.0,Tottenham,1.36,5.24,8.95,2017-01-31,E0,0.0,0.0,D,D,Sunderland,1.38,5.41,9.13,5.24,5.41,0.503970922425,0.258688179703,0.237340897872,0.503970922425,A,-1.0,-1.0,1.36,-0.231323195222
165,36568,7.8,12.6,0.0,15.6,4.6,1.6,0.6,1.6,0.2,0.2,0.6,5.2,9.0,0.2,10.0,4.2,0.2,0.6,0.0,0.8,0.2,1.0,6.33,13.33,0.0,15.33,5.33,1.67,1.0,1.67,0.33,0.0,0.67,6.33,8.33,0.0,12.0,4.67,0.33,0.33,0.0,1.0,0.0,0.33,2.588,1.673,0.0,3.05,2.074,0.548,1.342,1.342,0.447,0.447,0.548,3.271,3.674,0.447,4.359,1.304,0.447,0.894,0.0,0.447,0.447,1.225,2.082,1.155,0.0,4.163,2.517,0.577,1.732,1.155,0.577,0.0,0.577,4.041,4.933,0.0,4.359,1.528,0.577,0.577,0.0,0.0,0.0,0.577,3.8,12.2,0.0,12.4,5.0,1.4,3.0,1.8,0.6,0.0,0.4,6.4,11.6,0.0,14.4,5.8,1.0,0.2,0.6,0.4,0.0,1.8,3.0,9.67,0.0,13.0,6.33,0.0,3.67,0.33,1.0,0.0,0.0,5.0,12.0,0.0,13.33,5.0,1.33,0.0,1.0,0.0,0.0,1.33,1.483,6.797,0.0,1.517,2.0,2.191,1.732,2.168,0.548,0.0,0.548,2.881,1.673,0.0,2.191,2.28,0.707,0.447,0.548,0.548,0.0,1.483,1.0,2.082,0.0,1.732,0.577,0.0,0.577,0.577,0.0,0.0,0.0,2.646,2.0,0.0,1.155,2.0,0.577,0.0,0.0,0.0,0.0,1.155,Southampton,2.32,3.33,3.24,2017-01-31,E0,1.0,2.0,H,H,Swansea,2.36,3.42,3.29,3.24,3.29,0.443214210961,0.283086290435,0.273699498604,0.443214210961,A,-1.0,-1.0,2.32,0.0121797282028
166,36578,6.8,9.6,0.0,11.6,4.4,2.0,0.2,2.0,0.0,0.0,1.0,8.8,8.4,0.0,15.6,5.8,0.2,0.4,0.2,0.4,0.4,0.8,7.33,7.67,0.0,14.0,5.0,2.33,0.33,2.0,0.0,0.0,1.0,8.67,10.0,0.0,11.67,5.33,0.33,0.33,0.33,0.33,0.33,1.0,1.483,3.647,0.0,4.722,1.517,1.581,0.447,1.0,0.0,0.0,0.0,3.033,3.782,0.0,7.701,1.924,0.447,0.548,0.447,0.548,0.548,0.837,1.528,3.215,0.0,4.359,1.0,2.082,0.577,1.0,0.0,0.0,0.0,1.528,4.359,0.0,5.508,0.577,0.577,0.577,0.577,0.577,0.577,1.0,5.2,13.8,0.0,9.4,3.2,1.8,0.8,1.6,0.0,0.4,0.6,6.6,13.4,0.0,19.8,7.4,0.4,0.6,0.2,0.4,0.4,1.8,4.67,12.0,0.0,9.67,3.33,1.67,1.0,2.0,0.0,0.33,0.67,7.33,10.67,0.0,22.33,8.0,0.33,0.33,0.33,0.33,0.33,1.0,2.387,3.114,0.0,3.05,1.095,1.095,0.447,0.894,0.0,0.548,0.548,3.507,5.595,0.0,9.149,3.507,0.548,0.548,0.447,0.548,0.548,1.095,2.517,2.646,0.0,3.055,1.155,1.155,0.0,1.0,0.0,0.577,0.577,4.041,5.686,0.0,11.93,4.583,0.577,0.577,0.577,0.577,0.577,0.0,Hull,17.0,7.37,1.18,2017-02-01,E0,0.0,0.0,D,D,Man United,17.01,7.88,1.2,7.37,7.88,0.119654584067,0.210764690203,0.66958072573,0.66958072573,H,-1.0,-1.0,1.18,-0.177876901389
167,36579,4.4,13.2,0.0,13.6,4.6,1.4,1.4,1.2,0.4,0.2,0.4,4.6,11.2,0.0,11.2,4.2,0.4,0.6,0.0,0.8,0.2,1.4,5.33,11.67,0.0,14.67,6.0,1.0,1.67,0.67,0.67,0.33,0.0,5.33,11.33,0.0,9.33,2.67,0.33,0.33,0.0,1.0,0.0,1.67,1.817,3.633,0.0,4.615,2.881,0.894,0.894,1.304,0.548,0.447,0.548,2.302,1.643,0.0,4.025,2.28,0.548,0.548,0.0,0.447,0.447,1.342,1.528,4.163,0.0,6.11,2.646,1.0,0.577,1.155,0.577,0.577,0.0,2.517,2.309,0.0,3.215,1.155,0.577,0.577,0.0,0.0,0.0,1.528,8.4,12.6,0.2,15.4,5.2,2.4,0.6,1.4,0.0,0.6,0.4,4.8,9.4,0.2,10.8,4.0,0.0,1.2,0.0,0.2,0.8,2.2,7.33,13.33,0.33,16.0,6.0,2.67,1.0,1.67,0.0,0.67,0.33,5.67,10.33,0.0,13.0,4.33,0.0,1.33,0.0,0.0,1.0,2.33,1.949,1.817,0.447,5.857,2.683,2.191,0.894,0.894,0.0,0.548,0.548,3.194,1.817,0.447,5.541,2.236,0.0,0.837,0.0,0.447,0.447,1.304,1.528,1.528,0.577,8.185,3.464,3.055,1.0,0.577,0.0,0.577,0.577,4.163,1.528,0.0,6.083,3.055,0.0,0.577,0.0,0.0,0.0,1.528,Everton,2.61,3.31,2.82,2017-02-01,E0,1.0,1.0,D,D,Stoke,2.67,3.4,2.85,3.31,3.4,0.425255659994,0.2846587098,0.290085630206,0.425255659994,A,-1.0,-1.0,2.61,0.0421138975419
168,36580,7.6,11.0,0.0,15.6,4.4,1.4,1.4,2.0,0.4,0.0,0.6,3.8,11.0,0.0,8.2,3.8,0.2,1.2,0.0,0.4,0.6,1.8,6.33,11.0,0.0,12.67,4.33,1.0,1.0,1.67,0.33,0.0,0.67,3.67,13.33,0.0,7.0,2.67,0.0,0.67,0.0,0.33,0.67,1.67,2.074,3.808,0.0,4.775,1.517,1.14,1.342,1.871,0.548,0.0,0.548,0.837,4.301,0.0,2.49,1.924,0.447,1.095,0.0,0.548,0.548,0.447,0.577,3.606,0.0,3.512,2.082,1.0,1.732,2.082,0.577,0.0,0.577,0.577,3.215,0.0,2.646,1.528,0.0,0.577,0.0,0.577,0.577,0.577,2.4,12.4,0.0,13.2,4.8,2.6,1.4,1.2,0.4,0.0,0.6,4.6,10.8,0.2,14.0,4.2,0.2,0.2,0.2,0.6,0.2,2.0,3.0,12.0,0.0,13.0,4.0,2.67,0.67,1.33,0.33,0.0,0.67,4.67,10.67,0.33,13.33,3.67,0.0,0.0,0.0,1.0,0.0,2.33,2.074,2.408,0.0,4.438,3.564,0.894,2.191,1.095,0.548,0.0,0.548,3.435,1.643,0.447,5.099,2.168,0.447,0.447,0.447,0.548,0.447,1.581,2.646,2.646,0.0,3.0,2.646,1.155,1.155,1.528,0.577,0.0,0.577,4.619,2.082,0.577,5.033,2.082,0.0,0.0,0.0,0.0,0.0,1.528,Man City,1.57,4.38,5.68,2017-02-01,E0,4.0,0.0,A,A,West Ham,1.58,4.55,5.94,1.57,1.58,0.486627512071,0.242761874405,0.270610613524,0.486627512071,A,0.57,0.58,1.57,-0.150315163088
169,36599,3.0,10.8,0.0,12.4,4.8,1.8,2.8,1.6,0.4,0.2,0.4,5.2,10.2,0.4,12.4,4.2,0.8,0.6,0.6,0.2,0.2,2.6,3.33,11.0,0.0,11.33,3.67,1.67,2.67,1.67,0.33,0.33,0.33,5.0,10.33,0.33,12.67,4.67,0.67,0.67,0.67,0.0,0.33,3.0,2.345,1.924,0.0,5.03,3.421,1.304,1.789,1.14,0.548,0.447,0.548,2.588,1.095,0.548,1.673,1.304,0.447,0.894,0.548,0.447,0.447,1.14,3.215,2.646,0.0,4.619,2.517,1.528,1.528,1.528,0.577,0.577,0.577,2.646,1.528,0.577,1.155,1.528,0.577,1.155,0.577,0.0,0.577,1.0,4.8,12.0,0.0,7.8,3.2,2.2,0.6,2.4,0.0,0.0,1.0,5.6,11.2,0.0,12.4,4.6,0.2,0.8,0.0,0.4,0.6,1.8,5.0,11.33,0.0,7.0,3.0,2.0,0.67,3.0,0.0,0.0,1.0,7.33,12.33,0.0,13.67,5.33,0.0,1.0,0.0,0.0,1.0,1.67,2.864,2.828,0.0,2.775,1.924,1.304,0.894,1.14,0.0,0.0,0.0,2.793,2.95,0.0,3.782,1.817,0.447,0.447,0.0,0.548,0.548,0.837,2.0,2.309,0.0,2.0,1.0,1.0,1.155,1.0,0.0,0.0,0.0,2.082,0.577,0.0,4.509,1.528,0.0,0.0,0.0,0.0,0.0,1.155,Arsenal,4.13,3.53,1.95,2017-02-04,E0,1.0,3.0,H,H,Chelsea,4.42,3.58,1.94,1.95,1.94,0.218095054602,0.255652247979,0.526252697419,0.526252697419,H,0.95,0.94,1.95,0.013432184598
170,36600,3.8,9.2,0.0,8.8,2.6,1.6,0.4,2.8,0.0,0.0,1.0,5.6,9.2,0.0,19.4,6.4,0.0,0.8,0.0,0.4,0.6,1.0,3.67,9.67,0.0,9.0,3.33,1.0,0.67,3.0,0.0,0.0,1.0,4.0,10.33,0.0,18.67,6.67,0.0,1.33,0.0,0.0,1.0,1.0,1.095,1.643,0.0,2.28,1.14,0.894,0.548,0.837,0.0,0.0,0.0,2.966,3.962,0.0,6.542,1.673,0.0,0.837,0.0,0.548,0.548,0.0,1.528,2.082,0.0,2.0,0.577,0.0,0.577,1.0,0.0,0.0,0.0,2.646,4.509,0.0,6.429,2.082,0.0,0.577,0.0,0.0,0.0,0.0,6.4,13.4,0.0,14.6,5.4,1.6,1.2,1.0,0.8,0.0,0.2,4.4,12.4,0.0,7.2,2.8,0.6,0.4,0.6,0.2,0.2,1.8,5.0,14.67,0.0,13.33,6.0,1.67,1.33,0.33,1.0,0.0,0.0,5.67,11.67,0.0,7.0,2.33,0.67,0.0,0.67,0.33,0.0,1.33,2.408,2.074,0.0,2.51,1.949,0.894,0.837,1.225,0.447,0.0,0.447,2.51,2.302,0.0,1.304,0.837,0.548,0.894,0.548,0.447,0.447,1.095,2.0,0.577,0.0,2.517,2.0,1.155,0.577,0.577,0.0,0.0,0.0,2.082,1.528,0.0,1.0,0.577,0.577,0.0,0.577,0.577,0.0,1.155,Sunderland,5.37,3.82,1.69,2017-02-04,E0,4.0,0.0,A,A,Crystal Palace,5.37,3.91,1.73,5.37,5.37,0.247652393967,0.251269080826,0.501078525207,0.501078525207,H,-1.0,-1.0,1.69,-0.0906374511244
171,36601,6.8,13.0,0.0,10.4,4.4,1.8,1.4,2.4,0.2,0.0,0.8,4.0,13.2,0.0,14.8,4.4,1.0,1.0,0.2,0.4,0.4,1.6,4.33,11.33,0.0,8.67,5.0,0.67,1.33,2.0,0.33,0.0,0.67,4.33,13.33,0.0,14.0,4.0,1.0,0.67,0.33,0.33,0.33,1.0,3.493,3.391,0.0,3.975,1.517,1.924,1.14,1.342,0.447,0.0,0.447,0.707,0.837,0.0,1.095,1.673,0.707,0.707,0.447,0.548,0.548,1.14,1.155,2.517,0.0,2.082,1.732,0.577,1.528,1.732,0.577,0.0,0.577,0.577,0.577,0.0,0.0,1.0,1.0,0.577,0.577,0.577,0.577,1.0,5.2,10.2,0.0,11.0,3.4,1.6,0.6,2.0,0.2,0.2,0.6,5.6,11.6,0.2,11.2,4.2,0.4,0.4,0.2,0.6,0.2,1.6,6.67,10.0,0.0,12.0,4.0,1.33,0.33,2.33,0.33,0.0,0.67,4.67,11.67,0.0,9.67,3.67,0.0,0.33,0.0,0.67,0.33,1.67,2.168,2.588,0.0,1.581,1.14,0.894,0.548,1.581,0.447,0.447,0.548,3.647,4.45,0.447,4.97,2.049,0.548,0.548,0.447,0.548,0.447,1.14,1.155,3.606,0.0,1.0,1.0,0.577,0.577,2.082,0.577,0.0,0.577,4.726,6.11,0.0,6.351,2.517,0.0,0.577,0.0,0.577,0.577,1.528,Bournemouth,5.07,3.86,1.71,2017-02-04,E0,3.0,6.0,H,H,Everton,5.14,4.0,1.74,1.71,1.74,0.217223984521,0.262787718805,0.519988296674,0.519988296674,H,0.71,0.74,1.71,-0.0648070249633
172,36602,5.8,12.6,0.0,14.0,6.0,1.8,2.0,1.4,0.4,0.4,0.2,3.4,12.0,0.0,9.0,4.0,1.0,0.2,0.6,0.4,0.0,1.8,6.0,10.67,0.0,15.0,7.67,2.33,1.33,1.0,0.33,0.67,0.0,2.67,13.33,0.0,8.33,3.0,0.67,0.33,0.33,0.67,0.0,2.0,2.588,3.209,0.0,4.359,5.05,1.304,1.0,1.673,0.548,0.548,0.447,1.817,3.162,0.0,2.236,2.646,0.707,0.447,0.548,0.548,0.0,0.837,1.0,2.082,0.0,5.292,6.351,1.155,0.577,1.0,0.577,0.577,0.0,2.082,3.512,0.0,2.082,2.0,0.577,0.577,0.577,0.577,0.0,1.0,6.0,12.4,0.0,13.8,5.4,1.8,2.0,1.8,0.2,0.6,0.2,3.8,11.4,0.0,12.4,4.0,0.6,0.6,0.2,0.6,0.2,1.6,5.67,12.67,0.0,14.67,6.33,1.0,2.0,1.67,0.33,0.33,0.33,4.33,11.33,0.0,12.33,3.33,0.67,0.67,0.0,1.0,0.0,1.0,1.0,1.817,0.0,4.604,1.949,1.483,1.0,1.304,0.447,0.548,0.447,1.095,3.362,0.0,2.302,1.225,0.548,0.548,0.447,0.548,0.447,1.14,1.155,1.528,0.0,6.11,0.577,1.0,1.0,1.528,0.577,0.577,0.577,0.577,1.528,0.0,2.082,0.577,0.577,0.577,0.0,0.0,0.0,1.0,Liverpool,1.47,4.47,7.42,2017-02-04,E0,0.0,2.0,H,H,Hull,1.49,4.59,7.68,7.42,7.68,0.527083402496,0.247993793207,0.224922804296,0.527083402496,A,-1.0,-1.0,1.47,-0.153188706347
173,36603,4.8,11.6,0.0,13.0,4.4,1.0,2.0,1.2,0.4,0.4,0.2,8.2,10.2,0.0,14.4,4.8,1.2,0.8,0.6,0.2,0.2,2.4,5.33,11.33,0.0,17.33,5.67,1.33,2.33,1.0,0.67,0.0,0.33,7.33,9.33,0.0,12.33,4.33,1.0,0.67,0.67,0.0,0.33,2.33,1.304,3.578,0.0,7.583,1.949,1.225,1.581,0.447,0.548,0.548,0.447,1.643,3.701,0.0,3.05,2.588,0.837,0.447,0.548,0.447,0.447,1.817,1.528,3.055,0.0,6.658,1.155,1.528,2.082,0.0,0.577,0.0,0.577,0.577,2.082,0.0,1.528,2.517,1.0,0.577,0.577,0.0,0.577,2.517,3.8,14.0,0.0,10.8,2.6,2.6,1.2,1.4,0.4,0.0,0.6,5.2,10.6,0.4,14.0,4.0,0.4,1.0,0.0,0.6,0.4,1.2,5.0,14.33,0.0,11.67,3.33,2.67,2.0,1.67,0.67,0.0,0.33,5.67,9.33,0.67,13.0,3.33,0.67,1.33,0.0,0.67,0.33,0.67,3.493,2.915,0.0,4.494,1.517,1.14,1.789,0.894,0.548,0.0,0.548,2.387,3.05,0.548,4.637,2.828,0.548,0.707,0.0,0.548,0.548,1.643,4.359,3.786,0.0,5.033,1.528,1.528,2.0,1.155,0.577,0.0,0.577,3.215,3.215,0.577,6.083,3.215,0.577,0.577,0.0,0.577,0.577,0.577,West Ham,4.58,3.59,1.84,2017-02-04,E0,3.0,1.0,A,A,Southampton,4.84,3.67,1.85,4.58,4.84,0.438218498229,0.271342985179,0.290438516592,0.438218498229,A,3.58,3.84,4.58,0.219877886876
