,index,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD_BET,prob_less_bet
148,36408,6.0,12.2,0.0,14.4,5.6,1.4,1.8,1.2,0.4,0.4,0.2,2.6,10.2,0.0,7.8,3.4,0.8,0.2,0.4,0.6,0.0,1.8,4.33,11.0,0.0,15.67,7.67,1.33,2.0,0.67,0.67,0.33,0.0,2.67,11.33,0.0,8.0,3.0,0.67,0.33,0.33,0.67,0.0,2.0,2.739,3.271,0.0,4.336,5.32,1.14,1.304,1.789,0.548,0.548,0.447,1.817,1.924,0.0,3.493,3.209,0.837,0.447,0.548,0.548,0.0,0.837,2.082,2.646,0.0,5.033,6.351,1.528,1.0,1.155,0.577,0.577,0.0,2.082,1.528,0.0,2.0,2.0,0.577,0.577,0.577,0.577,0.0,1.0,4.6,13.4,0.0,7.8,2.6,1.8,0.8,1.6,0.0,0.4,0.6,7.6,12.8,0.0,20.4,7.8,0.2,0.6,0.0,0.6,0.4,2.2,5.0,13.33,0.0,9.33,3.33,1.67,0.67,2.0,0.0,0.0,1.0,6.67,11.33,0.0,24.33,8.67,0.0,0.67,0.0,0.33,0.67,1.67,2.191,3.362,0.0,2.775,1.342,1.095,0.447,0.894,0.0,0.548,0.548,3.647,5.263,0.0,8.325,2.95,0.447,0.548,0.0,0.548,0.548,1.095,3.0,4.041,0.0,2.517,1.155,1.155,0.577,1.0,0.0,0.0,0.0,4.726,6.807,0.0,8.622,3.512,0.0,0.577,0.0,0.577,0.577,1.155,Liverpool,3.67,3.33,2.14,2017-01-15,E0,1.0,1.0,D,A,Man United,3.88,3.34,2.16,3.33,3.34,0.309703843855,0.299276810729,0.391019345416,0.391019345416,H,-1.0,-1.0,2.14,-0.07627037421
149,36438,5.2,12.4,0.2,10.2,4.2,1.8,0.4,2.8,0.0,0.0,1.0,5.0,12.4,0.0,16.2,7.2,0.0,1.4,0.0,0.2,0.8,1.2,6.33,14.67,0.0,7.67,2.67,2.0,0.0,1.67,0.0,0.0,1.0,5.33,12.0,0.0,14.0,5.33,0.0,0.67,0.0,0.33,0.67,1.0,3.564,5.03,0.447,4.382,2.49,0.447,0.548,1.924,0.0,0.0,0.0,1.581,2.608,0.0,6.979,5.675,0.0,1.14,0.0,0.447,0.447,0.447,4.509,5.508,0.0,2.309,1.155,0.0,0.0,0.577,0.0,0.0,0.0,1.528,3.464,0.0,2.646,1.528,0.0,0.577,0.0,0.577,0.577,0.0,6.6,14.6,0.2,11.8,4.6,2.4,2.2,2.0,0.4,0.2,0.4,6.2,8.8,0.2,13.0,5.8,0.8,1.0,0.2,0.4,0.4,1.6,7.33,13.0,0.0,13.33,5.33,2.67,2.0,1.67,0.33,0.33,0.33,5.0,7.0,0.33,10.33,4.67,0.33,1.33,0.0,0.33,0.67,1.0,3.647,2.51,0.447,2.28,1.949,0.548,1.304,1.414,0.548,0.447,0.548,3.493,3.564,0.447,5.196,1.924,0.837,0.707,0.447,0.548,0.548,1.517,3.512,1.732,0.0,1.155,2.309,0.577,1.732,1.155,0.577,0.577,0.577,1.732,2.646,0.577,1.528,1.528,0.577,0.577,0.0,0.577,0.577,1.732,Watford,4.52,3.64,1.84,2017-01-21,E0,2.0,2.0,D,A,Bournemouth,4.73,3.77,1.84,3.64,3.77,0.197191770204,0.263516275687,0.539291954109,0.539291954109,H,-1.0,-1.0,1.84,-0.00418630676092
150,36439,3.4,13.4,0.0,10.6,3.0,1.8,1.2,2.2,0.2,0.2,0.6,3.8,10.2,0.0,13.8,5.6,0.4,1.2,0.0,0.6,0.4,1.4,4.33,12.0,0.0,13.0,4.67,1.33,2.0,1.67,0.33,0.33,0.33,3.33,11.67,0.0,10.33,4.0,0.67,0.67,0.0,1.0,0.0,2.33,1.342,3.782,0.0,6.95,2.739,1.095,1.095,1.924,0.447,0.447,0.548,1.304,3.271,0.0,5.404,2.702,0.548,1.095,0.0,0.548,0.548,1.342,0.577,4.583,0.0,6.245,2.082,1.155,0.0,1.528,0.577,0.577,0.577,1.528,2.082,0.0,3.055,2.0,0.577,0.577,0.0,0.0,0.0,0.577,6.4,13.4,0.0,13.4,4.6,1.8,1.4,1.2,0.8,0.0,0.2,3.2,12.8,0.0,7.4,2.8,0.8,0.4,0.8,0.0,0.2,2.0,5.33,13.0,0.0,13.33,5.33,2.0,1.67,0.67,1.0,0.0,0.0,3.33,13.67,0.0,6.33,2.67,1.0,0.0,1.0,0.0,0.0,2.0,2.408,2.074,0.0,3.05,1.342,0.837,0.894,1.095,0.447,0.0,0.447,1.643,1.924,0.0,1.517,0.837,0.447,0.894,0.447,0.0,0.447,0.707,2.517,2.646,0.0,2.517,1.155,1.0,0.577,0.577,0.0,0.0,0.0,2.082,2.082,0.0,0.577,0.577,0.0,0.0,0.0,0.0,0.0,0.0,Everton,2.37,3.35,3.12,2017-01-21,E0,1.0,0.0,A,D,Crystal Palace,2.4,3.45,3.19,2.37,2.4,0.47420744027,0.259411501339,0.266381058391,0.47420744027,A,1.37,1.4,2.37,0.0522665120001
151,36440,5.4,12.4,0.0,7.8,2.6,1.4,0.8,2.6,0.2,0.2,0.6,4.4,11.0,0.0,14.4,6.4,0.4,0.8,0.4,0.2,0.4,1.4,8.0,11.0,0.0,11.0,3.33,0.33,1.0,2.33,0.33,0.0,0.67,2.33,10.33,0.0,10.0,3.67,0.33,0.67,0.33,0.33,0.33,1.0,4.278,3.362,0.0,5.07,1.673,1.673,0.837,1.673,0.447,0.447,0.548,3.647,2.121,0.0,8.081,4.93,0.548,1.095,0.548,0.447,0.548,1.673,3.0,3.0,0.0,3.0,1.155,0.577,1.0,1.155,0.577,0.0,0.577,2.082,2.517,0.0,3.0,0.577,0.577,1.155,0.577,0.577,0.577,1.0,3.8,9.0,0.0,7.8,3.2,1.4,0.8,3.0,0.0,0.2,0.8,7.6,9.4,0.0,19.6,6.8,0.6,1.4,0.2,0.2,0.6,1.2,4.0,8.67,0.0,7.33,2.33,0.67,1.0,2.33,0.0,0.33,0.67,7.67,9.33,0.0,14.33,3.33,1.0,1.33,0.33,0.0,0.67,1.33,1.483,2.236,0.0,2.168,2.775,1.14,0.837,2.0,0.0,0.447,0.447,2.702,3.647,0.0,9.236,6.181,0.894,1.14,0.447,0.447,0.548,0.837,2.0,3.055,0.0,1.528,0.577,0.577,1.0,1.528,0.0,0.577,0.577,3.512,2.517,0.0,8.145,2.517,1.0,0.577,0.577,0.0,0.577,1.155,Swansea,13.56,6.9,1.22,2017-01-21,E0,3.0,2.0,A,D,Liverpool,14.0,7.55,1.22,13.56,14.0,0.12280678725,0.184241479059,0.69295173369,0.69295173369,H,-1.0,-1.0,1.22,-0.126720397457
152,36441,6.2,14.4,0.0,14.0,4.8,2.0,2.0,1.2,0.4,0.2,0.4,3.0,12.2,0.2,10.8,3.2,1.0,0.8,0.2,0.4,0.4,2.0,7.0,13.0,0.0,16.0,5.0,2.33,2.67,1.0,0.67,0.0,0.33,1.67,12.33,0.33,10.0,3.0,1.33,0.67,0.33,0.33,0.33,2.33,3.493,4.722,0.0,3.808,1.304,1.581,1.871,0.447,0.548,0.447,0.548,2.55,4.382,0.447,4.025,1.643,1.225,0.447,0.447,0.548,0.548,1.0,3.606,6.083,0.0,3.606,1.0,2.082,2.309,0.0,0.577,0.0,0.577,1.528,6.11,0.577,4.583,1.732,1.528,0.577,0.577,0.577,0.577,1.155,3.0,13.6,0.0,7.4,2.6,2.6,1.2,1.6,0.2,0.2,0.6,7.6,11.4,0.6,16.0,5.4,0.2,0.6,0.2,0.2,0.6,2.4,3.67,14.67,0.0,7.33,2.0,2.33,0.67,2.0,0.0,0.0,1.0,7.0,12.0,0.33,13.67,5.0,0.33,0.33,0.33,0.33,0.33,3.0,2.828,4.219,0.0,2.881,1.14,0.548,1.095,0.548,0.447,0.447,0.548,1.517,3.647,0.894,5.05,1.673,0.447,0.548,0.447,0.447,0.548,1.517,3.786,4.726,0.0,3.215,1.0,0.577,0.577,0.0,0.0,0.0,0.0,1.732,3.606,0.577,0.577,2.0,0.577,0.577,0.577,0.577,0.577,1.732,Tottenham,3.59,3.45,2.12,2017-01-21,E0,2.0,2.0,D,D,Man City,3.75,3.52,2.13,3.45,3.52,0.355687276536,0.299656360553,0.34465636291,0.355687276536,A,-1.0,-1.0,3.59,0.0771357445028
153,36442,4.8,12.0,0.2,12.6,4.0,1.2,1.8,1.6,0.2,0.4,0.4,7.6,11.4,0.0,15.0,5.6,1.0,0.6,0.6,0.2,0.2,2.6,5.0,9.33,0.0,15.33,5.0,1.0,2.0,1.33,0.33,0.33,0.33,8.67,9.33,0.0,14.67,4.67,1.0,0.67,0.67,0.0,0.33,2.33,1.304,4.0,0.447,7.635,2.0,1.304,1.483,0.894,0.447,0.548,0.548,2.51,3.362,0.0,2.449,2.074,0.707,0.548,0.548,0.447,0.447,1.817,1.732,2.309,0.0,9.074,2.0,1.732,2.0,0.577,0.577,0.577,0.577,2.082,2.082,0.0,3.055,2.082,1.0,0.577,0.577,0.0,0.577,2.517,4.4,11.0,0.0,11.6,3.0,0.8,0.8,0.8,0.4,0.2,0.4,5.0,10.0,0.0,11.0,2.6,0.4,0.4,0.4,0.4,0.2,1.6,4.0,11.33,0.0,13.0,3.33,0.0,1.0,1.0,0.33,0.33,0.33,3.33,10.33,0.0,9.0,2.67,0.33,0.67,0.33,0.33,0.33,1.67,2.881,1.871,0.0,3.647,1.0,1.304,1.304,1.304,0.548,0.447,0.548,4.637,2.55,0.0,3.162,1.517,0.548,0.894,0.548,0.548,0.447,0.894,3.464,2.517,0.0,2.646,1.155,0.0,1.732,1.732,0.577,0.577,0.577,1.528,0.577,0.0,1.0,1.528,0.577,1.155,0.577,0.577,0.577,1.155,West Ham,3.17,3.16,2.45,2017-01-21,E0,3.0,1.0,A,A,Middlesbrough,3.33,3.17,2.47,3.17,3.33,0.432550375135,0.272137673566,0.295311951299,0.432550375135,A,2.17,2.33,3.17,0.117092961886
154,36443,3.0,12.6,0.0,11.6,4.4,2.4,2.0,0.6,0.8,0.2,0.0,2.6,11.2,0.2,8.6,2.6,1.2,0.0,0.8,0.2,0.0,1.6,4.0,12.0,0.0,13.0,5.67,2.33,2.0,0.33,1.0,0.0,0.0,1.67,11.33,0.33,8.0,2.0,0.67,0.0,0.67,0.33,0.0,2.0,3.082,2.302,0.0,2.881,1.817,0.548,0.707,0.548,0.447,0.447,0.0,1.949,3.194,0.447,2.966,2.074,1.095,0.0,0.447,0.447,0.0,1.14,3.606,1.732,0.0,3.0,0.577,0.577,0.0,0.577,0.0,0.0,0.0,0.577,4.041,0.577,2.0,1.0,0.577,0.0,0.577,0.577,0.0,1.0,7.8,12.0,0.2,12.2,4.0,2.8,0.6,1.2,0.2,0.4,0.4,5.2,10.4,0.2,12.4,5.0,0.2,1.0,0.2,0.2,0.6,2.0,8.67,12.33,0.33,12.67,4.67,3.33,0.67,1.33,0.0,0.67,0.33,6.33,9.33,0.33,12.67,5.0,0.0,1.0,0.0,0.33,0.67,1.33,2.775,2.121,0.447,2.95,2.449,1.789,0.894,1.095,0.447,0.548,0.548,2.683,3.847,0.447,4.93,1.581,0.447,1.0,0.447,0.447,0.548,1.0,2.517,2.517,0.577,3.215,3.055,2.309,1.155,1.155,0.0,0.577,0.577,3.055,0.577,0.577,6.658,2.0,0.0,1.0,0.0,0.577,0.577,0.577,Man United,1.62,3.99,5.84,2017-01-21,E0,1.0,1.0,D,H,Stoke,1.64,4.08,6.08,3.99,4.08,0.466944536043,0.27789769085,0.255157773107,0.466944536043,A,-1.0,-1.0,1.62,-0.150339414574
155,36444,3.4,10.2,0.2,8.8,2.8,1.8,0.8,2.6,0.2,0.0,0.8,7.8,9.0,0.0,21.0,6.8,0.2,0.6,0.0,0.6,0.4,1.4,3.67,8.33,0.0,9.67,3.0,1.33,0.67,3.33,0.0,0.0,1.0,6.0,8.67,0.0,18.67,6.67,0.0,0.67,0.0,0.33,0.67,1.0,1.342,3.834,0.447,2.28,1.304,0.837,0.837,1.14,0.447,0.0,0.447,2.775,3.606,0.0,5.831,1.483,0.447,0.548,0.0,0.548,0.548,0.894,1.528,0.577,0.0,2.309,1.0,0.577,0.577,0.577,0.0,0.0,0.0,1.0,2.309,0.0,6.429,2.082,0.0,0.577,0.0,0.577,0.577,0.0,6.0,9.0,0.2,11.4,4.4,0.8,1.0,2.6,0.2,0.0,0.8,3.2,9.2,0.0,11.6,3.8,0.4,1.0,0.4,0.2,0.4,1.0,7.67,8.33,0.0,11.67,5.0,1.0,1.33,2.0,0.33,0.0,0.67,3.0,7.33,0.0,10.33,3.33,0.67,0.0,0.67,0.33,0.0,1.0,3.742,3.606,0.447,5.413,1.517,1.304,0.707,1.517,0.447,0.0,0.447,2.588,2.95,0.0,3.05,1.924,0.548,1.414,0.548,0.447,0.548,1.414,4.163,4.509,0.0,4.726,1.0,1.732,0.577,1.732,0.577,0.0,0.577,3.606,2.082,0.0,2.517,2.082,0.577,0.0,0.577,0.577,0.0,1.732,Sunderland,5.49,3.8,1.68,2017-01-21,E0,0.0,2.0,H,H,West Brom,5.68,3.91,1.7,1.68,1.7,0.128332678798,0.207129681411,0.664537639791,0.664537639791,H,0.68,0.7,1.68,0.0692995445527
156,36478,4.6,12.4,0.0,8.6,2.6,1.8,0.4,2.2,0.0,0.0,1.0,6.6,10.4,0.2,18.0,5.8,0.2,1.4,0.0,0.4,0.6,1.6,3.67,12.33,0.0,8.0,2.33,2.33,0.67,1.67,0.0,0.0,1.0,8.33,11.0,0.33,21.33,6.33,0.33,0.67,0.0,0.67,0.33,1.67,3.647,1.673,0.0,3.912,0.894,1.095,0.548,1.095,0.0,0.0,0.0,2.966,2.074,0.447,7.616,2.387,0.447,1.14,0.0,0.548,0.548,1.817,3.786,2.309,0.0,3.0,0.577,0.577,0.577,0.577,0.0,0.0,0.0,2.517,1.0,0.577,8.083,3.055,0.577,0.577,0.0,0.577,0.577,2.082,5.6,10.0,0.0,8.2,3.2,1.8,0.6,2.0,0.0,0.2,0.8,6.2,10.4,0.0,20.0,5.8,0.4,0.8,0.0,0.6,0.4,1.4,5.33,6.67,0.0,7.33,3.33,0.67,0.33,2.0,0.0,0.0,1.0,7.0,9.67,0.0,23.0,8.0,0.33,0.67,0.0,0.67,0.33,1.0,3.05,4.796,0.0,3.421,1.483,1.924,0.548,1.0,0.0,0.447,0.447,1.924,1.342,0.0,4.528,3.564,0.548,0.447,0.0,0.548,0.548,1.14,1.528,0.577,0.0,4.509,2.082,0.577,0.577,1.0,0.0,0.0,0.0,1.0,1.155,0.0,2.646,2.646,0.577,0.577,0.0,0.577,0.577,1.0,Burnley,15.09,7.02,1.2,2017-01-22,E0,1.0,2.0,H,D,Arsenal,15.7,7.35,1.22,1.2,1.22,0.100939904658,0.203247322142,0.6958127732,0.6958127732,H,0.2,0.22,1.2,-0.137520560133
157,36479,7.0,9.2,0.0,13.2,5.0,1.4,0.2,2.2,0.0,0.0,1.0,7.4,7.8,0.2,16.0,5.6,0.2,0.4,0.2,0.4,0.4,0.8,6.67,9.0,0.0,14.33,5.33,2.0,0.33,2.33,0.0,0.0,1.0,7.33,8.0,0.0,17.67,6.67,0.33,0.33,0.33,0.33,0.33,0.67,1.581,3.701,0.0,4.97,1.871,1.673,0.447,1.095,0.0,0.0,0.0,4.278,3.271,0.447,7.314,2.074,0.447,0.548,0.447,0.548,0.548,0.837,2.082,5.0,0.0,3.786,0.577,2.0,0.577,1.155,0.0,0.0,0.0,2.517,4.359,0.0,9.504,2.082,0.577,0.577,0.577,0.577,0.577,1.155,3.8,13.2,0.0,6.2,2.4,2.2,0.6,3.0,0.0,0.0,1.0,4.6,9.8,0.0,14.8,5.4,0.2,1.2,0.0,0.4,0.6,1.6,3.0,11.33,0.0,6.0,2.0,2.33,0.67,2.67,0.0,0.0,1.0,5.33,10.33,0.0,14.67,4.33,0.0,0.67,0.0,0.33,0.67,2.0,2.775,3.033,0.0,3.962,2.302,1.304,0.894,1.581,0.0,0.0,0.0,2.074,3.962,0.0,4.764,2.702,0.447,1.095,0.0,0.548,0.548,1.14,2.0,2.309,0.0,1.0,1.0,1.528,1.155,1.528,0.0,0.0,0.0,2.517,3.786,0.0,3.055,2.517,0.0,0.577,0.0,0.577,0.577,1.0,Hull,17.48,7.61,1.17,2017-01-22,E0,0.0,2.0,H,H,Chelsea,18.0,8.5,1.18,1.17,1.18,0.116142831645,0.201733252513,0.682123915842,0.682123915842,H,0.17,0.18,1.17,-0.172576938859
158,36480,6.4,13.2,0.2,12.6,4.6,2.6,0.8,1.4,0.0,0.4,0.6,4.4,8.8,0.0,13.2,4.0,0.2,1.0,0.0,0.4,0.6,2.0,7.33,12.0,0.33,12.0,5.33,3.0,0.67,1.0,0.0,0.67,0.33,5.0,8.0,0.0,11.33,3.67,0.0,1.0,0.0,0.33,0.67,1.67,3.647,3.421,0.447,2.966,2.191,2.302,0.837,0.894,0.0,0.548,0.548,2.702,2.588,0.0,5.718,2.449,0.447,1.0,0.0,0.548,0.548,1.225,4.726,3.0,0.577,2.0,2.309,3.0,1.155,1.0,0.0,0.577,0.577,3.606,2.646,0.0,4.041,3.055,0.0,1.0,0.0,0.577,0.577,1.528,5.0,14.2,0.0,11.6,2.6,2.6,1.2,0.8,0.4,0.2,0.4,4.0,10.6,0.4,10.6,2.6,0.4,0.6,0.0,0.8,0.2,1.4,5.0,15.0,0.0,10.0,3.33,3.33,2.0,1.0,0.67,0.0,0.33,4.67,11.33,0.67,11.0,2.0,0.67,0.67,0.0,1.0,0.0,2.0,3.742,2.588,0.0,4.879,1.517,1.14,1.789,0.447,0.548,0.447,0.548,2.739,3.05,0.548,5.32,2.702,0.548,0.548,0.0,0.447,0.447,1.517,4.359,2.646,0.0,6.083,1.528,0.577,2.0,0.0,0.577,0.0,0.577,3.055,3.786,0.577,2.646,1.0,0.577,0.577,0.0,0.0,0.0,1.732,Leicester,4.9,3.46,1.83,2017-01-22,E0,0.0,3.0,H,H,Southampton,5.1,3.48,1.86,1.83,1.86,0.406918486515,0.292832592637,0.300248920848,0.406918486515,A,-1.0,-1.0,4.9,0.202836853862
159,36562,5.4,13.6,0.2,10.0,3.2,1.6,0.6,2.0,0.0,0.2,0.8,5.6,10.8,0.0,13.6,4.8,0.2,0.8,0.2,0.2,0.6,1.2,7.0,13.33,0.0,9.33,3.0,1.67,0.67,1.67,0.0,0.33,0.67,6.67,8.67,0.0,14.67,4.67,0.33,0.33,0.33,0.33,0.33,1.0,3.435,5.03,0.447,4.359,1.304,0.548,0.894,0.707,0.0,0.447,0.447,2.408,3.633,0.0,2.408,1.483,0.447,0.837,0.447,0.447,0.548,0.447,3.606,3.786,0.0,0.577,1.0,0.577,1.155,0.577,0.0,0.577,0.577,2.517,2.309,0.0,2.517,0.577,0.577,0.577,0.577,0.577,0.577,0.0,6.0,8.8,0.0,8.8,4.0,2.0,0.6,2.2,0.0,0.0,1.0,6.8,10.6,0.2,21.8,7.0,0.4,0.6,0.0,0.8,0.2,1.4,4.33,8.33,0.0,7.67,4.0,1.67,0.33,1.67,0.0,0.0,1.0,8.0,10.67,0.33,24.0,8.67,0.0,0.33,0.0,0.67,0.33,1.33,2.55,3.033,0.0,4.025,2.236,2.0,0.548,0.837,0.0,0.0,0.0,2.588,1.517,0.447,3.768,2.915,0.548,0.548,0.0,0.447,0.447,1.14,0.577,2.309,0.0,5.033,3.0,1.155,0.577,0.577,0.0,0.0,0.0,2.0,1.528,0.577,2.0,2.082,0.0,0.577,0.0,0.577,0.577,0.577,Watford,13.3,6.51,1.23,2017-01-31,E0,2.0,1.0,A,A,Arsenal,14.64,6.92,1.24,13.3,14.64,0.121784390541,0.194947827888,0.683267781571,0.683267781571,H,-1.0,-1.0,1.23,-0.12974034851
160,36563,4.4,15.2,0.0,10.6,3.8,3.2,1.6,2.8,0.0,0.4,0.6,6.2,13.0,0.0,15.6,5.6,0.4,0.6,0.2,0.4,0.4,2.6,3.0,12.67,0.0,9.0,3.0,2.33,0.33,2.0,0.0,0.33,0.67,5.67,12.33,0.0,15.0,4.33,0.33,0.33,0.33,0.33,0.33,2.33,2.074,6.14,0.0,2.608,1.789,1.643,1.817,1.483,0.0,0.548,0.548,3.194,3.873,0.0,4.827,2.608,0.548,0.548,0.447,0.548,0.548,1.342,1.0,5.132,0.0,1.732,1.732,1.528,0.577,1.0,0.0,0.577,0.577,3.215,4.933,0.0,6.557,2.309,0.577,0.577,0.577,0.577,0.577,1.528,7.0,14.4,0.0,12.0,4.4,2.2,2.2,2.2,0.2,0.4,0.4,5.6,7.2,0.2,11.6,5.4,0.8,0.8,0.4,0.2,0.4,1.2,5.0,13.33,0.0,12.67,5.0,2.0,2.67,2.0,0.33,0.67,0.0,6.67,7.33,0.33,12.33,5.33,0.67,1.0,0.33,0.33,0.33,1.33,3.082,2.302,0.0,2.0,2.074,0.837,1.304,1.304,0.447,0.548,0.548,2.302,2.168,0.447,2.302,1.817,0.837,0.837,0.548,0.447,0.548,1.304,1.732,2.309,0.0,2.309,2.646,1.0,0.577,1.0,0.577,0.577,0.0,2.517,2.309,0.577,2.517,0.577,0.577,1.0,0.577,0.577,0.577,1.528,Crystal Palace,3.69,3.46,2.09,2017-01-31,E0,2.0,0.0,A,D,Bournemouth,3.73,3.57,2.12,3.69,3.73,0.286809879293,0.263720928029,0.449469192678,0.449469192678,H,-1.0,-1.0,2.09,-0.0289997068439
