,index,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,XGBoost_bfA,XGBoost_bfD,XGBoost_bfH,RF_bfA,RF_bfD,RF_bfH,NBA,NBD,NBH,MLPA,MLPD,MLPH,KNNA,KNND,KNNH,0
413,11380,3.2,12.8,0.0,7.0,4.0,2.0,1.6,2.2,0.2,0.2,0.6,8.4,9.6,0.0,15.4,9.0,1.2,0.8,0.4,0.2,0.4,2.0,2.33,14.0,0.0,5.0,3.0,3.0,0.67,2.0,0.0,0.33,0.67,9.0,10.67,0.0,15.67,9.67,0.67,0.33,0.33,0.33,0.33,2.0,2.168,4.147,0.0,3.808,1.871,1.581,1.673,1.304,0.447,0.447,0.548,4.722,2.793,0.0,1.673,1.871,1.304,0.837,0.548,0.447,0.548,1.581,2.082,2.0,0.0,3.606,1.732,1.0,1.155,1.0,0.0,0.577,0.577,6.083,3.215,0.0,2.082,2.082,1.155,0.577,0.577,0.577,0.577,1.0,4.4,15.0,0.2,6.2,3.2,3.0,0.8,1.6,0.2,0.4,0.4,7.2,12.6,0.0,9.4,5.8,0.2,1.0,0.0,0.6,0.4,1.4,3.67,15.67,0.0,6.67,3.0,3.67,0.33,2.0,0.0,0.33,0.67,6.67,9.67,0.0,8.33,4.67,0.0,1.33,0.0,0.33,0.67,1.67,1.817,6.557,0.447,1.304,2.168,1.581,1.304,1.14,0.447,0.548,0.548,1.924,4.98,0.0,1.949,1.924,0.447,1.0,0.0,0.548,0.548,0.894,2.082,8.963,0.0,1.528,2.646,1.528,0.577,1.0,0.0,0.577,0.577,1.528,4.041,0.0,1.528,1.528,0.0,1.155,0.0,0.577,0.577,0.577,Bolton,5.17,3.42,1.7,2009-02-07,E0,0.0,3.0,H,H,Everton,,,,1.7,,0.231225728989,0.277372837067,0.491401404142,0.185638090012,0.256015136695,0.558346773293,0.00350558608187,0.196689539137,0.799804874781,0.152917916915,0.273325222341,0.573756860744,0.181538461538,0.273846153846,0.544615384615,2
414,11381,4.0,11.2,0.4,8.8,4.4,1.4,0.2,2.2,0.0,0.0,1.0,7.0,10.2,0.0,19.8,10.6,0.0,0.4,0.0,0.6,0.4,0.6,3.33,13.67,0.33,7.67,3.33,1.33,0.0,2.0,0.0,0.0,1.0,7.0,9.67,0.0,21.0,11.0,0.0,0.33,0.0,0.67,0.33,0.67,1.225,6.907,0.548,2.049,1.949,0.894,0.447,0.837,0.0,0.0,0.0,1.414,2.683,0.0,6.058,2.881,0.0,0.548,0.0,0.548,0.548,0.894,0.577,8.505,0.577,1.155,1.528,1.155,0.0,1.0,0.0,0.0,0.0,1.732,3.512,0.0,8.185,2.646,0.0,0.577,0.0,0.577,0.577,1.155,7.2,12.6,0.2,11.0,6.0,3.2,0.8,1.6,0.4,0.0,0.6,5.0,12.4,0.2,12.8,6.2,0.2,1.0,0.2,0.4,0.4,0.8,7.0,13.67,0.0,10.67,6.0,3.33,0.67,2.67,0.0,0.0,1.0,5.67,11.67,0.33,15.67,8.67,0.0,1.67,0.0,0.33,0.67,0.67,4.324,3.647,0.447,5.339,3.808,1.643,0.447,2.074,0.548,0.0,0.548,2.55,3.647,0.447,6.221,5.891,0.447,1.732,0.447,0.548,0.548,0.837,6.083,2.517,0.0,7.506,5.0,1.155,0.577,2.082,0.0,0.0,0.0,3.215,3.512,0.577,6.658,6.658,0.0,2.082,0.0,0.577,0.577,0.577,Middlesbrough,5.74,3.63,1.6,2009-02-07,E0,0.0,1.0,H,D,Man City,,,,1.6,,0.218262776732,0.337203294039,0.44453394413,0.209561882224,0.266699345247,0.523738772529,0.00276603528729,0.157384896769,0.839849067944,0.156659565827,0.23729630957,0.606044124603,0.212307692308,0.272307692308,0.515384615385,2
415,11382,4.6,12.8,0.0,10.8,6.4,1.6,2.0,0.8,0.4,0.6,0.0,3.4,10.8,0.2,6.2,2.8,0.8,0.4,0.4,0.6,0.0,2.0,5.33,12.67,0.0,11.33,6.67,1.0,2.0,0.67,0.33,0.67,0.0,3.33,9.67,0.0,6.0,2.67,1.0,0.33,0.67,0.33,0.0,1.67,3.209,3.899,0.0,3.701,3.362,1.14,2.0,0.447,0.548,0.548,0.0,1.342,2.588,0.447,2.588,2.683,0.837,0.548,0.548,0.548,0.0,0.707,3.512,3.786,0.0,5.132,4.726,1.0,2.646,0.577,0.577,0.577,0.0,1.155,2.517,0.0,3.606,3.786,1.0,0.577,0.577,0.577,0.0,0.577,6.4,9.8,0.0,11.6,4.8,1.6,2.4,1.2,0.6,0.2,0.2,9.8,11.2,0.2,15.8,8.2,0.4,0.4,0.2,0.6,0.2,1.8,5.0,8.0,0.0,11.67,5.33,2.0,2.67,0.33,1.0,0.0,0.0,11.33,12.67,0.33,18.67,9.33,0.67,0.33,0.33,0.67,0.0,2.33,2.191,3.114,0.0,2.881,2.95,0.894,1.14,1.304,0.548,0.447,0.447,4.087,4.147,0.447,4.55,3.347,0.548,0.548,0.447,0.548,0.447,1.483,0.0,2.646,0.0,3.786,3.512,1.0,1.528,0.577,0.0,0.0,0.0,4.933,3.215,0.577,2.082,4.163,0.577,0.577,0.577,0.577,0.0,1.528,Liverpool,1.73,3.42,5.02,2009-02-07,E0,3.0,2.0,A,D,Portsmouth,,,,1.73,,0.397277802229,0.238372683525,0.364349573851,0.388421690879,0.219656864289,0.391921444832,0.946789142629,0.0483114688944,0.00489938847656,0.440345549558,0.26919813556,0.290456314882,0.355384615385,0.276923076923,0.367692307692,0
416,11383,4.4,15.6,0.2,8.8,3.4,2.4,1.0,2.4,0.0,0.2,0.8,6.8,11.6,0.0,18.6,11.6,0.2,1.6,0.2,0.2,0.6,1.0,4.0,16.67,0.33,6.0,3.0,3.0,1.0,2.33,0.0,0.0,1.0,8.33,11.67,0.0,24.67,14.33,0.33,1.0,0.33,0.33,0.33,1.67,1.517,3.847,0.447,4.147,1.517,0.894,0.707,0.548,0.0,0.447,0.447,2.588,4.827,0.0,11.502,6.58,0.447,1.517,0.447,0.447,0.548,1.414,0.0,4.041,0.577,2.0,2.0,0.0,0.0,0.577,0.0,0.0,0.0,1.528,6.658,0.0,11.24,7.506,0.577,1.732,0.577,0.577,0.577,1.528,5.2,11.6,0.2,10.2,5.2,1.4,1.2,1.4,0.4,0.2,0.4,4.4,7.6,0.0,13.6,8.8,0.6,1.0,0.2,0.4,0.4,1.8,3.0,12.67,0.33,8.67,4.67,1.67,0.67,0.67,0.33,0.33,0.33,5.33,7.0,0.0,12.67,8.33,0.0,0.33,0.0,0.67,0.33,1.33,3.962,4.159,0.447,4.658,2.168,1.342,1.789,1.517,0.548,0.447,0.548,2.608,4.506,0.0,2.881,1.924,1.342,1.225,0.447,0.548,0.548,2.049,2.646,3.786,0.577,5.686,2.887,1.528,1.155,0.577,0.577,0.577,0.577,2.517,6.245,0.0,3.512,2.517,0.0,0.577,0.0,0.577,0.577,2.309,Stoke,4.66,3.35,1.78,2009-02-07,E0,0.0,2.0,H,D,Sunderland,,,,1.78,,0.241209506989,0.309599012136,0.449191480875,0.225554160149,0.29028327757,0.484162562281,0.00304571575028,0.185779579981,0.811174704269,0.16196602804,0.258101860037,0.579932111924,0.209230769231,0.272307692308,0.518461538462,2
417,11384,3.2,8.8,0.4,7.4,3.4,2.0,1.0,1.4,0.2,0.2,0.6,6.2,11.8,0.0,13.2,5.8,0.0,0.4,0.0,0.6,0.4,2.0,3.0,10.67,0.67,5.67,2.33,2.67,0.67,2.33,0.0,0.0,1.0,5.33,11.67,0.0,11.33,5.33,0.0,0.67,0.0,0.33,0.67,1.67,2.168,2.683,0.548,3.715,1.673,1.0,1.225,1.342,0.447,0.447,0.548,2.387,3.114,0.0,3.421,1.304,0.0,0.548,0.0,0.548,0.548,1.225,2.646,0.577,0.577,4.041,1.155,0.577,0.577,0.577,0.0,0.0,0.0,2.887,3.215,0.0,2.517,1.528,0.0,0.577,0.0,0.577,0.577,0.577,4.6,8.8,0.4,9.4,5.2,1.8,1.4,1.6,0.2,0.2,0.6,5.2,11.6,0.2,13.0,7.6,0.4,0.4,0.2,0.4,0.4,2.2,3.67,7.67,0.67,10.0,5.33,2.0,1.67,1.67,0.33,0.0,0.67,6.0,12.33,0.33,13.0,7.67,0.67,0.33,0.33,0.33,0.33,2.67,1.517,3.421,0.548,5.03,3.194,0.447,2.074,1.14,0.447,0.447,0.548,1.789,1.342,0.447,2.646,2.51,0.894,0.548,0.447,0.548,0.548,1.924,0.577,4.041,0.577,6.557,4.041,0.0,2.887,1.528,0.577,0.0,0.577,1.732,1.155,0.577,3.606,3.512,1.155,0.577,0.577,0.577,0.577,2.517,Newcastle,3.2,3.24,2.21,2009-02-07,E0,3.0,2.0,A,A,West Brom,,,,3.2,,0.268885046244,0.267015606165,0.464099407196,0.223365622851,0.256085632185,0.520548744965,0.0386881976901,0.271391058176,0.689920744134,0.186582025352,0.241406439253,0.572011535395,0.224615384615,0.266153846154,0.509230769231,0
418,11385,3.2,11.2,0.0,9.6,5.6,1.4,0.2,0.8,0.0,0.6,0.4,5.2,9.4,0.0,11.8,6.2,0.2,0.2,0.0,1.0,0.0,0.4,2.0,12.67,0.0,11.33,6.67,1.33,0.33,1.33,0.0,0.33,0.67,3.33,7.33,0.0,13.67,8.33,0.33,0.33,0.0,1.0,0.0,0.33,1.924,5.975,0.0,3.578,2.302,1.14,0.447,1.304,0.0,0.548,0.548,3.347,5.413,0.0,3.768,3.421,0.447,0.447,0.0,0.0,0.0,0.548,1.0,3.786,0.0,3.215,1.528,1.528,0.577,1.528,0.0,0.577,0.577,0.577,5.508,0.0,2.517,2.309,0.577,0.577,0.0,0.0,0.0,0.577,5.2,12.4,0.2,9.8,4.8,1.8,0.6,1.8,0.0,0.2,0.8,5.8,11.6,0.0,10.8,5.0,0.2,0.6,0.2,0.4,0.4,1.4,3.0,13.67,0.33,7.0,3.67,2.0,0.67,1.33,0.0,0.33,0.67,5.67,13.0,0.0,9.0,3.67,0.33,0.33,0.33,0.33,0.33,2.0,3.114,3.715,0.447,4.764,2.49,1.304,0.548,0.837,0.0,0.447,0.447,2.28,2.074,0.0,5.119,2.828,0.447,0.894,0.447,0.548,0.548,1.14,1.0,3.055,0.577,2.646,1.155,1.732,0.577,0.577,0.0,0.577,0.577,3.215,1.0,0.0,5.292,2.309,0.577,0.577,0.577,0.577,0.577,1.0,Fulham,3.78,3.24,1.99,2009-02-07,E0,0.0,0.0,D,D,Wigan,,,,3.24,,0.319056898355,0.324531823397,0.356411278248,0.2942653361,0.299676166577,0.406058497323,0.0678223780858,0.365209668259,0.566967953655,0.227000133917,0.275144737471,0.497855128612,0.243076923077,0.273846153846,0.483076923077,1
419,11411,5.6,13.4,0.0,10.8,7.2,1.6,1.8,1.2,0.4,0.6,0.0,5.2,11.2,0.0,8.8,4.6,0.6,0.4,0.4,0.4,0.2,1.8,5.33,13.33,0.0,9.33,6.33,2.33,2.0,1.33,0.33,0.67,0.0,6.0,10.0,0.0,8.0,5.0,0.67,0.0,0.67,0.33,0.0,2.33,2.966,3.912,0.0,4.147,2.775,1.517,0.837,0.447,0.548,0.548,0.0,1.789,3.962,0.0,3.701,2.608,0.548,0.548,0.548,0.548,0.447,1.483,1.155,4.933,0.0,3.215,2.517,1.528,1.0,0.577,0.577,0.577,0.0,1.732,1.0,0.0,4.583,3.464,0.577,0.0,0.577,0.577,0.0,1.528,5.0,13.4,0.0,10.0,6.4,2.0,0.6,0.8,0.2,0.6,0.2,5.6,10.2,0.0,17.4,9.6,0.0,0.6,0.0,0.8,0.2,0.8,3.33,14.0,0.0,9.0,4.67,2.0,0.67,1.33,0.0,0.67,0.33,6.33,10.67,0.0,20.67,12.0,0.0,1.0,0.0,0.67,0.33,0.67,5.196,5.03,0.0,3.391,3.507,1.0,0.548,1.304,0.447,0.548,0.447,1.817,5.167,0.0,6.309,4.506,0.0,1.342,0.0,0.447,0.447,0.837,1.155,6.083,0.0,2.646,2.082,1.0,0.577,1.528,0.0,0.577,0.577,2.082,7.234,0.0,6.11,4.359,0.0,1.732,0.0,0.577,0.577,1.155,Arsenal,2.37,3.21,2.92,2009-02-08,E0,0.0,0.0,D,D,Tottenham,,,,3.21,,0.278491705656,0.273923635483,0.447584688663,0.307916180238,0.25721116573,0.434872654032,0.562515665358,0.356962870232,0.0805214644099,0.368965706092,0.283178054056,0.347856239852,0.326153846154,0.264615384615,0.409230769231,1
420,11412,8.6,8.6,0.2,15.4,10.6,2.2,1.6,0.0,0.8,0.2,0.0,3.8,11.8,0.4,8.8,3.2,0.6,0.0,0.4,0.6,0.0,2.6,7.0,6.33,0.0,16.67,11.0,1.67,2.33,0.0,1.0,0.0,0.0,4.0,10.67,0.67,7.67,3.0,0.67,0.0,0.33,0.67,0.0,3.33,3.578,3.847,0.447,2.074,1.949,1.643,1.949,0.0,0.447,0.447,0.0,1.924,3.421,0.548,2.168,1.924,0.894,0.0,0.548,0.548,0.0,1.817,2.646,1.155,0.0,0.577,1.732,0.577,2.309,0.0,0.0,0.0,0.0,2.646,2.517,0.577,2.082,1.0,1.155,0.0,0.577,0.577,0.0,2.082,4.6,14.2,0.2,11.8,7.6,1.6,1.0,1.4,0.4,0.0,0.6,7.2,10.8,0.0,15.8,8.8,0.4,0.4,0.2,0.6,0.2,1.6,4.0,15.0,0.33,10.67,7.33,2.33,0.67,2.33,0.0,0.0,1.0,7.33,11.33,0.0,17.0,9.0,0.67,0.67,0.33,0.33,0.33,1.33,1.14,2.775,0.447,3.962,4.037,1.342,0.707,1.342,0.548,0.0,0.548,2.864,2.49,0.0,5.762,4.025,0.548,0.548,0.447,0.548,0.447,1.14,1.0,2.0,0.577,3.786,4.041,1.155,0.577,0.577,0.0,0.0,0.0,4.041,1.528,0.0,7.211,3.464,0.577,0.577,0.577,0.577,0.577,1.528,Man United,1.57,3.63,6.09,2009-02-08,E0,1.0,0.0,A,D,West Ham,,,,1.57,,0.396293997765,0.250411063433,0.353294909,0.401942945615,0.251826614428,0.346230439957,0.983909082844,0.0159208034683,0.000170113687787,0.487915799769,0.270952706509,0.241131493721,0.393846153846,0.263076923077,0.343076923077,0
421,11443,5.8,9.6,0.0,13.6,6.4,1.4,1.2,1.6,0.0,0.6,0.4,5.6,10.8,0.2,10.6,6.2,0.6,0.8,0.2,0.4,0.4,1.8,5.33,9.0,0.0,13.67,5.67,1.0,1.0,1.67,0.0,0.33,0.67,5.33,11.0,0.33,10.0,5.67,0.0,0.67,0.0,0.33,0.67,1.67,1.643,3.975,0.0,2.408,1.949,0.894,0.837,0.548,0.0,0.548,0.548,2.408,3.701,0.447,2.074,1.483,0.894,0.447,0.447,0.548,0.548,0.447,2.082,0.0,0.0,3.055,2.309,0.0,1.0,0.577,0.0,0.577,0.577,1.528,2.646,0.577,2.646,1.528,0.0,0.577,0.0,0.577,0.577,0.577,5.8,9.0,0.0,11.8,5.4,1.4,2.6,1.2,0.8,0.0,0.2,8.8,10.6,0.2,14.8,8.2,0.4,0.2,0.2,0.8,0.0,1.6,4.67,9.33,0.0,13.0,6.67,1.67,2.67,1.0,1.0,0.0,0.0,9.33,11.0,0.33,15.67,9.67,0.67,0.33,0.33,0.67,0.0,1.33,2.387,2.55,0.0,3.033,3.507,1.14,1.14,1.304,0.447,0.0,0.447,5.357,4.037,0.447,5.495,3.347,0.548,0.447,0.447,0.447,0.0,1.517,0.577,0.577,0.0,3.606,4.041,1.528,1.528,1.0,0.0,0.0,0.0,7.506,2.646,0.577,6.11,3.786,0.577,0.577,0.577,0.577,0.0,0.577,Man City,2.45,3.23,2.82,2009-02-14,E0,0.0,2.0,H,D,Portsmouth,,,,2.82,,0.397896170616,0.267952084541,0.33415171504,0.383973629488,0.251800742145,0.364225628367,0.860153783508,0.123159225982,0.0166869905095,0.380874637493,0.303503598195,0.315621764312,0.361538461538,0.261538461538,0.376923076923,2
422,11516,4.0,10.4,0.0,10.2,5.6,1.4,0.2,0.8,0.0,0.6,0.4,3.8,9.4,0.0,11.4,6.0,0.2,0.2,0.0,1.0,0.0,0.6,4.0,13.0,0.0,10.67,5.0,1.67,0.33,1.33,0.0,0.33,0.67,3.33,8.0,0.0,12.33,7.0,0.33,0.33,0.0,1.0,0.0,0.67,2.915,5.413,0.0,2.775,2.302,1.14,0.447,1.304,0.0,0.548,0.548,0.837,5.413,0.0,3.847,3.606,0.447,0.447,0.0,0.0,0.0,0.548,3.606,3.606,0.0,3.786,3.0,1.528,0.577,1.528,0.0,0.577,0.577,0.577,5.568,0.0,3.215,4.0,0.577,0.577,0.0,0.0,0.0,0.577,3.2,12.4,0.0,7.8,3.4,1.6,0.0,1.4,0.0,0.0,1.0,6.8,10.4,0.0,19.0,11.0,0.0,0.6,0.0,0.4,0.6,1.2,3.67,12.33,0.0,10.0,4.33,2.67,0.0,1.67,0.0,0.0,1.0,5.33,11.33,0.0,13.33,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.924,3.782,0.0,4.087,1.673,2.302,0.0,0.894,0.0,0.0,0.0,2.28,2.302,0.0,8.276,3.391,0.0,0.548,0.0,0.548,0.548,1.304,2.082,2.887,0.0,3.0,1.528,2.517,0.0,1.155,0.0,0.0,0.0,1.155,2.517,0.0,4.041,2.646,0.0,0.0,0.0,0.0,0.0,1.732,Fulham,13.19,5.23,1.24,2009-02-18,E0,0.0,3.0,H,H,Man United,,,,1.24,,0.2257720083,0.228884100914,0.54534393549,0.202085795601,0.230264888917,0.567649315483,0.00217922506386,0.029013155189,0.968807619747,0.171741284028,0.199850648109,0.628408067863,0.213846153846,0.232307692308,0.553846153846,2
423,11527,3.8,12.0,0.0,10.2,5.4,2.6,1.2,1.4,0.2,0.4,0.4,6.0,11.6,0.2,15.0,8.4,0.4,0.8,0.2,0.4,0.4,1.4,4.0,14.0,0.0,11.33,6.33,4.0,0.67,1.67,0.0,0.67,0.33,4.67,10.0,0.0,11.33,6.33,0.33,1.0,0.33,0.0,0.67,1.0,2.588,4.301,0.0,5.675,2.51,1.949,1.643,0.894,0.447,0.548,0.548,3.162,5.413,0.447,7.176,4.506,0.548,0.837,0.447,0.548,0.548,1.14,2.646,4.583,0.0,4.163,2.309,0.0,0.577,1.155,0.0,0.577,0.577,3.055,3.606,0.0,3.215,3.512,0.577,1.0,0.577,0.0,0.577,1.0,1.8,13.4,0.0,5.6,3.4,2.0,0.2,0.8,0.0,0.4,0.6,7.8,12.2,0.2,11.4,6.2,0.2,0.4,0.0,0.8,0.2,1.6,1.67,12.33,0.0,2.67,2.33,1.67,0.0,0.67,0.0,0.33,0.67,9.67,11.33,0.0,13.33,8.0,0.0,0.0,0.0,1.0,0.0,1.33,1.304,3.209,0.0,4.099,1.673,0.707,0.447,0.447,0.0,0.548,0.548,4.438,1.924,0.447,3.507,2.588,0.447,0.548,0.0,0.447,0.447,1.14,1.528,3.512,0.0,1.155,0.577,0.577,0.0,0.577,0.0,0.577,0.577,4.163,2.082,0.0,2.082,1.0,0.0,0.0,0.0,0.0,0.0,1.155,Sunderland,8.53,4.14,1.4,2009-02-21,E0,0.0,0.0,D,D,Arsenal,,,,4.14,,0.222111552954,0.306460142136,0.471428334713,0.18849993262,0.260141519222,0.551358548158,0.00297147204456,0.053266741716,0.943761786239,0.151446854455,0.238286935199,0.610266210346,0.212307692308,0.258461538462,0.529230769231,1
424,11528,3.6,13.0,0.4,10.0,6.0,2.8,0.8,1.4,0.2,0.4,0.4,7.0,14.6,0.0,14.2,9.4,0.4,0.4,0.2,0.4,0.4,2.0,3.67,12.33,0.33,11.0,7.0,3.33,0.67,2.33,0.0,0.33,0.67,6.33,14.33,0.0,13.33,9.33,0.0,0.67,0.0,0.33,0.67,2.67,2.408,3.162,0.548,5.788,5.148,1.483,1.095,1.342,0.447,0.548,0.548,4.243,3.975,0.0,6.979,4.827,0.894,0.548,0.447,0.548,0.548,1.581,3.055,3.786,0.577,7.55,6.557,1.528,1.155,0.577,0.0,0.577,0.577,5.508,5.508,0.0,8.021,6.658,0.0,0.577,0.0,0.577,0.577,1.528,4.4,13.8,0.0,8.0,4.6,1.8,1.0,1.6,0.0,0.6,0.4,8.8,10.2,0.0,15.6,8.8,0.4,0.8,0.2,0.4,0.4,1.2,5.0,12.33,0.0,8.67,5.33,2.0,1.0,1.33,0.0,0.67,0.33,7.67,11.67,0.0,16.67,11.0,0.33,0.67,0.33,0.33,0.33,2.0,2.074,3.493,0.0,1.732,1.673,1.304,1.0,1.673,0.0,0.548,0.548,2.168,2.387,0.0,3.507,3.493,0.548,1.095,0.447,0.548,0.548,1.643,2.646,4.041,0.0,0.577,1.155,1.732,1.0,1.155,0.0,0.577,0.577,2.082,1.528,0.0,4.041,2.0,0.577,1.155,0.577,0.577,0.577,1.732,Chelsea,2.22,3.23,3.2,2009-02-21,E0,1.0,0.0,A,A,Aston Villa,,,,2.22,,0.172954633832,0.255853801966,0.571191549301,0.161120212569,0.255221129314,0.583658658117,0.00339935331171,0.0917972134535,0.904803433235,0.14993022048,0.233951403787,0.616118375733,0.172307692308,0.253846153846,0.573846153846,0
