,index,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,XGBoost_bfA,XGBoost_bfD,XGBoost_bfH,RF_bfA,RF_bfD,RF_bfH,NBA,NBD,NBH,MLPA,MLPD,MLPH,KNNA,KNND,KNNH,0
936,17348,3.2,13.8,0.4,10.8,7.2,2.2,0.8,1.6,0.2,0.2,0.6,7.4,10.8,0.0,13.2,7.2,0.4,0.4,0.2,0.4,0.4,0.6,3.0,13.33,0.0,9.33,7.33,2.33,1.0,1.33,0.33,0.33,0.33,7.67,9.33,0.0,13.0,7.0,0.67,0.33,0.33,0.33,0.33,1.0,1.924,3.633,0.894,4.087,3.033,1.483,0.837,1.14,0.447,0.447,0.548,2.966,3.701,0.0,3.962,3.701,0.894,0.548,0.447,0.548,0.548,0.894,1.0,5.033,0.0,4.041,3.055,2.082,1.0,1.528,0.577,0.577,0.577,1.155,3.215,0.0,4.359,2.646,1.155,0.577,0.577,0.577,0.577,1.0,6.0,10.6,0.2,12.8,7.4,1.6,1.2,3.0,0.0,0.2,0.8,4.2,10.8,0.2,16.8,9.2,0.2,0.8,0.2,0.2,0.6,1.6,7.0,11.67,0.0,15.67,10.0,2.0,1.0,2.0,0.0,0.33,0.67,4.0,9.33,0.33,16.0,9.67,0.33,0.33,0.33,0.33,0.33,2.33,2.739,2.702,0.447,4.324,4.037,1.14,0.837,1.414,0.0,0.447,0.447,1.924,2.588,0.447,5.02,2.775,0.447,0.837,0.447,0.447,0.548,1.517,3.0,3.215,0.0,0.577,1.0,1.0,1.0,0.0,0.0,0.577,0.577,1.0,2.309,0.577,6.928,3.786,0.577,0.577,0.577,0.577,0.577,1.528,Wigan,5.21,3.55,1.7,2011-01-05,E0,1.0,1.0,D,D,Bolton,,,,3.55,,0.205805957317,0.217277526855,0.576916456223,0.196819062237,0.223045870929,0.580135066834,0.0206873901315,0.0464710136629,0.932841596206,0.225372587066,0.228795455379,0.545831957555,0.232307692308,0.269230769231,0.498461538462,1
937,17349,6.2,10.6,0.2,11.0,6.0,1.6,1.6,2.0,0.4,0.2,0.4,4.8,13.8,0.0,17.4,9.0,0.4,0.8,0.4,0.0,0.6,1.6,7.0,11.33,0.33,11.0,6.33,1.67,2.0,1.33,0.67,0.33,0.0,5.33,14.67,0.0,17.0,9.0,0.67,0.67,0.67,0.0,0.33,2.33,2.864,3.362,0.447,1.225,1.225,1.342,1.14,1.225,0.548,0.447,0.548,3.114,1.924,0.0,5.55,3.808,0.548,0.837,0.548,0.0,0.548,1.342,3.606,4.509,0.577,1.732,1.528,1.155,1.0,0.577,0.577,0.577,0.0,3.055,2.082,0.0,7.81,5.292,0.577,1.155,0.577,0.0,0.577,1.155,4.0,15.2,0.2,8.8,4.2,2.6,1.4,0.8,0.4,0.4,0.2,8.2,12.6,0.4,16.6,8.2,0.6,0.2,0.4,0.6,0.0,1.2,2.67,16.67,0.33,8.33,5.0,3.0,2.0,0.67,0.67,0.33,0.0,6.67,13.0,0.33,14.0,6.33,1.0,0.33,0.67,0.33,0.0,1.67,3.464,2.683,0.447,3.033,2.588,1.14,1.673,0.447,0.548,0.548,0.447,4.764,3.209,0.548,4.219,3.033,0.894,0.447,0.548,0.548,0.0,0.837,1.155,2.309,0.577,4.163,2.646,1.0,2.0,0.577,0.577,0.577,0.0,4.041,2.0,0.577,2.0,2.082,1.0,0.577,0.577,0.577,0.0,0.577,Tottenham,2.64,3.24,2.66,2011-01-05,E0,1.0,2.0,H,D,Everton,,,,2.66,,0.276463270187,0.272419512272,0.451117187738,0.255184820098,0.252889582137,0.491925597766,0.106723059057,0.270689941974,0.622586998968,0.255711537646,0.269112412165,0.475176050189,0.243076923077,0.256923076923,0.5,2
938,17350,3.4,10.0,0.0,10.2,4.2,1.8,1.2,1.6,0.2,0.4,0.4,7.8,10.0,0.0,14.0,7.8,0.4,1.0,0.2,0.4,0.4,0.8,3.67,9.33,0.0,9.67,4.0,2.33,1.33,1.0,0.33,0.33,0.33,8.67,10.0,0.0,14.33,7.67,0.67,0.67,0.33,0.33,0.33,1.33,0.894,2.449,0.0,3.768,3.114,1.095,1.304,0.894,0.447,0.548,0.548,2.775,2.828,0.0,4.243,3.421,0.894,1.225,0.447,0.548,0.548,0.837,0.577,1.155,0.0,1.528,2.646,1.155,1.528,0.0,0.577,0.577,0.577,0.577,3.464,0.0,2.309,3.786,1.155,0.577,0.577,0.577,0.577,0.577,4.2,14.6,0.0,11.8,7.8,2.6,1.4,1.2,0.4,0.4,0.2,4.6,12.4,0.0,11.0,5.6,0.8,0.4,0.4,0.4,0.2,2.0,5.0,13.0,0.0,14.0,8.67,2.33,1.67,1.67,0.33,0.33,0.33,4.67,11.67,0.0,11.0,6.0,1.0,0.67,0.33,0.33,0.33,1.67,2.28,2.966,0.0,4.438,3.114,1.817,1.14,1.095,0.548,0.548,0.447,1.673,4.98,0.0,5.788,2.966,0.837,0.548,0.548,0.548,0.447,0.707,2.0,2.0,0.0,4.359,3.786,2.309,1.155,1.155,0.577,0.577,0.577,2.309,6.429,0.0,7.937,3.606,1.0,0.577,0.577,0.577,0.577,0.577,West Ham,4.19,3.45,1.86,2011-01-05,E0,0.0,5.0,H,H,Newcastle,,,,1.86,,0.281104236841,0.278019338846,0.440876424313,0.265906906093,0.291861305702,0.442231788205,0.305349165923,0.509707051538,0.184943782539,0.309360012024,0.295955511568,0.394684476409,0.247692307692,0.303076923077,0.449230769231,2
939,17351,7.8,11.8,0.0,15.0,8.0,1.6,0.6,1.6,0.0,0.4,0.6,3.4,10.8,0.0,7.0,4.4,0.2,1.2,0.0,0.2,0.8,1.6,6.67,13.33,0.0,13.33,8.0,2.0,1.0,1.67,0.0,0.67,0.33,3.67,10.0,0.0,8.33,4.67,0.33,1.0,0.0,0.33,0.67,2.0,3.564,5.975,0.0,5.701,3.317,1.14,0.548,0.894,0.0,0.548,0.548,1.949,2.683,0.0,3.937,2.966,0.447,0.447,0.0,0.447,0.447,0.894,0.577,2.517,0.0,3.512,4.583,1.0,0.0,1.155,0.0,0.577,0.577,2.517,1.732,0.0,2.887,2.887,0.577,0.0,0.0,0.577,0.577,0.0,3.0,12.6,0.0,11.2,6.4,2.4,1.8,1.4,0.6,0.0,0.4,8.4,8.8,0.0,12.0,6.8,0.8,0.2,0.6,0.2,0.2,1.4,3.33,13.0,0.0,10.33,5.67,3.33,1.33,1.67,0.33,0.0,0.67,8.33,9.0,0.0,12.0,7.0,0.67,0.33,0.33,0.33,0.33,1.67,1.225,2.408,0.0,4.712,3.647,1.517,1.095,1.14,0.548,0.0,0.548,2.966,1.789,0.0,2.828,1.924,0.837,0.447,0.548,0.447,0.447,0.548,1.528,2.646,0.0,6.429,4.933,0.577,1.155,1.155,0.577,0.0,0.577,2.309,2.0,0.0,3.464,2.646,1.155,0.577,0.577,0.577,0.577,0.577,Chelsea,1.44,4.16,7.73,2011-01-05,E0,0.0,1.0,H,H,Wolves,,,,7.73,,0.420439988375,0.285865694284,0.293694287539,0.41652508601,0.259073096562,0.324401817428,0.945659888968,0.0487915441269,0.00554856690463,0.381888945243,0.276713711278,0.341397343479,0.356923076923,0.281538461538,0.361538461538,2
940,17392,5.4,12.4,0.2,11.8,6.6,2.4,0.8,2.2,0.0,0.2,0.8,3.2,12.0,0.0,12.4,7.4,0.4,0.6,0.4,0.2,0.4,1.0,6.67,14.0,0.0,13.67,8.0,2.33,1.0,2.67,0.0,0.0,1.0,2.33,13.0,0.0,12.67,7.33,0.33,1.0,0.33,0.0,0.67,1.0,2.074,2.51,0.447,3.033,2.302,1.673,0.447,0.837,0.0,0.447,0.447,2.168,5.431,0.0,4.775,3.507,0.548,0.894,0.548,0.447,0.548,1.0,1.528,1.732,0.0,2.082,1.0,2.309,0.0,0.577,0.0,0.0,0.0,2.517,6.557,0.0,6.429,4.933,0.577,1.0,0.577,0.0,0.577,1.0,7.2,9.8,0.4,15.0,8.8,1.8,1.8,1.8,0.4,0.2,0.4,4.2,11.0,0.0,16.0,8.6,0.4,0.8,0.2,0.4,0.4,0.8,8.33,9.0,0.0,16.67,10.33,1.33,1.67,1.67,0.33,0.33,0.33,3.33,10.0,0.0,14.33,10.0,0.67,1.0,0.33,0.33,0.33,0.67,3.347,2.775,0.894,4.183,3.421,0.837,0.837,0.447,0.548,0.447,0.548,2.168,3.808,0.0,4.123,2.881,0.548,0.837,0.447,0.548,0.548,1.095,2.309,3.0,0.0,4.933,3.512,0.577,0.577,0.577,0.577,0.577,0.577,0.577,3.606,0.0,4.163,2.646,0.577,1.0,0.577,0.577,0.577,1.155,Liverpool,1.91,3.57,3.87,2011-01-12,E0,1.0,2.0,H,D,Blackpool,,,,3.87,,0.366248100996,0.220615595579,0.413136273623,0.357898091458,0.235437363835,0.406664544706,0.81056075109,0.140941170237,0.0484980786736,0.396268006045,0.261508813718,0.342223180237,0.347692307692,0.273846153846,0.378461538462,2
941,17404,5.0,10.4,0.2,9.6,5.6,2.4,1.4,3.4,0.2,0.0,0.8,6.2,10.2,0.4,16.2,9.6,0.2,1.6,0.0,0.4,0.6,1.6,5.67,11.67,0.33,11.0,6.0,2.67,1.33,2.0,0.33,0.0,0.67,4.67,11.33,0.67,15.33,8.33,0.33,1.0,0.0,0.67,0.33,2.0,3.317,2.966,0.447,5.128,3.782,0.548,1.14,2.302,0.447,0.0,0.447,3.834,2.775,0.548,4.087,2.408,0.447,1.14,0.0,0.548,0.548,1.517,4.041,2.309,0.577,5.0,4.359,0.577,1.528,1.0,0.577,0.0,0.577,2.887,2.082,0.577,4.933,2.309,0.577,1.0,0.0,0.577,0.577,1.732,3.6,14.8,0.0,12.4,6.2,2.8,1.4,1.2,0.2,0.4,0.4,6.4,11.8,0.2,14.4,7.8,0.4,0.6,0.2,0.4,0.4,1.4,3.67,15.33,0.0,12.67,6.33,4.0,1.33,1.67,0.0,0.67,0.33,7.33,12.0,0.0,13.0,7.33,0.33,0.67,0.0,0.67,0.33,1.33,1.517,5.404,0.0,6.427,3.564,2.775,1.517,1.095,0.447,0.548,0.548,1.817,3.962,0.447,2.881,2.168,0.548,0.548,0.447,0.548,0.548,0.548,2.082,7.506,0.0,5.774,4.041,3.0,1.528,1.155,0.0,0.577,0.577,1.528,5.0,0.0,1.732,2.517,0.577,0.577,0.0,0.577,0.577,0.577,Blackburn,11.73,5.42,1.27,2011-01-15,E0,0.0,2.0,H,D,Chelsea,,,,1.27,,0.292272776365,0.28060105443,0.427126139402,0.257589152482,0.29010241012,0.452308437398,0.0229260448248,0.404833856956,0.57224009822,0.214133460077,0.265722136665,0.520144403258,0.226153846154,0.290769230769,0.483076923077,2
942,17405,8.4,11.2,0.0,11.8,7.2,1.2,0.6,1.8,0.2,0.0,0.8,4.4,7.4,0.0,11.4,7.4,0.0,1.0,0.0,0.4,0.6,0.4,9.67,12.0,0.0,10.67,6.67,1.33,0.33,1.67,0.33,0.0,0.67,5.0,8.0,0.0,10.0,6.0,0.0,0.67,0.0,0.67,0.33,0.33,3.782,1.789,0.0,5.07,2.95,0.837,0.548,1.095,0.447,0.0,0.447,2.302,1.14,0.0,2.074,2.074,0.0,1.0,0.0,0.548,0.548,0.548,1.528,1.732,0.0,4.041,3.512,0.577,0.577,1.528,0.577,0.0,0.577,3.0,1.0,0.0,1.0,1.0,0.0,1.155,0.0,0.577,0.577,0.577,4.4,12.6,0.2,6.6,3.6,1.2,0.4,1.4,0.2,0.2,0.6,8.6,12.0,0.4,18.2,9.6,0.4,1.0,0.2,0.2,0.6,1.8,3.33,11.33,0.33,7.0,4.33,1.33,0.67,2.0,0.33,0.0,0.67,9.67,11.0,0.33,17.0,9.0,0.67,1.33,0.33,0.0,0.67,1.33,2.966,3.362,0.447,2.074,1.517,1.095,0.894,1.517,0.447,0.447,0.548,1.949,2.739,0.548,5.404,4.037,0.894,1.225,0.447,0.447,0.548,1.304,3.055,2.082,0.577,2.646,1.528,1.155,1.155,1.732,0.577,0.0,0.577,1.528,3.0,0.577,7.211,5.568,1.155,1.528,0.577,0.0,0.577,1.528,Wolves,10.43,4.88,1.32,2011-01-15,E0,3.0,4.0,H,D,Man City,,,,1.32,,0.200406625867,0.243552938104,0.556040465832,0.216338487907,0.232881469584,0.550780042509,0.033296164127,0.0868084919545,0.879895343918,0.182945274025,0.19420247681,0.622852249165,0.247692307692,0.236923076923,0.515384615385,2
943,17406,4.6,16.2,0.0,9.6,4.6,1.6,0.8,1.4,0.2,0.0,0.8,7.0,10.2,0.2,14.0,7.0,0.4,0.4,0.4,0.2,0.4,1.6,4.0,17.67,0.0,9.33,4.67,2.0,0.33,1.33,0.0,0.0,1.0,5.0,9.67,0.0,13.67,6.33,0.33,0.33,0.33,0.33,0.33,1.33,2.074,5.31,0.0,3.05,2.793,1.14,1.304,0.548,0.447,0.0,0.447,3.606,2.49,0.447,3.536,1.871,0.548,0.548,0.548,0.447,0.548,0.894,1.0,5.686,0.0,3.055,3.055,1.0,0.577,0.577,0.0,0.0,0.0,2.646,3.215,0.0,2.082,1.155,0.577,0.577,0.577,0.577,0.577,0.577,3.2,10.2,0.2,9.6,5.6,2.0,0.8,1.0,0.4,0.2,0.4,6.0,11.2,0.0,13.4,6.4,0.4,0.2,0.2,0.6,0.2,1.8,3.67,10.33,0.0,9.67,6.0,1.67,1.0,0.67,0.67,0.0,0.33,6.67,11.33,0.0,12.33,5.33,0.67,0.33,0.33,0.33,0.33,1.67,1.304,1.483,0.447,3.912,2.702,0.707,0.837,1.0,0.548,0.447,0.548,3.674,3.033,0.0,3.715,2.408,0.894,0.447,0.447,0.548,0.447,1.483,1.528,2.082,0.0,5.508,3.606,0.577,1.0,1.155,0.577,0.0,0.577,4.933,3.055,0.0,4.726,2.517,1.155,0.577,0.577,0.577,0.577,2.082,Bolton,3.59,3.25,2.12,2011-01-15,E0,0.0,2.0,H,H,Stoke,,,,2.12,,0.236582607031,0.275935530663,0.487481892109,0.23711505702,0.270289703356,0.492595239625,0.0881713199502,0.31291082017,0.59891785988,0.228655498751,0.261647129186,0.509697372063,0.243076923077,0.287692307692,0.469230769231,2
944,17407,4.2,9.2,0.0,11.8,6.0,1.0,1.0,0.6,0.4,0.4,0.2,8.2,8.8,0.0,20.8,8.6,0.2,0.2,0.2,0.6,0.2,0.8,3.33,8.33,0.0,9.0,5.0,0.67,1.0,0.33,0.67,0.0,0.33,9.67,9.67,0.0,21.0,8.33,0.0,0.33,0.0,0.67,0.33,0.67,1.789,3.493,0.0,3.899,2.345,1.0,1.0,0.894,0.548,0.548,0.447,2.49,2.588,0.0,7.19,5.899,0.447,0.447,0.447,0.548,0.447,1.095,1.155,3.055,0.0,1.0,1.0,1.155,1.0,0.577,0.577,0.0,0.577,0.577,3.215,0.0,9.539,6.658,0.0,0.577,0.0,0.577,0.577,1.155,3.4,12.0,0.4,7.4,4.6,3.0,2.2,1.0,0.8,0.0,0.2,6.6,10.6,0.4,17.2,9.2,0.8,0.6,0.2,0.6,0.2,1.0,4.33,11.67,0.33,7.33,4.67,3.67,2.0,1.67,0.67,0.0,0.33,6.33,9.33,0.33,19.33,10.33,0.67,1.0,0.0,0.67,0.33,0.67,1.673,3.0,0.548,2.51,1.517,1.871,0.837,1.225,0.447,0.0,0.447,1.673,2.702,0.548,3.347,2.168,0.837,0.548,0.447,0.548,0.447,1.225,1.155,2.309,0.577,3.215,2.082,1.155,1.0,1.155,0.577,0.0,0.577,2.082,1.528,0.577,2.082,2.082,0.577,0.0,0.0,0.577,0.577,0.577,Blackpool,4.48,3.68,1.78,2011-01-15,E0,2.0,3.0,H,D,West Brom,,,,1.78,,0.208878934383,0.261957168579,0.529163897038,0.194012312739,0.224166510304,0.581821176958,0.0412994068226,0.206062453691,0.752638139486,0.215145155628,0.259357524112,0.52549732026,0.210769230769,0.264615384615,0.524615384615,2
945,17408,4.6,11.4,0.0,14.8,8.8,1.6,2.2,1.2,0.6,0.2,0.2,4.8,11.0,0.2,8.6,5.4,1.2,0.4,0.8,0.0,0.2,1.4,4.33,12.0,0.0,14.67,8.67,1.67,1.67,1.0,0.33,0.33,0.33,4.0,10.0,0.33,7.67,5.33,1.0,0.67,0.67,0.0,0.33,1.33,2.191,3.647,0.0,2.864,1.924,1.517,1.483,0.837,0.548,0.447,0.447,2.49,4.301,0.447,5.273,3.362,0.837,0.548,0.447,0.0,0.447,1.14,0.577,3.606,0.0,3.512,2.517,2.082,1.528,1.0,0.577,0.577,0.577,1.0,5.196,0.577,6.028,4.509,1.0,0.577,0.577,0.0,0.577,1.528,6.4,11.4,0.0,13.2,7.4,1.0,1.0,1.4,0.2,0.4,0.4,5.2,8.8,0.0,13.4,4.8,0.4,0.4,0.2,0.6,0.2,0.4,7.67,14.0,0.0,13.33,7.33,1.33,1.33,1.33,0.33,0.33,0.33,3.67,9.67,0.0,11.67,3.67,0.67,0.33,0.33,0.67,0.0,0.67,2.881,3.647,0.0,2.387,2.51,1.225,1.225,1.14,0.447,0.548,0.548,2.387,2.168,0.0,2.608,2.775,0.548,0.548,0.447,0.548,0.447,0.548,2.082,1.0,0.0,1.528,2.517,1.528,1.528,0.577,0.577,0.577,0.577,1.528,2.517,0.0,1.155,2.082,0.577,0.577,0.577,0.577,0.0,0.577,Arsenal,1.56,3.9,6.29,2011-01-15,E0,3.0,0.0,A,A,West Ham,,,,1.56,,0.494747787714,0.295455694199,0.209796532989,0.484826281529,0.279186096143,0.235987622328,0.981286265324,0.0186990645774,1.4670098793e-05,0.554036299897,0.277476739569,0.168486960534,0.398461538462,0.290769230769,0.310769230769,0
946,17409,3.8,12.0,0.0,8.4,5.0,1.0,0.6,0.8,0.2,0.2,0.6,5.2,10.2,0.2,14.8,8.6,0.6,0.6,0.2,0.4,0.4,1.4,3.33,8.67,0.0,9.0,4.67,1.0,1.0,1.0,0.33,0.0,0.67,5.67,8.67,0.0,14.0,8.67,1.0,0.67,0.33,0.33,0.33,1.0,2.387,5.385,0.0,3.647,2.345,1.0,0.894,0.837,0.447,0.447,0.548,2.28,2.775,0.447,2.49,1.14,0.894,0.548,0.447,0.548,0.548,0.894,3.215,3.512,0.0,4.359,2.082,1.0,1.0,1.0,0.577,0.0,0.577,3.055,2.082,0.0,1.0,0.577,1.0,0.577,0.577,0.577,0.577,1.0,4.0,11.6,0.0,11.8,6.0,1.8,1.2,1.2,0.2,0.6,0.2,4.2,12.4,0.2,10.8,5.8,1.2,0.6,0.6,0.4,0.0,1.0,3.67,11.67,0.0,13.0,7.0,2.0,1.67,1.33,0.33,0.67,0.0,3.67,14.0,0.33,10.33,5.67,1.67,1.0,0.67,0.33,0.0,1.33,0.707,1.817,0.0,2.588,2.236,1.483,0.837,0.837,0.447,0.548,0.447,1.095,3.578,0.447,3.194,2.049,0.837,0.894,0.548,0.548,0.0,0.707,0.577,2.082,0.0,2.0,2.0,2.0,0.577,1.155,0.577,0.577,0.0,1.155,2.646,0.577,4.163,2.082,0.577,1.0,0.577,0.577,0.0,0.577,Fulham,2.84,3.19,2.55,2011-01-15,E0,1.0,1.0,D,D,Wigan,,,,3.19,,0.280474603176,0.34953352809,0.369991928339,0.280085708919,0.306627205196,0.413287085886,0.232255975014,0.548428273109,0.219315751877,0.323412792054,0.287300515219,0.389286692727,0.250769230769,0.295384615385,0.453846153846,1
947,17456,5.2,10.0,0.0,12.2,7.0,2.2,0.8,2.6,0.0,0.4,0.6,5.8,14.0,0.0,13.2,8.0,0.4,1.4,0.2,0.2,0.6,0.8,5.0,12.0,0.0,10.0,5.33,3.33,1.0,3.33,0.0,0.33,0.67,7.0,14.33,0.0,12.67,8.33,0.33,2.0,0.0,0.33,0.67,1.0,2.168,3.536,0.0,4.97,3.873,2.775,1.304,1.14,0.0,0.548,0.548,2.588,2.121,0.0,1.643,2.121,0.548,1.14,0.447,0.447,0.548,0.837,1.732,1.0,0.0,5.568,4.163,3.215,1.732,0.577,0.0,0.577,0.577,2.646,2.517,0.0,2.082,1.528,0.577,1.0,0.0,0.577,0.577,1.0,7.6,8.6,0.0,15.6,7.4,1.2,1.4,1.0,0.2,0.6,0.2,4.2,10.4,0.0,6.4,3.0,0.4,0.2,0.4,0.4,0.2,1.8,6.67,9.0,0.0,12.67,6.67,1.67,1.67,0.67,0.33,0.67,0.0,4.67,10.33,0.0,7.67,3.0,0.67,0.0,0.67,0.33,0.0,2.33,4.615,4.506,0.0,5.899,2.881,1.095,1.14,0.707,0.447,0.548,0.447,1.095,2.702,0.0,4.93,2.0,0.548,0.447,0.548,0.548,0.447,1.304,3.786,2.0,0.0,4.619,3.786,1.155,1.155,0.577,0.577,0.577,0.0,1.155,3.512,0.0,5.508,2.0,0.577,0.0,0.577,0.577,0.0,1.155,Aston Villa,3.01,3.2,2.41,2011-01-16,E0,1.0,1.0,D,D,Birmingham,,,,3.2,,0.378061115742,0.258332371712,0.363606482744,0.352724161213,0.268196937837,0.379078900949,0.622917493697,0.230324892681,0.146757613622,0.379909335267,0.298863772912,0.321226891821,0.335384615385,0.272307692308,0.392307692308,1
