,INFO_Div,INFO_Date,probs_A,probs_D,probs_H,probs,prob_less_bet,pred,INFO_FTR,INFO_ODD_BET,WIN,WIN_P
2563,E1,2015-02-21,0.256131133089,0.292923100371,0.450945766539,0.450945766539,-0.0592583150933,H,H,1.96,0.96,1.0
2564,E2,2011-03-28,0.292487398626,0.300948193811,0.406564407563,0.406564407563,-0.0673692417258,H,D,2.11,-1.0,-1.0
2565,SC0,2010-03-09,0.678749224243,0.202173781215,0.119076994542,0.678749224243,-0.0406752361889,A,A,1.39,0.39,
2566,E1,2010-04-17,0.13244782703,0.247748146078,0.619804026892,0.619804026892,-0.03379074435,H,H,1.53,0.53,
2567,E2,2013-02-16,0.442364066332,0.283203800095,0.274432133574,0.442364066332,-0.040727721108,A,H,2.07,-1.0,-1.0
2568,E2,2010-11-13,0.32086706711,0.299063328859,0.380069604031,0.380069604031,-0.0509648787279,H,H,2.32,1.32,
2569,SP1,2014-02-16,0.791509947751,0.127233370847,0.0812566814019,0.791509947751,0.0102599477507,A,A,1.28,0.28,0.29
2570,E0,2011-12-10,0.0354261702482,0.143613719628,0.820960110124,0.820960110124,0.0012879789766,H,H,1.22,0.22,
2571,I1,2015-03-22,0.412284040588,0.289987177077,0.297728782334,0.412284040588,-0.0402046471943,A,D,2.21,-1.0,-1.0
2572,SP1,2010-02-07,0.288248238692,0.253104321907,0.458647439401,0.458647439401,0.0219662166936,H,H,2.29,1.29,
2573,F1,2013-05-12,0.401038898952,0.284419197809,0.31454190324,0.401038898952,-0.0453896724767,A,A,2.24,1.24,1.26
2574,E2,2017-02-04,0.123729985881,0.215728764092,0.660541250027,0.660541250027,-0.0197308588167,H,H,1.47,0.47,0.49
2575,E2,2015-01-17,0.241463881555,0.269264613672,0.489271504773,0.489271504773,-0.0342887046511,H,H,1.91,0.91,0.93
2576,F1,2017-03-05,0.391029586716,0.26096737045,0.348003042834,0.391029586716,-0.0381549626406,A,A,2.33,1.33,1.32
2577,E1,2009-12-26,0.266007906604,0.295364524665,0.438627568731,0.438627568731,-0.0588848690799,H,H,2.01,1.01,
2578,E0,2014-11-30,0.310610370217,0.287605596163,0.401784033621,0.401784033621,-0.0406938424855,H,H,2.26,1.26,1.24
