,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
42,58.9915885329,0.0558032095432,-13.7837731165,-9.99200722163e-16,friedman_mse,deviance,,log2,3,2,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': None}",14,-13.6607770178,-9.99200722163e-16,-13.1612950771,-9.99200722163e-16,-13.6857508257,-9.99200722163e-16,-14.6347694037,-9.99200722163e-16,-14.8595296281,-9.99200722163e-16,-13.3860587705,-9.99200722163e-16,-13.7856529954,-9.99200722163e-16,-13.0958538023,-9.99200722163e-16,2.5127789923,0.00765360373522,0.604669070875,0.0
43,57.7043396533,0.0608264803886,-13.7837731165,-9.99200722163e-16,friedman_mse,deviance,,log2,3,2,200,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': None}",14,-13.6607770178,-9.99200722163e-16,-13.1612950771,-9.99200722163e-16,-13.6857508257,-9.99200722163e-16,-14.6347694037,-9.99200722163e-16,-14.8595296281,-9.99200722163e-16,-13.3860587705,-9.99200722163e-16,-13.7856529954,-9.99200722163e-16,-13.0958538023,-9.99200722163e-16,0.520656669412,0.00599153331367,0.604669070875,0.0
44,49.8938624859,0.0661236941814,-13.7494333394,-9.99200722163e-16,friedman_mse,deviance,,log2,3,10,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': None}",9,-13.9354929523,-9.99200722163e-16,-13.1363351451,-9.99200722163e-16,-14.0853381127,-9.99200722163e-16,-14.2601605499,-9.99200722163e-16,-14.3600517346,-9.99200722163e-16,-13.06139522,-9.99200722163e-16,-13.5858590629,-9.99200722163e-16,-13.5707047053,-9.99200722163e-16,0.569494720992,0.0205409658087,0.459519206089,0.0
45,51.320769161,0.0652126073837,-13.7494333394,-9.99200722163e-16,friedman_mse,deviance,,log2,3,10,200,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': None}",9,-13.9354929523,-9.99200722163e-16,-13.1363351451,-9.99200722163e-16,-14.0853381127,-9.99200722163e-16,-14.2601605499,-9.99200722163e-16,-14.3600517346,-9.99200722163e-16,-13.06139522,-9.99200722163e-16,-13.5858590629,-9.99200722163e-16,-13.5707047053,-9.99200722163e-16,0.773657283568,0.0115442452704,0.459519206089,0.0
46,34.0916584134,0.0527854561806,-13.9086632729,-9.99200722163e-16,friedman_mse,deviance,,log2,3,30,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': None}",27,-14.0353899186,-9.99200722163e-16,-13.5359166504,-9.99200722163e-16,-13.585859641,-9.99200722163e-16,-14.3850428874,-9.99200722163e-16,-14.3850319023,-9.99200722163e-16,-13.6857577636,-9.99200722163e-16,-13.8605865607,-9.99200722163e-16,-13.7956391353,-9.99200722163e-16,0.162000900024,0.00678168871194,0.311829329248,0.0
47,44.6072736681,0.0761338174343,-13.7806579023,-9.99200722163e-16,friedman_mse,deviance,,log2,3,30,200,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': None}",13,-13.8356000332,-9.99200722163e-16,-13.2112502091,-9.99200722163e-16,-13.2112490528,-9.99200722163e-16,-14.6098031118,-9.99200722163e-16,-14.2601622844,-9.99200722163e-16,-13.760677453,-9.99200722163e-16,-13.6108380743,-9.99200722163e-16,-13.7456576922,-9.99200722163e-16,0.588276630899,0.0229391695883,0.447141352839,0.0
48,36.6499294341,0.0547780692577,-14.0085702809,-9.99200722163e-16,friedman_mse,deviance,,log2,10,2,150,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': None}",37,-14.2102117777,-9.99200722163e-16,-13.4360202623,-9.99200722163e-16,-13.9604748545,-9.99200722163e-16,-14.1602693653,-9.99200722163e-16,-14.4100132264,-9.99200722163e-16,-13.9604771672,-9.99200722163e-16,-14.4100178517,-9.99200722163e-16,-13.5207249979,-9.99200722163e-16,1.3844423201,0.00792241272862,0.345748374841,0.0
49,47.1973597407,0.0713199079037,-13.8930527261,-9.99200722163e-16,friedman_mse,deviance,,log2,10,2,200,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': None}",24,-13.7856495265,-9.99200722163e-16,-13.2611995595,-9.99200722163e-16,-13.8605807791,-9.99200722163e-16,-14.4349835654,-9.99200722163e-16,-14.1852425951,-9.99200722163e-16,-13.835606393,-9.99200722163e-16,-14.160268209,-9.99200722163e-16,-13.6206942485,-9.99200722163e-16,0.324790786573,0.00999884565682,0.342747519133,0.0
50,36.2493847311,0.0516991317272,-14.0085702809,-9.99200722163e-16,friedman_mse,deviance,,log2,10,10,150,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': None}",37,-14.2102117777,-9.99200722163e-16,-13.4360202623,-9.99200722163e-16,-13.9604748545,-9.99200722163e-16,-14.1602693653,-9.99200722163e-16,-14.4100132264,-9.99200722163e-16,-13.9604771672,-9.99200722163e-16,-14.4100178517,-9.99200722163e-16,-13.5207249979,-9.99200722163e-16,0.615481542194,0.00540627580646,0.345748374841,0.0
51,43.4278137684,0.0614095330238,-13.8930527261,-9.99200722163e-16,friedman_mse,deviance,,log2,10,10,200,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': None}",24,-13.7856495265,-9.99200722163e-16,-13.2611995595,-9.99200722163e-16,-13.8605807791,-9.99200722163e-16,-14.4349835654,-9.99200722163e-16,-14.1852425951,-9.99200722163e-16,-13.835606393,-9.99200722163e-16,-14.160268209,-9.99200722163e-16,-13.6206942485,-9.99200722163e-16,6.05443660608,0.0184643268392,0.342747519133,0.0
52,22.2957033515,0.0383682549,-13.8181266983,-9.99200722163e-16,friedman_mse,deviance,,log2,10,30,150,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': None}",16,-14.3600534691,-9.99200722163e-16,-12.63685147,-9.99200722163e-16,-13.7856587771,-9.99200722163e-16,-14.9594375795,-9.99200722163e-16,-14.2351942581,-9.99200722163e-16,-13.4859684564,-9.99200722163e-16,-13.6857722177,-9.99200722163e-16,-13.3957719687,-9.99200722163e-16,0.10178874045,0.00312643381933,0.658891216713,0.0
53,29.9287709892,0.0489425361156,-13.9273977794,-9.99200722163e-16,friedman_mse,deviance,,log2,10,30,200,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': None}",30,-14.5348712811,-9.99200722163e-16,-12.8366413554,-9.99200722163e-16,-13.9105289731,-9.99200722163e-16,-14.8095929973,-9.99200722163e-16,-14.2851424522,-9.99200722163e-16,-13.8106389448,-9.99200722163e-16,-13.9854602257,-9.99200722163e-16,-13.2458131748,-9.99200722163e-16,1.01496040967,0.00894513389506,0.606918417458,0.0
