,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD,INFO_ODD_BET,prob_less_bet
33794,4.8,10.6,0.0,9.8,4.2,2.2,1.6,1.6,0.4,0.4,0.2,5.0,14.0,0.0,10.8,3.2,0.8,0.8,0.6,0.0,0.4,1.6,5.0,11.0,0.0,11.0,5.33,2.67,2.0,2.33,0.33,0.33,0.33,4.0,14.67,0.0,11.67,3.0,0.67,1.33,0.33,0.0,0.67,1.67,1.924,1.517,0.0,4.324,1.924,1.789,1.517,1.14,0.548,0.548,0.447,1.871,3.606,0.0,3.962,1.304,0.837,0.837,0.548,0.0,0.548,0.548,2.646,1.732,0.0,2.646,1.528,2.309,2.0,0.577,0.577,0.577,0.577,1.0,4.933,0.0,4.726,1.732,1.155,0.577,0.577,0.0,0.577,0.577,2.8,15.6,0.2,8.8,3.0,2.8,1.4,1.0,0.4,0.4,0.2,4.2,16.2,0.4,12.6,4.4,0.4,0.4,0.2,0.6,0.2,2.2,3.67,16.67,0.33,9.67,3.0,2.67,1.0,1.0,0.33,0.33,0.33,5.33,17.0,0.0,12.67,4.0,0.33,0.33,0.0,1.0,0.0,2.33,2.049,1.949,0.447,3.194,1.414,0.837,0.894,0.707,0.548,0.548,0.447,2.387,5.848,0.548,3.209,1.673,0.548,0.548,0.447,0.548,0.447,1.789,2.309,1.528,0.577,4.163,2.0,0.577,0.0,1.0,0.577,0.577,0.577,2.517,7.55,0.0,0.577,1.0,0.577,0.577,0.0,0.0,0.0,2.517,Bordeaux,2.91,3.19,2.48,2016-02-27,F1,1.0,4.0,H,H,Reims,3.03,3.34,2.53,2.48,2.53,0.351929125797,0.278183455484,0.36988741872,0.36988741872,H,1.48,1.53,0,2.48,-0.033338387732
33795,4.2,11.2,0.0,10.6,5.0,1.8,1.4,1.6,0.4,0.2,0.4,6.6,10.2,0.2,14.6,5.4,0.6,0.8,0.2,0.4,0.4,1.6,3.67,12.67,0.0,8.33,2.33,2.0,0.33,2.0,0.0,0.33,0.67,5.0,11.0,0.33,16.0,6.0,0.0,0.67,0.0,0.33,0.67,1.33,1.924,2.864,0.0,4.827,4.69,1.304,1.673,1.517,0.548,0.447,0.548,2.966,2.588,0.447,4.393,1.14,1.342,0.837,0.447,0.548,0.548,0.894,1.528,2.082,0.0,1.528,1.155,1.732,0.577,1.732,0.0,0.577,0.577,2.646,2.646,0.577,5.568,1.0,0.0,0.577,0.0,0.577,0.577,0.577,6.0,15.4,0.2,13.4,4.4,2.2,1.0,0.6,0.4,0.6,0.0,4.0,14.4,0.4,10.4,3.6,0.2,0.2,0.2,0.6,0.2,1.4,5.0,19.0,0.33,10.33,4.0,3.33,1.0,0.67,0.33,0.67,0.0,5.33,15.0,0.33,12.0,3.67,0.33,0.0,0.33,0.67,0.0,1.33,2.0,5.128,0.447,6.656,2.074,1.789,0.707,0.548,0.548,0.548,0.0,1.871,3.578,0.548,2.966,1.517,0.447,0.447,0.447,0.548,0.447,0.548,2.0,1.732,0.577,4.163,2.646,1.155,1.0,0.577,0.577,0.577,0.0,0.577,2.0,0.577,2.646,2.082,0.577,0.0,0.577,0.577,0.0,0.577,Rennes,3.26,3.21,2.27,2016-02-27,F1,2.0,1.0,A,D,Toulouse,3.34,3.33,2.35,3.26,3.34,0.348215820419,0.297284523886,0.354499655695,0.354499655695,H,-1.0,-1.0,0,2.27,-0.0860289786658
33796,5.0,12.2,0.2,8.8,2.8,1.8,1.0,2.4,0.0,0.2,0.8,4.2,13.0,0.0,12.2,4.4,0.8,1.6,0.0,0.4,0.6,1.0,5.33,13.33,0.33,9.0,3.0,2.0,1.0,2.33,0.0,0.0,1.0,4.33,14.67,0.0,11.0,3.67,0.67,1.67,0.0,0.33,0.67,1.0,2.121,2.168,0.447,3.564,1.304,0.837,0.707,0.548,0.0,0.447,0.447,0.837,4.528,0.0,3.768,2.51,0.837,0.548,0.0,0.548,0.548,0.707,2.517,2.082,0.577,4.359,1.732,1.0,0.0,0.577,0.0,0.0,0.0,0.577,4.933,0.0,4.359,2.887,0.577,0.577,0.0,0.577,0.577,0.0,7.4,15.2,0.2,13.4,6.4,2.4,1.8,0.6,0.6,0.4,0.0,8.0,9.4,0.4,14.2,4.6,1.2,0.4,0.8,0.2,0.0,1.6,8.67,13.33,0.0,15.0,7.0,2.33,1.67,0.67,0.67,0.33,0.0,6.67,8.33,0.33,12.0,4.0,1.33,0.67,0.67,0.33,0.0,2.0,4.393,5.119,0.447,3.912,4.219,1.342,1.643,0.894,0.548,0.548,0.0,2.0,2.702,0.548,3.114,1.817,1.095,0.894,0.447,0.447,0.0,1.14,5.686,5.508,0.0,4.583,5.292,1.155,2.082,1.155,0.577,0.577,0.0,1.155,3.215,0.577,1.0,1.732,1.528,1.155,0.577,0.577,0.0,1.0,Lorient,2.23,3.44,3.14,2016-02-27,F1,1.0,0.0,A,A,Troyes,2.29,3.5,3.3,2.23,2.29,0.349838179323,0.292004297561,0.358157523116,0.358157523116,H,-1.0,-1.0,0,3.14,0.0396861855361
33815,4.8,10.6,0.0,13.6,5.6,1.4,2.2,0.2,1.0,0.0,0.0,5.0,11.4,0.2,10.8,3.2,1.0,0.2,0.4,0.6,0.0,1.6,5.0,10.0,0.0,11.67,4.0,1.0,1.67,0.33,1.0,0.0,0.0,5.0,13.0,0.0,13.0,4.33,0.33,0.33,0.0,1.0,0.0,1.67,2.588,1.14,0.0,2.881,2.702,0.894,0.837,0.447,0.0,0.0,0.0,2.345,6.542,0.447,4.438,2.28,1.0,0.447,0.548,0.548,0.0,1.817,2.646,1.0,0.0,0.577,1.0,1.0,0.577,0.577,0.0,0.0,0.0,2.646,8.718,0.0,4.583,2.309,0.577,0.577,0.0,0.0,0.0,2.082,3.8,14.2,0.0,10.4,4.6,2.6,1.0,2.4,0.2,0.2,0.6,5.4,14.2,0.0,18.8,6.2,0.2,1.0,0.2,0.2,0.6,2.2,5.67,14.67,0.0,11.33,4.67,3.67,0.67,2.67,0.0,0.33,0.67,5.33,13.33,0.0,19.67,7.33,0.0,1.33,0.0,0.33,0.67,2.33,3.421,5.675,0.0,3.13,1.342,1.817,0.707,1.817,0.447,0.447,0.548,2.074,3.114,0.0,3.834,3.271,0.447,1.225,0.447,0.447,0.548,0.837,3.215,4.619,0.0,4.041,1.155,1.528,0.577,1.528,0.0,0.577,0.577,2.517,4.041,0.0,2.517,2.082,0.0,1.528,0.0,0.577,0.577,0.577,Paris SG,1.79,3.57,4.56,2016-02-28,F1,1.0,2.0,H,H,Lyon,1.83,3.74,4.71,4.56,4.71,0.320961152942,0.267480041408,0.41155880565,0.41155880565,H,3.56,3.71,0,4.56,0.192260560036
33816,6.8,12.6,0.0,9.2,3.4,1.8,1.0,1.0,0.4,0.4,0.2,5.6,11.4,0.2,12.4,4.4,0.0,0.4,0.0,0.8,0.2,1.8,5.33,11.0,0.0,7.67,3.33,1.67,1.0,1.33,0.33,0.33,0.33,6.67,12.67,0.0,15.33,6.0,0.0,0.67,0.0,0.67,0.33,1.33,4.712,2.702,0.0,3.962,1.342,1.095,1.0,1.225,0.548,0.548,0.447,3.912,4.219,0.447,6.387,3.578,0.0,0.894,0.0,0.447,0.447,1.095,0.577,1.0,0.0,1.528,1.155,1.155,1.0,1.528,0.577,0.577,0.577,4.726,4.163,0.0,6.351,4.0,0.0,1.155,0.0,0.577,0.577,1.155,3.2,14.6,0.6,6.2,2.6,3.0,1.2,2.0,0.0,0.4,0.6,4.6,17.4,0.0,13.2,4.0,0.4,1.4,0.0,0.4,0.6,1.8,3.0,14.67,0.67,5.33,2.67,2.67,1.33,2.33,0.0,0.33,0.67,4.33,17.0,0.0,11.0,4.0,0.33,2.0,0.0,0.0,1.0,1.33,2.28,2.191,0.548,2.683,1.517,1.225,0.447,0.707,0.0,0.548,0.548,0.894,0.894,0.0,4.438,2.828,0.548,0.894,0.0,0.548,0.548,1.304,2.0,3.055,0.577,2.309,2.082,1.528,0.577,0.577,0.0,0.577,0.577,0.577,1.0,0.0,4.359,3.464,0.577,0.0,0.0,0.0,0.0,0.577,Monaco,2.98,3.04,2.53,2016-02-28,F1,0.0,0.0,D,D,Nantes,3.17,3.14,2.56,3.04,3.14,0.229375126762,0.273068915254,0.497555957983,0.497555957983,H,-1.0,-1.0,0,2.53,0.102299040987
33817,6.0,11.2,0.4,12.4,3.6,1.8,0.8,1.8,0.2,0.2,0.6,7.6,10.4,0.0,16.4,5.8,0.2,1.0,0.0,0.6,0.4,1.2,5.0,13.0,0.33,11.67,4.0,2.33,1.0,2.0,0.33,0.0,0.67,6.33,13.0,0.0,15.67,5.33,0.33,1.33,0.0,0.67,0.33,1.67,1.871,2.775,0.548,2.51,1.517,1.924,0.837,1.304,0.447,0.447,0.548,2.966,5.32,0.0,4.393,2.49,0.447,1.225,0.0,0.548,0.548,1.304,1.732,1.732,0.577,2.887,2.0,2.309,1.0,1.732,0.577,0.0,0.577,2.309,5.568,0.0,4.041,3.055,0.577,1.528,0.0,0.577,0.577,1.528,5.6,12.2,0.0,10.8,3.4,2.0,0.8,0.8,0.2,0.4,0.4,8.4,16.0,0.0,13.8,3.2,0.2,0.0,0.2,0.8,0.0,2.4,6.67,11.67,0.0,12.67,4.0,1.33,1.0,0.67,0.33,0.33,0.33,7.0,18.67,0.0,13.33,3.67,0.0,0.0,0.0,1.0,0.0,2.33,1.817,2.387,0.0,4.868,1.517,1.0,0.837,0.447,0.447,0.548,0.548,4.159,7.81,0.0,3.701,1.924,0.447,0.0,0.447,0.447,0.0,1.517,1.155,1.155,0.0,5.033,1.732,0.577,1.0,0.577,0.577,0.577,0.577,5.0,9.292,0.0,5.132,2.082,0.0,0.0,0.0,0.0,0.0,2.082,Caen,4.86,3.53,1.77,2016-02-28,F1,2.0,1.0,A,D,St Etienne,5.19,3.69,1.78,4.86,5.19,0.256587128513,0.308513735323,0.434899136164,0.434899136164,H,-1.0,-1.0,0,1.77,-0.130072615248
33880,6.8,13.0,0.0,8.6,3.2,1.8,0.6,0.8,0.2,0.6,0.2,6.8,11.4,0.2,14.2,4.8,0.0,0.4,0.0,0.8,0.2,1.4,4.67,12.0,0.0,7.0,2.33,1.67,0.33,1.33,0.0,0.67,0.33,8.33,12.33,0.0,17.33,6.67,0.0,0.67,0.0,0.67,0.33,1.0,4.712,2.915,0.0,4.561,1.643,1.095,0.894,1.304,0.447,0.548,0.447,3.421,4.219,0.447,4.868,3.347,0.0,0.894,0.0,0.447,0.447,0.894,1.528,2.646,0.0,2.646,1.528,1.155,0.577,1.528,0.0,0.577,0.577,3.512,4.041,0.0,2.887,3.055,0.0,1.155,0.0,0.577,0.577,1.0,6.0,13.0,0.0,13.4,6.2,1.6,1.6,0.8,0.6,0.0,0.4,4.8,12.6,0.0,9.2,3.6,0.8,0.4,0.6,0.2,0.2,2.0,6.33,14.0,0.0,11.33,4.0,1.67,0.67,1.0,0.33,0.0,0.67,5.67,12.67,0.0,10.33,4.67,0.33,0.67,0.33,0.33,0.33,1.67,5.431,1.581,0.0,4.159,3.564,0.548,1.517,0.837,0.548,0.0,0.548,3.271,2.51,0.0,1.924,1.673,0.837,0.894,0.548,0.447,0.447,1.0,7.506,1.0,0.0,4.041,2.646,0.577,1.155,1.0,0.577,0.0,0.577,2.517,0.577,0.0,1.528,0.577,0.577,1.155,0.577,0.577,0.577,1.155,Monaco,2.41,3.12,3.12,2016-03-04,F1,2.0,2.0,D,D,Caen,2.5,3.22,3.23,3.12,3.22,0.366545808983,0.300090414824,0.333363776193,0.366545808983,A,-1.0,-1.0,0,2.41,-0.0483919503526
33918,5.0,17.6,0.0,11.4,3.2,1.8,1.6,1.0,0.4,0.4,0.2,5.4,15.4,0.4,10.6,2.8,0.6,0.4,0.2,0.8,0.0,1.8,6.0,18.67,0.0,14.0,4.33,1.33,2.0,0.67,0.67,0.33,0.0,5.33,14.33,0.67,7.67,1.67,0.67,0.33,0.33,0.67,0.0,2.0,2.646,2.702,0.0,4.037,2.95,0.837,1.342,0.707,0.548,0.548,0.447,2.302,3.912,0.548,4.879,2.168,0.894,0.548,0.447,0.447,0.0,1.483,2.0,2.517,0.0,1.0,3.512,0.577,1.732,0.577,0.577,0.577,0.0,3.215,5.033,0.577,2.517,1.528,1.155,0.577,0.577,0.577,0.0,2.0,5.8,12.0,0.0,9.4,3.4,2.0,1.4,1.6,0.4,0.2,0.4,4.0,11.6,0.2,11.4,4.4,1.0,0.6,0.6,0.0,0.4,0.8,5.67,14.33,0.0,9.67,4.0,2.0,2.0,1.67,0.67,0.0,0.33,2.67,13.0,0.33,12.33,4.67,1.33,0.67,0.67,0.0,0.33,1.0,1.483,4.183,0.0,4.506,1.14,0.707,1.517,1.14,0.548,0.447,0.548,2.449,4.037,0.447,5.55,3.647,1.225,0.894,0.548,0.0,0.548,0.837,0.577,3.786,0.0,2.082,1.0,1.0,1.732,1.528,0.577,0.0,0.577,2.082,3.606,0.577,7.024,5.033,1.528,1.155,0.577,0.0,0.577,1.0,St Etienne,2.57,2.94,3.05,2016-03-05,F1,0.0,0.0,D,D,Angers,2.69,3.02,3.1,2.94,3.02,0.36003673165,0.29670864868,0.34325461967,0.36003673165,A,-1.0,-1.0,0,2.57,-0.0290683267158
33919,5.2,12.0,0.2,10.4,3.6,1.6,1.2,1.8,0.2,0.2,0.6,4.6,11.6,0.2,11.4,4.2,1.0,1.4,0.2,0.4,0.4,1.0,6.67,11.33,0.33,11.33,4.0,1.67,1.0,1.67,0.33,0.0,0.67,4.67,11.0,0.33,12.33,5.0,0.67,1.0,0.33,0.33,0.33,1.33,2.28,2.449,0.447,5.857,2.302,0.894,0.447,1.095,0.447,0.447,0.548,0.548,5.505,0.447,3.13,2.28,0.707,0.894,0.447,0.548,0.548,0.707,1.528,2.517,0.577,7.506,3.0,1.155,0.0,1.528,0.577,0.0,0.577,0.577,6.245,0.577,3.512,2.646,0.577,1.0,0.577,0.577,0.577,0.577,5.0,12.2,0.6,9.0,1.6,1.4,0.4,1.4,0.2,0.0,0.8,3.2,14.6,0.6,6.4,2.6,0.0,0.4,0.0,0.6,0.4,2.4,5.67,13.67,1.0,9.0,1.33,1.67,0.0,1.33,0.0,0.0,1.0,3.33,14.0,1.0,6.67,3.0,0.0,0.33,0.0,0.67,0.33,2.0,1.225,3.962,0.894,2.0,0.548,0.548,0.894,0.548,0.447,0.0,0.447,2.95,5.03,0.548,3.286,1.517,0.0,0.548,0.0,0.548,0.548,1.342,0.577,3.786,1.0,2.0,0.577,0.577,0.0,0.577,0.0,0.0,0.0,4.041,6.557,0.0,4.509,2.0,0.0,0.577,0.0,0.577,0.577,1.732,Lorient,3.24,3.06,2.37,2016-03-05,F1,0.0,0.0,D,D,Bastia,3.49,3.1,2.4,3.06,3.1,0.331040658037,0.310620712038,0.358338629925,0.358338629925,H,-1.0,-1.0,0,2.37,-0.0636022983453
33920,2.0,19.2,0.4,8.0,2.0,2.6,1.0,1.6,0.0,0.6,0.4,5.0,13.2,0.2,11.8,4.2,0.8,0.6,0.2,0.6,0.2,1.8,2.0,17.0,0.67,7.0,2.0,2.0,0.67,1.67,0.0,0.33,0.67,5.67,12.67,0.0,13.0,4.67,0.33,0.67,0.0,0.67,0.33,1.67,1.0,3.421,0.548,2.345,0.0,1.14,0.707,0.894,0.0,0.548,0.548,2.236,2.95,0.447,2.775,2.168,0.837,0.894,0.447,0.548,0.447,0.837,1.0,1.732,0.577,2.646,0.0,1.0,0.577,1.155,0.0,0.577,0.577,2.082,3.512,0.0,3.0,2.887,0.577,1.155,0.0,0.577,0.577,1.155,4.2,13.8,0.0,9.8,4.8,1.6,1.0,1.4,0.2,0.4,0.4,4.8,12.6,0.2,14.2,3.6,0.4,0.4,0.2,0.6,0.2,2.2,4.67,12.67,0.0,10.67,4.33,1.33,1.33,1.67,0.33,0.33,0.33,4.33,11.0,0.33,15.33,4.0,0.67,0.67,0.33,0.33,0.33,2.0,1.924,4.438,0.0,2.683,2.588,0.894,1.732,1.517,0.447,0.548,0.548,2.49,5.595,0.447,4.324,1.949,0.894,0.548,0.447,0.548,0.447,1.483,0.577,5.686,0.0,3.055,3.215,0.577,2.309,2.082,0.577,0.577,0.577,2.309,7.0,0.577,5.508,2.646,1.155,0.577,0.577,0.577,0.577,2.0,Ajaccio GFCO,5.24,3.58,1.71,2016-03-05,F1,1.0,1.0,D,H,Bordeaux,5.76,3.75,1.71,3.58,3.75,0.24272410416,0.273843558581,0.483432337259,0.483432337259,H,-1.0,-1.0,0,1.71,-0.101362984379
33921,4.0,10.6,0.0,11.0,3.8,1.0,1.0,2.0,0.2,0.2,0.6,5.8,13.4,0.0,12.0,4.0,0.8,1.2,0.4,0.0,0.6,2.6,4.33,12.67,0.0,11.33,3.67,1.33,1.0,2.0,0.33,0.0,0.67,7.0,12.0,0.0,11.67,4.67,0.67,1.33,0.33,0.0,0.67,2.67,1.871,3.05,0.0,1.0,1.643,1.0,1.0,1.414,0.447,0.447,0.548,2.049,3.647,0.0,4.637,1.414,0.837,1.095,0.548,0.0,0.548,0.548,2.082,1.528,0.0,1.155,1.155,1.155,1.0,2.0,0.577,0.0,0.577,1.732,3.606,0.0,3.512,1.155,0.577,1.528,0.577,0.0,0.577,0.577,4.8,14.6,0.6,9.4,3.0,2.4,1.0,1.0,0.2,0.4,0.4,6.4,15.6,0.2,13.6,4.4,0.2,0.8,0.0,0.4,0.6,2.2,5.0,15.67,1.0,10.33,2.67,2.67,0.33,1.0,0.0,0.33,0.67,7.0,15.67,0.33,12.67,4.67,0.0,0.67,0.0,0.33,0.67,2.0,1.643,6.504,0.894,1.517,0.707,1.342,1.225,0.0,0.447,0.548,0.548,3.209,3.912,0.447,4.722,1.817,0.447,0.447,0.0,0.548,0.548,1.924,1.732,4.041,1.0,0.577,0.577,1.528,0.577,0.0,0.0,0.577,0.577,2.646,3.215,0.577,4.041,2.309,0.0,0.577,0.0,0.577,0.577,2.646,Reims,4.77,3.34,1.83,2016-03-05,F1,0.0,2.0,H,D,Lille,5.16,3.44,1.85,1.83,1.85,0.263665230848,0.282697272899,0.453637496253,0.453637496253,H,0.83,0.85,0,1.83,-0.0928105911791
33922,5.0,10.2,0.4,10.6,3.8,1.8,1.4,2.4,0.4,0.0,0.6,7.2,11.4,0.2,15.4,5.8,0.6,1.2,0.2,0.0,0.8,1.4,4.67,11.33,0.67,10.33,3.67,1.67,1.33,2.33,0.33,0.0,0.67,8.0,11.67,0.33,15.0,6.33,1.0,1.33,0.33,0.0,0.67,1.33,2.915,3.033,0.894,4.037,2.168,1.304,1.517,1.14,0.548,0.0,0.548,3.194,3.362,0.447,3.847,1.304,1.342,0.447,0.447,0.0,0.447,0.894,3.215,1.155,1.155,4.041,3.055,1.528,1.528,0.577,0.577,0.0,0.577,3.0,4.726,0.577,3.606,1.528,1.732,0.577,0.577,0.0,0.577,1.155,3.4,14.8,0.0,9.8,3.8,2.6,1.0,1.2,0.2,0.2,0.6,4.4,13.0,0.2,9.6,3.4,0.6,0.4,0.4,0.4,0.2,1.6,3.67,14.0,0.0,9.33,3.67,2.67,1.0,0.67,0.33,0.33,0.33,4.0,13.0,0.33,9.67,3.33,0.33,0.0,0.33,0.67,0.0,1.67,1.817,3.768,0.0,1.924,1.789,1.517,0.707,0.837,0.447,0.447,0.548,2.702,3.391,0.447,1.14,1.517,0.548,0.894,0.548,0.548,0.447,0.894,2.517,5.0,0.0,2.082,2.517,2.082,1.0,0.577,0.577,0.577,0.577,3.606,2.646,0.577,0.577,1.528,0.577,0.0,0.577,0.577,0.0,1.155,Troyes,6.21,4.16,1.53,2016-03-05,F1,1.0,2.0,H,D,Nice,6.62,4.42,1.54,1.53,1.54,0.268366914409,0.295481574337,0.436151511253,0.436151511253,H,0.53,0.54,0,1.53,-0.217443259989
33923,4.8,12.2,0.2,9.6,4.2,1.6,1.6,1.0,0.4,0.2,0.4,4.6,15.4,0.4,9.2,3.2,1.2,0.2,0.6,0.2,0.2,1.8,3.67,11.67,0.0,10.33,4.67,1.67,2.67,1.0,0.67,0.33,0.0,4.33,12.67,0.33,11.67,3.67,2.0,0.0,1.0,0.0,0.0,1.33,2.588,3.701,0.447,2.074,1.924,0.894,1.817,0.707,0.548,0.447,0.548,3.578,4.219,0.548,5.541,1.304,1.304,0.447,0.548,0.447,0.447,1.304,2.517,4.726,0.0,2.082,0.577,1.155,1.528,1.0,0.577,0.577,0.0,3.055,2.309,0.577,5.132,0.577,1.0,0.0,0.0,0.0,0.0,1.528,3.2,12.2,0.0,8.4,2.2,1.6,0.6,2.8,0.0,0.2,0.8,5.4,9.6,0.0,14.6,6.0,0.4,1.6,0.0,0.4,0.6,1.2,5.0,10.67,0.0,8.67,2.33,1.33,0.67,2.33,0.0,0.33,0.67,5.33,10.0,0.0,14.33,5.67,0.67,1.33,0.0,0.67,0.33,1.67,3.271,3.271,0.0,3.13,2.049,1.342,0.548,1.924,0.0,0.447,0.447,2.881,2.074,0.0,1.673,2.739,0.548,1.14,0.0,0.548,0.548,0.837,3.0,0.577,0.0,3.215,2.082,1.528,0.577,2.082,0.0,0.577,0.577,3.215,2.646,0.0,2.082,1.528,0.577,1.528,0.0,0.577,0.577,0.577,Montpellier,8.2,4.18,1.44,2016-03-05,F1,0.0,0.0,D,D,Paris SG,8.46,4.4,1.47,4.18,4.4,0.24079214584,0.264031278723,0.495176575437,0.495176575437,H,-1.0,-1.0,0,1.44,-0.199267869007
