,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD,INFO_ODD_BET,prob_less_bet
34114,4.4,13.0,0.2,13.0,3.6,1.6,0.8,0.6,0.4,0.2,0.4,7.8,13.8,0.2,13.4,3.6,0.0,0.0,0.0,1.0,0.0,1.4,4.33,11.67,0.0,11.33,2.67,0.67,0.67,0.67,0.33,0.33,0.33,9.33,14.67,0.0,11.33,3.0,0.0,0.0,0.0,1.0,0.0,1.67,1.14,1.871,0.447,4.528,2.408,1.517,0.837,0.894,0.548,0.447,0.548,3.271,2.775,0.447,5.225,2.074,0.0,0.0,0.0,0.0,0.0,1.342,1.528,0.577,0.0,5.508,2.082,0.577,0.577,1.155,0.577,0.577,0.577,3.215,0.577,0.0,5.132,1.0,0.0,0.0,0.0,0.0,0.0,1.528,4.4,15.2,0.0,11.0,3.8,3.4,1.4,0.8,0.4,0.6,0.0,5.4,17.6,0.2,12.4,4.0,0.6,0.4,0.2,0.8,0.0,3.0,3.0,13.33,0.0,11.0,5.33,2.67,1.67,0.67,0.67,0.33,0.0,5.33,16.67,0.33,12.33,3.33,0.33,0.0,0.33,0.67,0.0,3.0,2.302,2.683,0.0,2.828,2.775,1.342,1.14,0.837,0.548,0.548,0.0,2.074,4.393,0.447,4.669,1.414,0.548,0.548,0.447,0.447,0.0,0.707,1.0,0.577,0.0,3.464,2.517,1.155,1.528,1.155,0.577,0.577,0.0,1.528,3.215,0.577,1.155,1.528,0.577,0.0,0.577,0.577,0.0,0.0,Bologna,3.56,3.12,2.2,2016-03-20,I1,0.0,2.0,H,H,Atalanta,3.78,3.26,2.23,2.2,2.23,0.356661947431,0.310048184329,0.33328986824,0.356661947431,A,-1.0,-1.0,0,3.56,0.0757630710268
34115,5.2,15.0,0.2,12.6,3.0,2.8,1.0,1.8,0.2,0.4,0.4,5.6,15.6,0.2,10.8,4.6,0.2,0.8,0.0,0.6,0.4,2.4,3.33,13.67,0.33,12.67,3.67,2.33,1.67,2.33,0.33,0.33,0.33,5.67,15.0,0.33,13.0,6.0,0.33,1.0,0.0,0.67,0.33,2.67,3.033,3.674,0.447,1.817,2.915,0.837,1.225,1.483,0.447,0.548,0.548,1.817,3.578,0.447,3.962,2.074,0.447,1.304,0.0,0.548,0.548,0.548,1.155,4.041,0.577,2.082,3.786,0.577,1.155,1.528,0.577,0.577,0.577,2.082,3.464,0.577,1.0,1.0,0.577,1.732,0.0,0.577,0.577,0.577,4.2,14.4,0.2,16.0,3.8,1.8,0.4,0.6,0.2,0.4,0.4,5.0,16.6,0.0,13.4,2.6,0.0,0.2,0.0,0.8,0.2,2.2,5.33,12.67,0.0,16.33,4.33,1.33,0.67,0.67,0.33,0.33,0.33,4.33,17.33,0.0,12.0,1.67,0.0,0.33,0.0,0.67,0.33,2.33,2.049,3.13,0.447,6.819,2.95,1.643,0.894,0.894,0.447,0.548,0.548,1.871,3.782,0.0,7.765,2.881,0.0,0.447,0.0,0.447,0.447,0.447,1.155,2.082,0.0,9.609,4.041,1.528,1.155,1.155,0.577,0.577,0.577,2.082,5.132,0.0,9.644,2.082,0.0,0.577,0.0,0.577,0.577,0.577,Fiorentina,1.53,4.08,6.37,2016-03-20,I1,0.0,0.0,D,D,Frosinone,1.55,4.31,6.99,4.08,4.31,0.318137579209,0.290775294778,0.391087126012,0.391087126012,H,-1.0,-1.0,0,6.37,0.234101254741
34116,6.2,16.8,0.2,13.2,2.6,2.2,0.6,0.6,0.0,1.0,0.0,3.6,13.6,0.4,8.8,2.0,0.0,0.6,0.0,0.6,0.4,2.2,6.33,16.0,0.0,13.33,3.0,1.67,0.33,0.33,0.0,1.0,0.0,3.67,14.67,0.0,8.33,2.0,0.0,0.33,0.0,0.67,0.33,2.67,1.924,2.775,0.447,4.087,1.517,1.483,0.894,0.894,0.0,0.0,0.0,1.817,4.159,0.548,3.421,1.414,0.0,0.894,0.0,0.548,0.548,0.837,2.517,3.464,0.0,4.163,1.732,1.528,0.577,0.577,0.0,0.0,0.0,2.082,3.786,0.0,4.509,1.732,0.0,0.577,0.0,0.577,0.577,0.577,5.0,15.2,0.0,10.6,3.0,2.0,0.4,1.8,0.0,0.2,0.8,5.6,15.0,0.0,14.6,4.4,0.2,0.8,0.2,0.0,0.8,1.8,3.0,13.67,0.0,9.0,3.67,1.67,0.67,1.33,0.0,0.33,0.67,6.33,12.33,0.0,18.33,4.67,0.33,0.67,0.33,0.0,0.67,1.33,3.742,2.588,0.0,2.702,1.581,1.414,0.548,0.837,0.0,0.447,0.447,1.949,4.243,0.0,6.841,1.342,0.447,0.447,0.447,0.0,0.447,0.837,3.0,1.528,0.0,2.0,1.528,1.155,0.577,0.577,0.0,0.577,0.577,2.309,2.887,0.0,4.041,1.528,0.577,0.577,0.577,0.0,0.577,0.577,Lazio,4.06,3.35,1.96,2016-03-20,I1,1.0,1.0,D,D,Milan,4.33,3.5,1.99,3.35,3.5,0.338975156379,0.27636198715,0.384662856471,0.384662856471,H,-1.0,-1.0,0,1.96,-0.125541225162
34117,3.6,19.8,0.0,9.4,2.4,2.2,0.8,1.0,0.2,0.2,0.6,4.0,14.0,0.2,14.4,4.6,0.2,0.6,0.0,0.6,0.4,1.6,3.33,20.33,0.0,8.33,2.67,2.33,0.33,1.33,0.0,0.0,1.0,4.33,12.33,0.33,13.67,4.67,0.0,0.67,0.0,0.33,0.67,1.33,2.608,6.017,0.0,2.302,0.894,0.837,0.837,0.707,0.447,0.447,0.548,1.0,3.536,0.447,2.302,3.578,0.447,0.548,0.0,0.548,0.548,0.548,3.512,8.386,0.0,2.309,1.155,1.155,0.577,0.577,0.0,0.0,0.0,1.155,2.887,0.577,2.517,2.309,0.0,0.577,0.0,0.577,0.577,0.577,2.8,14.6,0.2,6.6,1.8,2.6,0.8,2.6,0.0,0.2,0.8,6.6,9.6,0.0,21.2,6.6,0.8,1.4,0.0,0.4,0.6,0.8,2.0,13.33,0.33,5.67,1.33,3.0,0.67,1.67,0.0,0.33,0.67,8.67,9.0,0.0,22.0,7.0,0.67,1.0,0.0,0.67,0.33,0.33,1.483,2.074,0.447,2.702,1.095,1.14,0.447,1.673,0.0,0.447,0.447,3.912,2.302,0.0,2.387,2.191,0.447,0.894,0.0,0.548,0.548,1.304,1.0,0.577,0.577,3.215,1.155,1.0,0.577,1.155,0.0,0.577,0.577,3.786,3.0,0.0,3.0,3.0,0.577,1.0,0.0,0.577,0.577,0.577,Genoa,11.21,5.59,1.27,2016-03-20,I1,1.0,3.0,H,A,Napoli,12.79,6.04,1.29,1.27,1.29,0.106606285749,0.214345612612,0.67904810164,0.67904810164,H,0.27,0.29,0,1.27,-0.108353473163
34118,2.6,16.0,0.4,8.6,2.4,2.8,1.0,2.4,0.2,0.0,0.8,8.0,14.8,0.4,21.0,7.4,0.6,0.8,0.2,0.4,0.4,1.8,2.33,17.33,0.33,10.0,2.33,3.0,1.33,2.33,0.33,0.0,0.67,7.0,14.67,0.33,19.0,7.33,0.67,1.33,0.0,0.33,0.67,1.33,1.517,5.431,0.548,3.13,1.817,1.789,0.707,1.342,0.447,0.0,0.447,1.871,6.943,0.548,5.385,2.191,0.548,0.837,0.447,0.548,0.548,1.304,0.577,4.041,0.577,3.464,0.577,0.0,0.577,1.155,0.577,0.0,0.577,1.0,9.609,0.577,6.557,3.055,0.577,0.577,0.0,0.577,0.577,1.528,6.6,16.0,0.0,14.8,4.6,2.8,1.6,1.4,0.4,0.4,0.2,6.6,13.8,0.4,12.2,3.6,0.6,0.4,0.4,0.4,0.2,2.6,7.33,17.33,0.0,12.67,3.0,3.0,0.67,1.33,0.0,0.67,0.33,7.0,12.33,0.0,14.67,4.0,0.0,0.33,0.0,0.67,0.33,3.33,2.608,3.24,0.0,5.119,3.209,1.304,1.673,0.894,0.548,0.548,0.447,3.647,3.033,0.548,7.19,1.673,0.894,0.548,0.548,0.548,0.447,1.517,2.309,3.215,0.0,3.215,2.646,1.0,1.155,1.155,0.0,0.577,0.577,5.0,2.517,0.0,8.963,2.0,0.0,0.577,0.0,0.577,0.577,1.528,Chievo,4.29,3.43,1.88,2016-03-20,I1,1.0,0.0,A,A,Sampdoria,4.46,3.58,1.93,4.29,4.46,0.16200997692,0.293242810451,0.544747212629,0.544747212629,H,-1.0,-1.0,0,1.88,0.0128323190119
34119,3.4,14.2,0.0,10.6,4.8,3.6,0.8,2.0,0.0,0.4,0.6,6.2,12.8,0.0,20.2,5.8,0.6,0.4,0.6,0.0,0.4,2.2,2.33,12.67,0.0,9.33,4.33,3.0,0.67,1.67,0.0,0.33,0.67,5.67,14.67,0.0,22.0,5.67,0.67,0.33,0.67,0.0,0.33,2.0,2.51,7.791,0.0,6.107,2.95,1.342,0.447,1.225,0.0,0.548,0.548,2.28,2.775,0.0,2.775,2.049,0.548,0.548,0.548,0.0,0.548,0.837,2.082,1.528,0.0,3.512,2.082,0.0,0.577,0.577,0.0,0.577,0.577,3.055,1.155,0.0,1.0,2.082,0.577,0.577,0.577,0.0,0.577,1.0,5.8,15.4,0.6,11.8,4.6,1.4,1.6,1.4,0.4,0.2,0.4,6.2,15.2,0.6,16.4,5.0,0.6,0.6,0.2,0.6,0.2,1.2,5.67,15.67,0.67,10.0,3.67,1.0,1.33,2.33,0.0,0.33,0.67,6.33,18.33,0.67,17.33,5.67,0.67,1.0,0.0,0.67,0.33,1.67,2.28,4.561,0.548,3.421,1.817,0.894,0.894,1.342,0.548,0.447,0.548,2.049,4.712,0.548,4.099,2.0,0.548,0.548,0.447,0.548,0.447,1.095,3.055,6.429,0.577,3.0,1.528,1.0,1.155,0.577,0.0,0.577,0.577,2.082,2.309,0.577,5.132,1.528,0.577,0.0,0.0,0.577,0.577,1.155,Udinese,4.31,3.42,1.88,2016-03-20,I1,1.0,1.0,D,A,Sassuolo,4.46,3.62,1.93,3.42,3.62,0.197267328564,0.285838916766,0.516893754671,0.516893754671,H,-1.0,-1.0,0,1.88,-0.0150211389464
34120,5.2,12.4,0.0,17.4,6.4,1.6,2.4,0.0,0.8,0.2,0.0,2.6,15.6,0.2,8.0,1.8,1.4,0.0,0.6,0.4,0.0,2.4,6.0,13.0,0.0,14.67,4.67,1.67,1.33,0.0,0.67,0.33,0.0,3.33,18.67,0.0,8.67,1.33,0.33,0.0,0.33,0.67,0.0,2.67,1.789,3.578,0.0,9.503,4.037,0.548,1.673,0.0,0.447,0.447,0.0,2.702,5.128,0.447,3.082,1.304,1.673,0.0,0.548,0.548,0.0,0.894,2.0,2.0,0.0,8.963,4.509,0.577,1.155,0.0,0.577,0.577,0.0,3.215,4.041,0.0,4.041,1.528,0.577,0.0,0.577,0.577,0.0,0.577,3.6,18.0,0.0,10.6,3.2,2.8,1.0,1.2,0.2,0.6,0.2,5.0,18.6,0.0,14.6,5.4,0.4,1.0,0.0,0.6,0.4,2.2,3.0,19.33,0.0,8.33,2.67,3.0,1.0,0.67,0.33,0.67,0.0,4.67,22.0,0.0,12.0,4.0,0.33,0.67,0.0,0.67,0.33,3.33,2.074,2.828,0.0,4.879,2.049,1.304,1.0,1.643,0.447,0.548,0.447,1.225,5.128,0.0,4.037,2.191,0.548,1.225,0.0,0.548,0.548,1.643,1.0,2.309,0.0,3.512,2.517,1.0,1.0,0.577,0.577,0.577,0.0,1.528,3.0,0.0,1.0,0.0,0.577,0.577,0.0,0.577,0.577,0.577,Juventus,1.91,3.29,4.46,2016-03-20,I1,4.0,1.0,A,A,Torino,1.94,3.41,4.7,1.91,1.94,0.542160538729,0.241139520701,0.216699940571,0.542160538729,A,0.91,0.94,0,1.91,0.0186003293047
34121,3.4,18.2,0.4,6.4,1.6,3.4,0.4,0.8,0.0,0.6,0.4,9.4,13.4,0.0,15.8,5.4,0.0,0.4,0.0,0.6,0.4,2.8,2.67,17.33,0.33,4.33,0.67,3.67,0.0,0.33,0.0,0.67,0.33,10.0,16.0,0.0,16.67,5.0,0.0,0.0,0.0,1.0,0.0,2.0,1.817,3.834,0.548,3.647,1.673,0.548,0.548,0.837,0.0,0.548,0.548,3.362,5.941,0.0,4.764,1.517,0.0,0.548,0.0,0.548,0.548,1.789,1.528,4.509,0.577,2.082,1.155,0.577,0.0,0.577,0.0,0.577,0.577,4.359,6.557,0.0,5.508,1.732,0.0,0.0,0.0,0.0,0.0,1.732,5.0,17.0,0.4,14.2,4.6,2.6,1.8,1.8,0.2,0.4,0.4,6.2,17.0,0.2,14.2,6.0,1.2,1.0,0.2,0.4,0.4,2.0,5.67,15.67,0.33,14.33,5.67,2.67,2.33,2.0,0.33,0.33,0.33,7.0,15.0,0.33,13.67,5.33,1.33,1.0,0.33,0.0,0.67,2.0,2.915,3.873,0.548,2.864,2.793,0.548,1.095,1.304,0.447,0.548,0.548,1.924,4.183,0.447,4.207,2.345,1.095,0.707,0.447,0.548,0.548,0.707,3.786,4.726,0.577,0.577,3.215,0.577,1.155,1.732,0.577,0.577,0.577,1.0,4.359,0.577,5.508,2.309,1.528,1.0,0.577,0.0,0.577,1.0,Carpi,3.53,3.28,2.14,2016-03-20,I1,2.0,1.0,A,A,Verona,3.77,3.46,2.15,3.53,3.77,0.12764805117,0.255902010572,0.616449938258,0.616449938258,H,-1.0,-1.0,0,2.14,0.149160218632
34194,4.4,16.8,0.0,9.8,2.8,2.4,1.0,1.2,0.2,0.4,0.4,4.8,15.4,0.0,13.6,5.0,0.8,1.0,0.2,0.4,0.4,1.2,4.0,16.33,0.0,10.33,3.33,2.33,1.0,0.67,0.33,0.33,0.33,6.0,14.33,0.0,14.0,4.67,0.67,0.67,0.33,0.33,0.33,1.33,1.949,2.387,0.0,3.564,1.924,1.14,0.707,1.095,0.447,0.548,0.548,1.789,5.367,0.0,5.32,1.581,0.447,0.707,0.447,0.548,0.548,1.304,2.646,3.215,0.0,4.933,2.309,0.577,1.0,0.577,0.577,0.577,0.577,1.0,2.082,0.0,2.646,2.082,0.577,0.577,0.577,0.577,0.577,1.528,4.2,14.6,0.0,12.2,4.0,2.0,1.4,1.4,0.2,0.4,0.4,4.4,20.6,0.2,10.2,3.0,0.4,0.4,0.2,0.6,0.2,2.8,4.33,15.0,0.0,14.67,5.0,2.0,1.67,1.33,0.33,0.33,0.33,4.33,19.33,0.0,9.67,3.0,0.0,0.33,0.0,0.67,0.33,3.67,1.483,6.348,0.0,4.97,1.871,1.414,0.894,0.548,0.447,0.548,0.548,2.074,4.669,0.447,2.387,1.581,0.548,0.548,0.447,0.548,0.447,1.483,2.082,8.888,0.0,3.786,1.0,1.732,1.155,0.577,0.577,0.577,0.577,1.528,6.11,0.0,2.517,1.0,0.0,0.577,0.0,0.577,0.577,1.155,Sassuolo,2.53,3.07,2.99,2016-04-02,I1,3.0,1.0,A,A,Carpi,2.59,3.19,3.12,2.53,2.59,0.323523355678,0.311016714347,0.365459929975,0.365459929975,H,-1.0,-1.0,0,2.99,0.0310117694399
34195,3.6,14.6,0.2,10.0,3.2,3.0,0.8,2.0,0.0,0.4,0.6,5.0,16.6,0.2,14.8,5.0,0.4,0.8,0.0,0.6,0.4,2.2,3.0,15.0,0.33,9.67,3.0,3.0,0.67,1.33,0.0,0.33,0.67,6.0,18.0,0.33,13.0,4.67,0.33,0.33,0.0,1.0,0.0,1.67,1.949,2.074,0.447,2.55,1.304,1.225,0.837,2.0,0.0,0.548,0.548,1.871,3.209,0.447,3.347,1.871,0.548,0.837,0.0,0.548,0.548,1.095,2.0,2.646,0.577,0.577,1.0,1.732,1.155,1.528,0.0,0.577,0.577,1.732,1.0,0.577,2.0,2.517,0.577,0.577,0.0,0.0,0.0,1.155,2.0,18.2,0.0,7.0,1.8,2.6,0.0,1.2,0.0,0.0,1.0,3.6,11.4,0.2,12.8,5.2,0.0,0.4,0.0,0.6,0.4,1.6,2.67,15.0,0.0,7.33,2.0,2.0,0.0,1.33,0.0,0.0,1.0,4.67,11.33,0.0,12.67,5.67,0.0,0.33,0.0,0.67,0.33,1.67,1.225,6.76,0.0,0.707,0.837,1.14,0.0,0.447,0.0,0.0,0.0,2.191,1.949,0.447,2.864,2.168,0.0,0.548,0.0,0.548,0.548,1.14,0.577,2.0,0.0,0.577,1.0,1.0,0.0,0.577,0.0,0.0,0.0,2.082,1.155,0.0,3.512,1.528,0.0,0.577,0.0,0.577,0.577,1.528,Empoli,11.75,5.16,1.29,2016-04-02,I1,0.0,1.0,H,H,Juventus,13.46,5.47,1.31,1.29,1.31,0.143608308281,0.25447682954,0.601914862179,0.601914862179,H,0.29,0.31,0,1.29,-0.173278936271
34212,4.8,15.4,0.0,11.2,4.2,2.2,1.0,1.0,0.2,0.6,0.2,5.0,15.0,0.2,16.4,4.2,0.8,0.6,0.2,0.6,0.2,2.0,5.0,13.33,0.0,10.0,2.67,2.33,0.33,1.0,0.0,0.67,0.33,5.67,15.67,0.33,18.33,4.33,0.33,0.67,0.0,0.67,0.33,1.67,2.683,4.037,0.0,3.421,2.775,1.483,1.0,1.0,0.447,0.548,0.447,2.0,2.828,0.447,3.209,1.483,0.837,0.548,0.447,0.548,0.447,1.581,3.464,2.082,0.0,3.0,2.082,0.577,0.577,1.0,0.0,0.577,0.577,1.528,3.215,0.577,2.082,0.577,0.577,0.577,0.0,0.577,0.577,2.082,4.6,14.6,0.4,10.2,3.8,2.8,1.2,1.0,0.4,0.4,0.2,5.0,17.8,0.2,11.4,4.4,0.4,0.6,0.2,0.6,0.2,2.4,5.0,14.0,0.67,11.0,5.0,2.0,1.67,1.33,0.67,0.0,0.33,5.67,15.33,0.33,13.33,5.0,0.33,0.67,0.33,0.33,0.33,2.33,2.702,1.817,0.894,2.683,2.775,1.095,1.304,1.0,0.548,0.548,0.447,1.581,4.207,0.447,3.209,1.949,0.548,0.894,0.447,0.548,0.447,0.894,3.606,1.732,1.155,3.464,3.0,0.0,1.528,1.155,0.577,0.0,0.577,1.528,2.517,0.577,0.577,2.0,0.577,1.155,0.577,0.577,0.577,1.155,Milan,2.31,3.19,3.25,2016-04-03,I1,1.0,2.0,H,D,Atalanta,2.35,3.28,3.44,3.25,3.44,0.340520042388,0.314224617211,0.345255340401,0.345255340401,H,2.25,2.44,0,3.25,0.0375630327086
34213,4.2,15.2,0.2,7.6,2.0,1.4,0.8,2.2,0.0,0.6,0.4,7.2,17.6,0.0,16.4,4.0,0.6,0.8,0.2,0.4,0.4,1.4,4.67,13.33,0.0,8.67,2.33,1.33,0.33,2.67,0.0,0.33,0.67,7.33,15.0,0.0,15.33,4.33,0.33,1.0,0.0,0.33,0.67,0.67,1.304,5.263,0.447,3.578,1.225,1.14,0.837,1.924,0.0,0.548,0.548,0.837,3.847,0.0,7.057,2.0,0.548,0.837,0.447,0.548,0.548,1.14,1.528,4.163,0.0,4.509,1.528,0.577,0.577,2.517,0.0,0.577,0.577,1.155,2.0,0.0,8.386,1.155,0.577,1.0,0.0,0.577,0.577,0.577,5.4,13.0,0.0,16.2,4.4,2.6,1.2,0.6,0.2,0.6,0.2,4.0,14.6,0.0,13.6,4.4,0.6,0.4,0.2,0.6,0.2,3.0,5.67,15.0,0.0,12.33,2.33,2.67,0.33,0.67,0.0,0.67,0.33,5.67,14.33,0.0,15.67,5.0,0.33,0.33,0.0,1.0,0.0,3.0,1.817,3.536,0.0,8.075,3.507,0.548,1.643,0.548,0.447,0.548,0.447,2.646,3.975,0.0,5.32,1.517,0.894,0.548,0.447,0.548,0.447,0.707,2.309,1.0,0.0,3.215,1.528,0.577,0.577,0.577,0.0,0.577,0.577,1.155,4.726,0.0,4.509,1.0,0.577,0.577,0.0,0.0,0.0,1.0,Palermo,3.59,3.25,2.13,2016-04-03,I1,1.0,3.0,H,D,Chievo,3.82,3.31,2.19,2.13,2.19,0.23942067062,0.306126582567,0.454452746813,0.454452746813,H,1.13,1.19,0,2.13,-0.015030821262
34214,4.4,13.4,0.0,14.0,5.2,3.2,1.6,1.8,0.2,0.2,0.6,5.4,13.8,0.0,10.4,4.2,0.8,0.8,0.4,0.0,0.6,2.4,4.33,13.67,0.0,15.33,5.33,2.67,1.67,1.33,0.33,0.33,0.33,6.67,14.67,0.0,10.67,4.0,1.33,0.33,0.67,0.0,0.33,2.33,1.817,1.949,0.0,3.24,1.924,1.095,0.894,1.304,0.447,0.447,0.548,1.817,2.049,0.0,3.847,0.837,1.304,0.837,0.548,0.0,0.548,0.548,2.517,2.517,0.0,3.215,2.517,0.577,1.155,1.528,0.577,0.577,0.577,0.577,2.309,0.0,4.509,1.0,1.528,0.577,0.577,0.0,0.577,0.577,4.2,18.4,0.4,8.2,2.8,2.8,0.8,1.6,0.0,0.4,0.6,6.8,11.4,0.2,11.6,4.0,0.4,0.8,0.2,0.2,0.6,2.0,3.33,15.0,0.67,8.0,3.33,2.33,1.0,1.33,0.0,0.67,0.33,7.0,11.0,0.33,11.33,4.33,0.67,0.67,0.33,0.33,0.33,1.33,2.168,4.827,0.894,2.683,1.643,1.789,0.447,0.548,0.0,0.548,0.548,2.864,2.074,0.447,1.342,2.739,0.548,0.447,0.447,0.447,0.548,1.871,0.577,1.0,1.155,3.464,2.082,2.309,0.0,0.577,0.0,0.577,0.577,2.0,2.646,0.577,1.528,3.512,0.577,0.577,0.577,0.577,0.577,1.155,Sampdoria,5.64,3.97,1.6,2016-04-03,I1,1.0,1.0,D,D,Fiorentina,5.9,4.32,1.61,3.97,4.32,0.295712183388,0.277371956365,0.426915860247,0.426915860247,H,-1.0,-1.0,0,1.6,-0.198084139753
