,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD,INFO_ODD_BET,prob_less_bet
29427,5.4,14.6,0.4,12.4,5.0,1.8,2.4,1.8,0.4,0.6,0.0,5.2,14.8,0.6,14.4,4.8,1.6,1.0,0.4,0.4,0.2,2.8,6.0,13.33,0.33,12.0,4.0,1.67,1.67,1.0,0.33,0.67,0.0,6.0,12.33,0.33,16.0,5.0,1.33,0.67,0.33,0.67,0.0,3.0,2.074,3.782,0.548,1.673,1.581,0.837,1.673,1.304,0.548,0.548,0.0,1.924,5.357,0.548,4.827,2.387,0.894,0.707,0.548,0.548,0.447,0.837,2.646,1.528,0.577,1.0,1.0,0.577,1.155,0.0,0.577,0.577,0.0,2.0,2.082,0.577,6.0,3.0,0.577,0.577,0.577,0.577,0.0,1.0,6.8,19.2,0.0,11.8,2.6,3.4,0.4,1.6,0.0,0.2,0.8,4.2,18.6,0.0,12.2,4.0,0.2,1.0,0.0,0.2,0.8,2.4,9.33,17.33,0.0,14.67,3.33,3.33,0.33,1.33,0.0,0.33,0.67,4.0,16.67,0.0,12.33,3.67,0.33,1.0,0.0,0.33,0.67,2.67,5.167,6.907,0.0,6.099,2.074,0.548,0.548,1.14,0.0,0.447,0.447,1.643,4.037,0.0,3.768,1.581,0.447,0.707,0.0,0.447,0.447,0.894,5.033,7.572,0.0,6.11,2.082,0.577,0.577,1.528,0.0,0.577,0.577,1.732,2.517,0.0,3.512,2.082,0.577,1.0,0.0,0.577,0.577,0.577,Milan,2.71,3.21,2.69,2014-11-08,I1,2.0,2.0,D,D,Sampdoria,2.8,3.37,2.74,3.21,3.37,0.326839233188,0.284123330975,0.389037435836,0.389037435836,H,-1.0,-1.0,0,2.69,0.0172902239405
29428,7.4,17.4,0.0,10.0,2.0,3.2,0.4,1.2,0.2,0.2,0.6,6.2,14.8,0.0,18.2,4.8,0.2,0.8,0.2,0.2,0.6,2.0,5.67,17.33,0.0,9.67,1.67,3.0,0.0,1.0,0.0,0.33,0.67,6.0,15.67,0.0,17.0,3.0,0.0,1.0,0.0,0.33,0.67,1.67,3.362,4.278,0.0,3.674,1.0,1.483,0.894,0.837,0.447,0.447,0.548,2.588,2.775,0.0,2.588,2.775,0.447,0.837,0.447,0.447,0.548,1.581,1.528,4.933,0.0,3.786,1.155,2.0,0.0,1.0,0.0,0.577,0.577,3.606,3.512,0.0,2.646,1.0,0.0,1.0,0.0,0.577,0.577,1.528,5.2,17.6,0.2,13.6,4.6,2.2,0.8,1.0,0.2,0.6,0.2,4.2,16.6,0.0,13.6,3.8,0.8,0.4,0.4,0.6,0.0,2.8,5.0,13.0,0.33,15.33,5.33,2.33,1.0,1.33,0.33,0.33,0.33,4.67,14.0,0.0,13.67,3.0,1.0,0.33,0.67,0.33,0.0,2.67,1.643,6.504,0.447,3.782,1.817,0.447,0.447,1.225,0.447,0.548,0.447,1.789,5.128,0.0,5.899,2.168,0.447,0.548,0.548,0.548,0.0,0.837,1.732,1.732,0.577,4.041,2.082,0.577,0.0,1.528,0.577,0.577,0.577,2.309,5.0,0.0,8.327,2.646,0.0,0.577,0.577,0.577,0.0,1.155,Atalanta,3.49,3.27,2.17,2014-11-08,I1,0.0,0.0,D,D,Sassuolo,3.83,3.37,2.16,3.27,3.37,0.286309084571,0.292089131469,0.42160178396,0.42160178396,H,-1.0,-1.0,0,2.17,-0.0392277091279
29448,4.4,16.2,0.4,12.2,5.0,2.6,2.0,1.2,0.6,0.4,0.0,7.2,17.0,0.2,15.6,4.8,0.6,0.6,0.2,0.6,0.2,1.8,5.0,16.0,0.33,13.0,5.0,2.67,2.67,1.33,1.0,0.0,0.0,5.67,19.67,0.33,13.33,3.33,0.67,1.0,0.0,0.67,0.33,2.0,1.673,3.899,0.548,3.701,2.915,0.548,1.414,0.837,0.548,0.548,0.0,2.95,7.036,0.447,3.912,2.28,0.894,0.894,0.447,0.548,0.447,0.447,2.0,5.292,0.577,0.0,1.0,0.577,1.155,0.577,0.0,0.0,0.0,1.528,8.505,0.577,1.528,1.528,1.155,1.0,0.0,0.577,0.577,0.0,4.0,15.8,0.2,11.4,4.2,3.0,1.6,1.0,0.6,0.4,0.0,6.4,14.6,0.0,14.0,5.2,1.2,0.4,0.6,0.4,0.0,2.8,3.33,13.0,0.33,12.67,5.0,3.0,1.67,1.33,0.33,0.67,0.0,5.67,15.33,0.0,13.33,4.67,1.67,0.67,0.67,0.33,0.0,2.67,2.739,4.147,0.447,2.51,2.168,1.414,0.548,0.707,0.548,0.548,0.0,2.074,2.51,0.0,3.464,2.28,0.837,0.548,0.548,0.548,0.0,0.837,3.055,2.0,0.577,0.577,2.646,1.732,0.577,0.577,0.577,0.577,0.0,2.517,3.215,0.0,2.517,0.577,0.577,0.577,0.577,0.577,0.0,0.577,Genoa,3.26,3.37,2.23,2014-11-09,I1,1.0,1.0,D,H,Cagliari,3.51,3.52,2.22,3.37,3.52,0.399067048449,0.280932255501,0.32000069605,0.399067048449,A,-1.0,-1.0,0,3.26,0.0923185821914
29449,2.0,13.0,0.2,4.6,2.0,2.2,0.4,2.2,0.0,0.2,0.8,7.8,14.6,0.0,17.6,6.4,0.0,0.8,0.0,0.2,0.8,2.4,2.33,13.67,0.33,5.0,2.67,2.33,0.67,1.67,0.0,0.33,0.67,8.67,12.33,0.0,14.0,4.33,0.0,0.67,0.0,0.33,0.67,3.0,1.0,2.236,0.447,2.51,1.732,1.095,0.548,0.837,0.0,0.447,0.447,2.387,6.841,0.0,6.656,3.912,0.0,0.447,0.0,0.447,0.447,1.949,1.155,2.082,0.577,1.732,2.082,1.155,0.577,0.577,0.0,0.577,0.577,2.887,3.215,0.0,2.0,1.528,0.0,0.577,0.0,0.577,0.577,2.0,5.8,17.4,0.0,12.2,3.4,3.0,1.4,0.8,0.6,0.4,0.0,5.6,18.6,0.2,12.2,3.4,0.2,0.4,0.2,0.4,0.4,1.8,4.33,17.33,0.0,9.33,3.33,3.33,1.0,0.67,0.33,0.67,0.0,6.67,21.0,0.33,14.33,3.67,0.0,0.33,0.0,0.67,0.33,2.0,3.633,3.847,0.0,5.63,0.548,2.121,1.14,0.837,0.548,0.548,0.0,3.05,3.782,0.447,3.962,1.817,0.447,0.548,0.447,0.548,0.548,0.837,3.055,4.163,0.0,3.512,0.577,2.517,1.0,0.577,0.577,0.577,0.0,3.786,1.732,0.577,3.215,2.309,0.0,0.577,0.0,0.577,0.577,1.0,Cesena,4.41,3.29,1.91,2014-11-09,I1,1.0,2.0,H,D,Chievo,4.96,3.3,1.94,1.91,1.94,0.151442952447,0.29608690469,0.552470142862,0.552470142862,H,0.91,0.94,0,1.91,0.0289099334383
29450,5.0,18.6,0.4,14.2,5.8,3.0,1.6,1.0,0.4,0.2,0.4,3.0,11.4,0.0,11.8,3.4,0.6,0.2,0.6,0.2,0.2,1.8,2.67,18.0,0.33,11.67,6.0,3.67,2.33,0.33,0.67,0.33,0.0,4.0,12.0,0.0,14.33,3.0,1.0,0.0,1.0,0.0,0.0,1.67,3.536,3.847,0.548,4.087,2.775,1.581,1.517,1.225,0.548,0.447,0.548,2.236,1.14,0.0,4.147,0.894,0.548,0.447,0.548,0.447,0.447,0.447,1.528,5.292,0.577,2.887,3.606,1.528,1.528,0.577,0.577,0.577,0.0,2.0,1.0,0.0,3.055,1.0,0.0,0.0,0.0,0.0,0.0,0.577,4.2,19.0,0.0,12.0,4.6,2.2,1.8,1.0,0.6,0.2,0.2,6.8,12.0,0.4,14.2,5.8,1.2,0.8,0.4,0.2,0.4,1.2,5.33,21.33,0.0,13.33,5.0,2.33,2.0,1.0,0.67,0.0,0.33,8.0,14.33,0.33,13.67,6.67,1.33,0.67,0.33,0.33,0.33,1.33,2.49,6.042,0.0,5.657,2.408,1.304,1.483,1.414,0.548,0.447,0.447,3.271,5.339,0.548,4.324,3.114,1.643,1.095,0.548,0.447,0.548,1.095,1.155,4.726,0.0,5.686,2.646,1.528,2.0,1.732,0.577,0.0,0.577,3.464,4.041,0.577,5.686,3.786,2.309,1.155,0.577,0.577,0.577,1.155,Lazio,2.14,3.31,3.52,2014-11-09,I1,1.0,2.0,H,D,Empoli,2.16,3.42,3.77,3.52,3.77,0.437118712721,0.270235025778,0.292646261501,0.437118712721,A,-1.0,-1.0,0,2.14,-0.030171006905
29451,5.8,11.6,0.0,13.2,4.2,2.2,1.2,1.0,0.4,0.4,0.2,4.6,13.4,0.2,12.0,3.2,0.4,0.2,0.2,0.8,0.0,2.6,5.0,12.0,0.0,13.67,4.33,2.33,1.33,1.0,0.33,0.67,0.0,5.33,15.0,0.33,13.33,2.67,0.33,0.0,0.33,0.67,0.0,3.0,1.924,0.894,0.0,3.271,1.304,0.837,0.837,0.707,0.548,0.548,0.447,2.793,4.879,0.447,5.831,1.789,0.548,0.447,0.447,0.447,0.0,1.14,1.0,0.0,0.0,3.786,1.528,0.577,0.577,1.0,0.577,0.577,0.0,1.155,6.083,0.577,7.767,2.082,0.577,0.0,0.577,0.577,0.0,1.0,3.4,17.0,0.2,8.0,2.2,3.2,0.4,1.2,0.2,0.4,0.4,7.0,12.8,0.0,19.4,5.6,0.2,0.6,0.2,0.4,0.4,1.6,3.67,18.33,0.0,9.67,3.33,3.67,0.67,2.0,0.33,0.0,0.67,4.0,12.67,0.0,19.0,6.33,0.33,1.0,0.33,0.0,0.67,1.67,1.14,4.583,0.447,3.937,2.168,1.095,0.894,1.643,0.447,0.548,0.548,4.359,1.483,0.0,5.128,3.362,0.447,0.894,0.447,0.548,0.548,0.548,1.528,5.132,0.0,4.509,2.082,1.155,1.155,1.732,0.577,0.0,0.577,2.0,2.082,0.0,6.928,3.786,0.577,1.0,0.577,0.0,0.577,0.577,Napoli,2.78,3.26,2.59,2014-11-09,I1,1.0,0.0,A,D,Fiorentina,2.84,3.43,2.66,2.78,2.84,0.286313522949,0.251801465392,0.461885011659,0.461885011659,H,-1.0,-1.0,0,2.59,0.0757846255586
29452,2.4,10.8,0.0,9.6,3.2,2.0,0.8,1.8,0.2,0.4,0.4,9.0,14.0,0.0,18.0,6.2,0.2,0.4,0.0,0.8,0.2,1.6,3.0,10.0,0.0,9.33,3.67,2.0,1.0,3.0,0.0,0.33,0.67,9.33,12.67,0.0,19.0,8.67,0.33,0.67,0.0,0.67,0.33,1.0,1.14,6.38,0.0,1.342,1.643,1.414,0.837,2.49,0.447,0.548,0.548,4.0,2.236,0.0,7.969,5.762,0.447,0.548,0.0,0.447,0.447,0.894,1.0,7.937,0.0,1.528,2.082,1.732,1.0,2.646,0.0,0.577,0.577,5.033,1.528,0.0,9.644,6.429,0.577,0.577,0.0,0.577,0.577,0.0,5.0,13.0,0.2,13.2,3.8,2.4,1.2,2.6,0.2,0.2,0.6,6.4,14.2,0.2,19.4,6.4,0.8,1.2,0.2,0.4,0.4,1.2,3.67,13.0,0.0,12.67,5.0,2.67,2.0,1.33,0.33,0.33,0.33,6.67,14.0,0.33,18.0,5.0,1.33,0.33,0.33,0.67,0.0,1.67,4.637,4.0,0.447,2.28,2.049,0.894,1.789,2.51,0.447,0.447,0.548,2.191,5.718,0.447,3.209,2.608,1.789,1.643,0.447,0.548,0.548,0.837,0.577,5.568,0.0,3.055,1.732,0.577,2.0,0.577,0.577,0.577,0.577,3.055,7.937,0.577,3.606,0.0,2.309,0.577,0.577,0.577,0.0,0.577,Verona,6.94,4.34,1.48,2014-11-09,I1,2.0,2.0,D,D,Inter,7.68,4.56,1.49,4.34,4.56,0.0977302594824,0.207575020414,0.694694720104,0.694694720104,H,-1.0,-1.0,0,1.48,0.0190190444284
29453,4.8,17.2,0.4,11.6,2.8,2.2,1.0,1.8,0.2,0.0,0.8,4.2,11.4,0.0,13.0,4.4,0.4,1.0,0.0,0.4,0.6,1.6,4.0,15.33,0.67,11.33,3.0,2.0,0.67,2.0,0.0,0.0,1.0,4.33,10.0,0.0,15.0,4.33,0.67,1.0,0.0,0.67,0.33,1.67,2.49,3.768,0.548,4.336,2.168,1.643,1.414,1.304,0.447,0.0,0.447,1.095,3.362,0.0,3.536,0.894,0.894,0.707,0.0,0.548,0.548,0.548,3.0,3.786,0.577,6.11,2.646,1.732,1.155,1.732,0.0,0.0,0.0,1.528,1.732,0.0,3.0,1.155,1.155,1.0,0.0,0.577,0.577,0.577,3.2,12.8,0.2,6.2,1.4,1.6,0.4,2.6,0.0,0.0,1.0,6.0,11.6,0.2,20.0,7.6,0.4,1.6,0.0,0.2,0.8,1.2,2.67,13.0,0.33,5.0,1.33,2.33,0.67,2.67,0.0,0.0,1.0,5.67,10.67,0.33,23.0,7.67,0.67,1.33,0.0,0.33,0.67,2.0,2.168,2.168,0.447,3.114,0.548,1.342,0.894,0.548,0.0,0.0,0.0,1.871,2.51,0.447,5.788,3.286,0.894,0.894,0.0,0.447,0.447,1.789,2.082,2.646,0.577,3.606,0.577,1.155,1.155,0.577,0.0,0.0,0.0,0.577,3.055,0.577,5.196,4.619,1.155,0.577,0.0,0.577,0.577,2.0,Parma,13.91,6.07,1.22,2014-11-09,I1,0.0,7.0,H,H,Juventus,16.46,6.29,1.25,1.22,1.25,0.0913954904229,0.187653856477,0.7209506531,0.7209506531,H,0.22,0.25,0,1.22,-0.0987214780472
29454,4.6,12.4,0.0,9.2,2.8,2.2,0.6,1.6,0.2,0.2,0.6,5.4,15.2,0.0,19.2,6.6,0.2,0.6,0.2,0.2,0.6,2.0,3.33,11.33,0.0,7.0,2.0,2.0,0.33,1.33,0.33,0.0,0.67,6.33,16.33,0.0,22.67,7.33,0.33,0.33,0.33,0.33,0.33,2.67,2.074,2.608,0.0,4.604,2.49,1.304,0.894,1.14,0.447,0.447,0.548,1.949,1.924,0.0,6.38,2.074,0.447,0.548,0.447,0.447,0.548,1.225,1.528,3.055,0.0,3.464,1.0,1.0,0.577,1.528,0.577,0.0,0.577,2.082,1.528,0.0,4.509,2.082,0.577,0.577,0.577,0.577,0.577,0.577,3.2,15.2,0.4,11.4,4.2,2.8,1.4,1.0,0.2,0.4,0.4,5.2,14.8,0.0,13.2,3.4,0.4,0.6,0.2,0.4,0.4,2.4,2.33,16.33,0.33,11.33,5.0,2.67,1.67,1.0,0.33,0.0,0.67,6.67,14.33,0.0,15.0,4.67,0.33,0.33,0.33,0.33,0.33,3.0,2.28,3.564,0.548,4.615,3.271,1.304,1.517,0.707,0.447,0.548,0.548,4.087,1.643,0.0,3.564,1.949,0.548,0.548,0.447,0.548,0.548,1.517,1.155,0.577,0.577,6.351,4.359,1.528,2.082,1.0,0.577,0.0,0.577,4.619,2.082,0.0,2.646,1.155,0.577,0.577,0.577,0.577,0.577,1.732,Udinese,3.49,3.23,2.18,2014-11-09,I1,1.0,1.0,D,D,Palermo,3.79,3.32,2.2,3.23,3.32,0.194347495682,0.270853757173,0.534798747145,0.534798747145,H,-1.0,-1.0,0,2.18,0.0760831508146
29455,5.0,12.8,0.0,11.4,3.0,2.4,1.2,1.8,0.2,0.2,0.6,5.0,15.4,0.0,14.0,6.6,0.6,0.6,0.4,0.2,0.4,3.0,4.67,12.0,0.0,10.67,3.33,2.0,1.33,1.67,0.33,0.0,0.67,5.0,14.67,0.0,15.67,7.0,1.0,0.67,0.67,0.0,0.33,2.33,1.732,3.493,0.0,4.159,2.0,1.14,0.837,0.447,0.447,0.447,0.548,2.828,2.074,0.0,6.124,2.074,0.894,0.548,0.548,0.447,0.548,1.225,2.309,3.606,0.0,5.132,1.155,1.0,0.577,0.577,0.577,0.0,0.577,3.464,2.082,0.0,7.234,2.0,1.0,0.577,0.577,0.0,0.577,0.577,2.6,12.0,0.0,8.6,2.6,1.6,0.0,2.2,0.0,0.0,1.0,5.0,13.4,0.0,16.0,5.6,0.0,1.4,0.0,0.2,0.8,1.6,2.33,10.0,0.0,8.0,2.33,1.0,0.0,2.33,0.0,0.0,1.0,7.67,12.0,0.0,17.67,6.67,0.0,1.33,0.0,0.33,0.67,1.0,2.191,4.796,0.0,2.702,1.14,1.342,0.0,0.447,0.0,0.0,0.0,4.0,2.074,0.0,6.124,1.817,0.0,1.14,0.0,0.447,0.447,1.342,0.577,5.196,0.0,3.606,1.155,0.0,0.0,0.577,0.0,0.0,0.0,2.082,1.0,0.0,4.726,1.155,0.0,1.528,0.0,0.577,0.577,0.0,Torino,7.5,4.27,1.46,2014-11-09,I1,0.0,3.0,H,H,Roma,8.54,4.58,1.46,1.46,1.46,0.133467715462,0.216135987411,0.650396297126,0.650396297126,H,0.46,0.46,0,1.46,-0.0345352097231
29517,6.6,12.0,0.2,10.8,2.8,2.6,1.0,1.2,0.4,0.2,0.4,6.0,12.0,0.2,13.4,4.0,0.8,0.6,0.4,0.4,0.2,2.0,8.0,12.67,0.33,12.0,2.67,3.0,0.67,1.67,0.0,0.33,0.67,5.67,13.67,0.33,14.67,4.33,0.67,1.0,0.0,0.67,0.33,2.67,5.225,1.871,0.447,5.891,1.095,0.894,1.0,1.304,0.548,0.447,0.548,0.707,4.528,0.447,5.771,1.581,0.837,0.894,0.548,0.548,0.447,1.414,5.196,2.082,0.577,6.928,1.155,0.0,1.155,1.528,0.0,0.577,0.577,0.577,0.577,0.577,5.508,2.082,1.155,1.0,0.0,0.577,0.577,1.155,3.6,16.8,0.0,13.0,4.6,3.0,1.0,0.4,0.4,0.4,0.2,3.8,14.6,0.2,13.8,2.6,0.2,0.0,0.2,0.8,0.0,2.0,3.0,15.0,0.0,13.33,4.67,2.67,1.33,0.67,0.33,0.33,0.33,3.0,15.33,0.33,11.67,2.0,0.33,0.0,0.33,0.67,0.0,2.33,2.408,4.087,0.0,5.196,2.51,0.707,1.225,0.548,0.548,0.548,0.447,1.483,3.782,0.447,6.535,2.074,0.447,0.0,0.447,0.447,0.0,0.707,2.0,3.0,0.0,6.429,3.215,0.577,1.528,0.577,0.577,0.577,0.577,1.0,3.786,0.577,5.686,1.0,0.577,0.0,0.577,0.577,0.0,0.577,Roma,1.82,3.44,4.66,2014-11-22,I1,2.0,1.0,A,A,Atalanta,1.85,3.54,5.1,1.82,1.85,0.419564155363,0.291055537726,0.289380306911,0.419564155363,A,0.82,0.85,0,1.82,-0.129886394088
29518,6.4,16.2,0.2,16.6,5.8,2.6,1.4,0.4,0.6,0.2,0.2,2.8,15.4,0.2,8.4,2.6,0.4,0.2,0.2,0.8,0.0,2.0,8.33,16.0,0.33,17.67,6.0,2.33,1.0,0.67,0.33,0.33,0.33,3.0,17.0,0.33,7.67,3.0,0.33,0.33,0.0,1.0,0.0,2.0,3.912,1.304,0.447,1.949,1.643,1.14,1.14,0.548,0.548,0.447,0.447,1.924,4.722,0.447,3.05,1.14,0.548,0.447,0.447,0.447,0.0,0.0,4.041,1.0,0.577,1.528,1.732,1.528,1.0,0.577,0.577,0.577,0.577,2.646,4.359,0.577,4.041,1.0,0.577,0.577,0.0,0.0,0.0,0.0,3.6,11.6,0.4,9.6,3.4,1.4,1.2,2.4,0.2,0.0,0.8,5.0,20.6,0.2,14.2,7.0,0.4,1.6,0.2,0.0,0.8,2.4,4.67,12.0,0.67,12.0,4.67,1.67,1.67,3.0,0.0,0.0,1.0,3.67,19.67,0.33,12.0,7.0,0.33,2.33,0.0,0.0,1.0,2.0,2.793,2.302,0.548,3.975,1.949,0.894,0.837,1.517,0.447,0.0,0.447,1.871,5.177,0.447,3.114,1.581,0.548,1.342,0.447,0.0,0.447,0.548,3.215,3.0,0.577,3.0,1.155,1.155,0.577,1.0,0.0,0.0,0.0,0.577,5.859,0.577,1.0,2.0,0.577,1.155,0.0,0.0,0.0,0.0,Juventus,1.99,3.38,3.9,2014-11-22,I1,3.0,0.0,A,A,Lazio,2.05,3.5,4.09,1.99,2.05,0.400008426937,0.266031506409,0.333960066654,0.400008426937,A,0.99,1.05,0,1.99,-0.102504135877
29535,4.6,19.6,0.4,11.0,3.8,3.0,0.8,0.8,0.2,0.6,0.2,3.8,17.2,0.0,11.8,3.8,0.4,0.2,0.2,0.6,0.2,2.4,3.0,19.0,0.33,11.0,4.33,3.67,1.0,1.0,0.33,0.33,0.33,5.0,17.33,0.0,12.33,4.33,0.67,0.0,0.33,0.67,0.0,2.67,2.881,3.435,0.548,1.414,2.588,1.414,0.837,0.837,0.447,0.548,0.447,2.588,4.266,0.0,4.207,1.643,0.894,0.447,0.447,0.548,0.447,0.894,2.646,4.0,0.577,1.732,3.512,1.528,1.0,1.0,0.577,0.577,0.577,2.646,5.686,0.0,5.033,0.577,1.155,0.0,0.577,0.577,0.0,0.577,6.0,14.8,0.2,14.0,3.8,1.8,1.0,1.0,0.2,0.6,0.2,3.4,15.6,0.2,8.6,3.6,0.4,1.0,0.2,0.2,0.6,3.2,5.33,15.33,0.33,13.33,4.0,2.33,1.0,0.67,0.33,0.67,0.0,3.33,16.0,0.33,8.67,2.67,0.67,0.67,0.33,0.33,0.33,3.33,2.449,4.382,0.447,3.674,2.28,1.304,0.707,0.707,0.447,0.548,0.447,0.894,4.336,0.447,0.894,1.517,0.548,0.707,0.447,0.447,0.548,1.643,3.215,3.512,0.577,4.041,2.0,1.528,0.0,0.577,0.577,0.577,0.0,1.155,3.464,0.577,1.155,1.155,0.577,0.577,0.577,0.577,0.577,2.082,Sampdoria,1.94,3.29,4.24,2014-11-23,I1,1.0,1.0,D,D,Cesena,1.98,3.33,4.64,3.29,3.33,0.363119748407,0.32386879618,0.313011455413,0.363119748407,A,-1.0,-1.0,0,1.94,-0.152344169119
